#                  BLOCK:   ACTUAL_T:           T_AVE:              ERROR:
                 460        7.492827e-01        7.818441e-01        1.250981e-02
                 461        7.481632e-01        7.817710e-01        1.248289e-02
                 462        7.470581e-01        7.816959e-01        1.245609e-02
                 463        7.459679e-01        7.816187e-01        1.242943e-02
                 464        7.448932e-01        7.815396e-01        1.240290e-02
                 465        7.438352e-01        7.814585e-01        1.237649e-02
                 466        7.427954e-01        7.813755e-01        1.235021e-02
                 467        7.417743e-01        7.812907e-01        1.232405e-02
                 468        7.407726e-01        7.812041e-01        1.229802e-02
                 469        7.397928e-01        7.811158e-01        1.227212e-02
                 470        7.388351e-01        7.810259e-01        1.224634e-02
                 471        7.378991e-01        7.809343e-01        1.222068e-02
                 472        7.369862e-01        7.808412e-01        1.219514e-02
                 473        7.360971e-01        7.807466e-01        1.216973e-02
                 474        7.352318e-01        7.806506e-01        1.214443e-02
                 475        7.343911e-01        7.805532e-01        1.211925e-02
                 476        7.335756e-01        7.804545e-01        1.209419e-02
                 477        7.327869e-01        7.803546e-01        1.206925e-02
                 478        7.320257e-01        7.802535e-01        1.204443e-02
                 479        7.312922e-01        7.801513e-01        1.201972e-02
                 480        7.305869e-01        7.800480e-01        1.199512e-02
                 481        7.299106e-01        7.799438e-01        1.197063e-02
                 482        7.292636e-01        7.798386e-01        1.194626e-02
                 483        7.286469e-01        7.797326e-01        1.192200e-02
                 484        7.280613e-01        7.796259e-01        1.189784e-02
                 485        7.275062e-01        7.795184e-01        1.187380e-02
                 486        7.269820e-01        7.794103e-01        1.184986e-02
                 487        7.264890e-01        7.793016e-01        1.182602e-02
                 488        7.260277e-01        7.791925e-01        1.180229e-02
                 489        7.255983e-01        7.790829e-01        1.177867e-02
                 490        7.252009e-01        7.789729e-01        1.175514e-02
                 491        7.248357e-01        7.788626e-01        1.173172e-02
                 492        7.245036e-01        7.787522e-01        1.170839e-02
                 493        7.242047e-01        7.786415e-01        1.168517e-02
                 494        7.239390e-01        7.785308e-01        1.166204e-02
                 495        7.237073e-01        7.784200e-01        1.163900e-02
                 496        7.235101e-01        7.783093e-01        1.161606e-02
                 497        7.233470e-01        7.781987e-01        1.159322e-02
