#                  BLOCK:   ACTUAL_T:           T_AVE:              ERROR:
                   1        1.541000e+00        1.541000e+00        0.000000e+00
                   2        1.540856e+00        1.540928e+00        5.081441e-05
                   3        1.540425e+00        1.540761e+00        1.409283e-04
                   4        1.539708e+00        1.540498e+00        2.511437e-04
                   5        1.538705e+00        1.540139e+00        3.783423e-04
                   6        1.537417e+00        1.539685e+00        5.204708e-04
                   7        1.535845e+00        1.539137e+00        6.760617e-04
                   8        1.533988e+00        1.538493e+00        8.439954e-04
                   9        1.531849e+00        1.537755e+00        1.023380e-03
                  10        1.529428e+00        1.536922e+00        1.213427e-03
                  11        1.526727e+00        1.535995e+00        1.413463e-03
                  12        1.523748e+00        1.534975e+00        1.622851e-03
                  13        1.520493e+00        1.533861e+00        1.841054e-03
                  14        1.516962e+00        1.532654e+00        2.067704e-03
                  15        1.513156e+00        1.531354e+00        2.302457e-03
                  16        1.509076e+00        1.529962e+00        2.544962e-03
                  17        1.504723e+00        1.528477e+00        2.794951e-03
                  18        1.500096e+00        1.526900e+00        3.052170e-03
                  19        1.495200e+00        1.525232e+00        3.316329e-03
                  20        1.490035e+00        1.523472e+00        3.587177e-03
                  21        1.484602e+00        1.521621e+00        3.864502e-03
                  22        1.478902e+00        1.519679e+00        4.148099e-03
                  23        1.472936e+00        1.517647e+00        4.437761e-03
                  24        1.466706e+00        1.515524e+00        4.733312e-03
                  25        1.460211e+00        1.513312e+00        5.034607e-03
                  26        1.453451e+00        1.511010e+00        5.341523e-03
                  27        1.446427e+00        1.508618e+00        5.653935e-03
                  28        1.439143e+00        1.506136e+00        5.971694e-03
                  29        1.431599e+00        1.503566e+00        6.294644e-03
                  30        1.423798e+00        1.500907e+00        6.622641e-03
                  31        1.415740e+00        1.498160e+00        6.955547e-03
                  32        1.407429e+00        1.495324e+00        7.293219e-03
                  33        1.398865e+00        1.492401e+00        7.635524e-03
                  34        1.390049e+00        1.489391e+00        7.982349e-03
                  35        1.380983e+00        1.486294e+00        8.333579e-03
                  36        1.371669e+00        1.483110e+00        8.689087e-03
                  37        1.362111e+00        1.479839e+00        9.048739e-03
                  38        1.352311e+00        1.476483e+00        9.412403e-03
                  39        1.342272e+00        1.473042e+00        9.779943e-03
                  40        1.331998e+00        1.469516e+00        1.015122e-02
                  41        1.321491e+00        1.465906e+00        1.052610e-02
                  42        1.310756e+00        1.462212e+00        1.090442e-02
                  43        1.299795e+00        1.458435e+00        1.128606e-02
                  44        1.288613e+00        1.454575e+00        1.167087e-02
                  45        1.277214e+00        1.450634e+00        1.205868e-02
                  46        1.265603e+00        1.446611e+00        1.244934e-02
                  47        1.253785e+00        1.442508e+00        1.284271e-02
                  48        1.241763e+00        1.438326e+00        1.323861e-02
                  49        1.229545e+00        1.434065e+00        1.363688e-02
                  50        1.217135e+00        1.429727e+00        1.403735e-02
                  51        1.204540e+00        1.425311e+00        1.443986e-02
                  52        1.191765e+00        1.420820e+00        1.484421e-02
                  53        1.178816e+00        1.416254e+00        1.525025e-02
                  54        1.165701e+00        1.411614e+00        1.565777e-02
                  55        1.152427e+00        1.406902e+00        1.606660e-02
                  56        1.139002e+00        1.402118e+00        1.647653e-02
                  57        1.125432e+00        1.397264e+00        1.688738e-02
                  58        1.111727e+00        1.392341e+00        1.729892e-02
                  59        1.097895e+00        1.387350e+00        1.771097e-02
                  60        1.083943e+00        1.382293e+00        1.812332e-02
                  61        1.069881e+00        1.377172e+00        1.853574e-02
                  62        1.055718e+00        1.371987e+00        1.894803e-02
                  63        1.041464e+00        1.366741e+00        1.935997e-02
                  64        1.027129e+00        1.361434e+00        1.977133e-02
                  65        1.012722e+00        1.356069e+00        2.018188e-02
                  66        9.982558e-01        1.350648e+00        2.059140e-02
                  67        9.837398e-01        1.345172e+00        2.099964e-02
                  68        9.691856e-01        1.339642e+00        2.140637e-02
                  69        9.546048e-01        1.334062e+00        2.181134e-02
                  70        9.400091e-01        1.328433e+00        2.221432e-02
                  71        9.254105e-01        1.322756e+00        2.261505e-02
                  72        9.108209e-01        1.317035e+00        2.301329e-02
                  73        8.962527e-01        1.311271e+00        2.340878e-02
                  74        8.817185e-01        1.305466e+00        2.380128e-02
                  75        8.672305e-01        1.299623e+00        2.419054e-02
                  76        8.528014e-01        1.293744e+00        2.457630e-02
                  77        8.384439e-01        1.287831e+00        2.495832e-02
                  78        8.241710e-01        1.281887e+00        2.533634e-02
                  79        8.099956e-01        1.275913e+00        2.571012e-02
                  80        7.959306e-01        1.269913e+00        2.607941e-02
                  81        7.819887e-01        1.263890e+00        2.644397e-02
                  82        7.681826e-01        1.257844e+00        2.680356e-02
                  83        7.545251e-01        1.251780e+00        2.715794e-02
                  84        7.410287e-01        1.245700e+00        2.750688e-02
                  85        7.277058e-01        1.239606e+00        2.785014e-02
                  86        7.145690e-01        1.233501e+00        2.818752e-02
                  87        7.016301e-01        1.227387e+00        2.851878e-02
                  88        6.889007e-01        1.221268e+00        2.884371e-02
                  89        6.763928e-01        1.215146e+00        2.916212e-02
                  90        6.641169e-01        1.209024e+00        2.947380e-02
                  91        6.520829e-01        1.202903e+00        2.977856e-02
                  92        6.403009e-01        1.196788e+00        3.007623e-02
                  93        6.287808e-01        1.190680e+00        3.036664e-02
                  94        6.175320e-01        1.184583e+00        3.064962e-02
                  95        6.065630e-01        1.178499e+00        3.092502e-02
                  96        5.958821e-01        1.172430e+00        3.119270e-02
                  97        5.854972e-01        1.166379e+00        3.145254e-02
                  98        5.754157e-01        1.160349e+00        3.170440e-02
                  99        5.656441e-01        1.154342e+00        3.194817e-02
                 100        5.561886e-01        1.148360e+00        3.218377e-02
                 101        5.470551e-01        1.142407e+00        3.241110e-02
                 102        5.382485e-01        1.136483e+00        3.263008e-02
                 103        5.297731e-01        1.130593e+00        3.284064e-02
                 104        5.216323e-01        1.124738e+00        3.304275e-02
                 105        5.138295e-01        1.118919e+00        3.323634e-02
                 106        5.063678e-01        1.113141e+00        3.342139e-02
                 107        4.992488e-01        1.107403e+00        3.359788e-02
                 108        4.924737e-01        1.101710e+00        3.376580e-02
                 109        4.860432e-01        1.096061e+00        3.392516e-02
                 110        4.799576e-01        1.090460e+00        3.407596e-02
                 111        4.742164e-01        1.084909e+00        3.421823e-02
                 112        4.688186e-01        1.079408e+00        3.435201e-02
                 113        4.637629e-01        1.073960e+00        3.447735e-02
                 114        4.590478e-01        1.068566e+00        3.459428e-02
                 115        4.546710e-01        1.063227e+00        3.470288e-02
                 116        4.506290e-01        1.057946e+00        3.480323e-02
                 117        4.469184e-01        1.052724e+00        3.489540e-02
                 118        4.435353e-01        1.047561e+00        3.497948e-02
                 119        4.404752e-01        1.042460e+00        3.505558e-02
                 120        4.377335e-01        1.037420e+00        3.512380e-02
                 121        4.353051e-01        1.032444e+00        3.518425e-02
                 122        4.331848e-01        1.027532e+00        3.523706e-02
                 123        4.313665e-01        1.022685e+00        3.528235e-02
                 124        4.298439e-01        1.017904e+00        3.532026e-02
                 125        4.286107e-01        1.013190e+00        3.535092e-02
                 126        4.276594e-01        1.008543e+00        3.537448e-02
                 127        4.269837e-01        1.003964e+00        3.539109e-02
                 128        4.265760e-01        9.994529e-01        3.540089e-02
                 129        4.264284e-01        9.950108e-01        3.540406e-02
                 130        4.265331e-01        9.906379e-01        3.540075e-02
                 131        4.268822e-01        9.863345e-01        3.539113e-02
                 132        4.274677e-01        9.821006e-01        3.537535e-02
                 133        4.282814e-01        9.779366e-01        3.535360e-02
                 134        4.293152e-01        9.738424e-01        3.532604e-02
                 135        4.305607e-01        9.698181e-01        3.529284e-02
                 136        4.320089e-01        9.658636e-01        3.525419e-02
                 137        4.336512e-01        9.619788e-01        3.521024e-02
                 138        4.354788e-01        9.581636e-01        3.516119e-02
                 139        4.374834e-01        9.544177e-01        3.510720e-02
                 140        4.396567e-01        9.507408e-01        3.504845e-02
                 141        4.419897e-01        9.471327e-01        3.498511e-02
                 142        4.444734e-01        9.435928e-01        3.491736e-02
                 143        4.470999e-01        9.401208e-01        3.484537e-02
                 144        4.498604e-01        9.367163e-01        3.476932e-02
                 145        4.527459e-01        9.333785e-01        3.468936e-02
                 146        4.557481e-01        9.301071e-01        3.460568e-02
                 147        4.588589e-01        9.269013e-01        3.451843e-02
                 148        4.620697e-01        9.237606e-01        3.442779e-02
                 149        4.653726e-01        9.206841e-01        3.433391e-02
                 150        4.687596e-01        9.176713e-01        3.423695e-02
                 151        4.722230e-01        9.147213e-01        3.413707e-02
                 152        4.757551e-01        9.118334e-01        3.403442e-02
                 153        4.793483e-01        9.090067e-01        3.392916e-02
                 154        4.829954e-01        9.062404e-01        3.382142e-02
                 155        4.866889e-01        9.035336e-01        3.371136e-02
                 156        4.904220e-01        9.008854e-01        3.359911e-02
                 157        4.941885e-01        8.982950e-01        3.348481e-02
                 158        4.979812e-01        8.957614e-01        3.336860e-02
                 159        5.017934e-01        8.932836e-01        3.325060e-02
                 160        5.056188e-01        8.908607e-01        3.313094e-02
                 161        5.094514e-01        8.884917e-01        3.300975e-02
                 162        5.132855e-01        8.861756e-01        3.288714e-02
                 163        5.171164e-01        8.839114e-01        3.276322e-02
                 164        5.209388e-01        8.816982e-01        3.263812e-02
                 165        5.247472e-01        8.795349e-01        3.251193e-02
                 166        5.285367e-01        8.774204e-01        3.238476e-02
                 167        5.323024e-01        8.753538e-01        3.225671e-02
                 168        5.360399e-01        8.733341e-01        3.212787e-02
                 169        5.397451e-01        8.713602e-01        3.199834e-02
                 170        5.434141e-01        8.694311e-01        3.186822e-02
                 171        5.470428e-01        8.675458e-01        3.173757e-02
                 172        5.506278e-01        8.657033e-01        3.160649e-02
                 173        5.541658e-01        8.639025e-01        3.147505e-02
                 174        5.576538e-01        8.621424e-01        3.134333e-02
                 175        5.610888e-01        8.604221e-01        3.121140e-02
                 176        5.644680e-01        8.587405e-01        3.107933e-02
                 177        5.677890e-01        8.570967e-01        3.094718e-02
                 178        5.710496e-01        8.554897e-01        3.081501e-02
                 179        5.742478e-01        8.539186e-01        3.068289e-02
                 180        5.773819e-01        8.523822e-01        3.055087e-02
                 181        5.804500e-01        8.508799e-01        3.041900e-02
                 182        5.834508e-01        8.494105e-01        3.028733e-02
                 183        5.863830e-01        8.479732e-01        3.015591e-02
                 184        5.892459e-01        8.465670e-01        3.002479e-02
                 185        5.920386e-01        8.451912e-01        2.989400e-02
                 186        5.947605e-01        8.438448e-01        2.976358e-02
                 187        5.974112e-01        8.425270e-01        2.963358e-02
                 188        5.999905e-01        8.412369e-01        2.950402e-02
                 189        6.024981e-01        8.399737e-01        2.937494e-02
                 190        6.049335e-01        8.387367e-01        2.924637e-02
                 191        6.072966e-01        8.375249e-01        2.911834e-02
                 192        6.095881e-01        8.363378e-01        2.899087e-02
                 193        6.118084e-01        8.351744e-01        2.886400e-02
                 194        6.139583e-01        8.340341e-01        2.873773e-02
                 195        6.160384e-01        8.329162e-01        2.861209e-02
                 196        6.180493e-01        8.318199e-01        2.848710e-02
                 197        6.199922e-01        8.307447e-01        2.836278e-02
                 198        6.218678e-01        8.296897e-01        2.823915e-02
                 199        6.236774e-01        8.286545e-01        2.811621e-02
                 200        6.254227e-01        8.276383e-01        2.799399e-02
                 201        6.271052e-01        8.266406e-01        2.787249e-02
                 202        6.287259e-01        8.256609e-01        2.775172e-02
                 203        6.302860e-01        8.246984e-01        2.763170e-02
                 204        6.317871e-01        8.237528e-01        2.751242e-02
                 205        6.332308e-01        8.228234e-01        2.739391e-02
                 206        6.346186e-01        8.219098e-01        2.727616e-02
                 207        6.359521e-01        8.210115e-01        2.715918e-02
                 208        6.372337e-01        8.201279e-01        2.704298e-02
                 209        6.384653e-01        8.192587e-01        2.692755e-02
                 210        6.396488e-01        8.184034e-01        2.681290e-02
                 211        6.407863e-01        8.175616e-01        2.669904e-02
                 212        6.418793e-01        8.167329e-01        2.658596e-02
                 213        6.429301e-01        8.159170e-01        2.647366e-02
                 214        6.439406e-01        8.151133e-01        2.636214e-02
                 215        6.449126e-01        8.143217e-01        2.625141e-02
                 216        6.458485e-01        8.135417e-01        2.614146e-02
                 217        6.467503e-01        8.127731e-01        2.603229e-02
                 218        6.476198e-01        8.120155e-01        2.592390e-02
                 219        6.484590e-01        8.112687e-01        2.581628e-02
                 220        6.492704e-01        8.105323e-01        2.570943e-02
                 221        6.500558e-01        8.098062e-01        2.560335e-02
                 222        6.508175e-01        8.090900e-01        2.549804e-02
                 223        6.515571e-01        8.083836e-01        2.539348e-02
                 224        6.522763e-01        8.076867e-01        2.528968e-02
                 225        6.529767e-01        8.069991e-01        2.518663e-02
                 226        6.536604e-01        8.063206e-01        2.508432e-02
                 227        6.543291e-01        8.056510e-01        2.498275e-02
                 228        6.549842e-01        8.049902e-01        2.488191e-02
                 229        6.556282e-01        8.043380e-01        2.478181e-02
                 230        6.562627e-01        8.036942e-01        2.468242e-02
                 231        6.568887e-01        8.030587e-01        2.458375e-02
                 232        6.575080e-01        8.024313e-01        2.448579e-02
                 233        6.581221e-01        8.018119e-01        2.438853e-02
                 234        6.587328e-01        8.012005e-01        2.429197e-02
                 235        6.593416e-01        8.005968e-01        2.419610e-02
                 236        6.599498e-01        8.000009e-01        2.410091e-02
                 237        6.605584e-01        7.994125e-01        2.400640e-02
                 238        6.611688e-01        7.988317e-01        2.391256e-02
                 239        6.617821e-01        7.982582e-01        2.381938e-02
                 240        6.624000e-01        7.976921e-01        2.372686e-02
                 241        6.630240e-01        7.971334e-01        2.363499e-02
                 242        6.636552e-01        7.965818e-01        2.354376e-02
                 243        6.642945e-01        7.960374e-01        2.345316e-02
                 244        6.649435e-01        7.955001e-01        2.336320e-02
                 245        6.656031e-01        7.949699e-01        2.327385e-02
                 246        6.662737e-01        7.944468e-01        2.318512e-02
                 247        6.669559e-01        7.939306e-01        2.309700e-02
                 248        6.676506e-01        7.934214e-01        2.300948e-02
                 249        6.683599e-01        7.929192e-01        2.292255e-02
                 250        6.690847e-01        7.924238e-01        2.283621e-02
                 251        6.698252e-01        7.919354e-01        2.275046e-02
                 252        6.705820e-01        7.914538e-01        2.266527e-02
                 253        6.713560e-01        7.909791e-01        2.258066e-02
                 254        6.721478e-01        7.905113e-01        2.249660e-02
                 255        6.729582e-01        7.900503e-01        2.241310e-02
                 256        6.737882e-01        7.895962e-01        2.233015e-02
                 257        6.746382e-01        7.891489e-01        2.224774e-02
                 258        6.755087e-01        7.887084e-01        2.216587e-02
                 259        6.764001e-01        7.882748e-01        2.208453e-02
                 260        6.773133e-01        7.878480e-01        2.200371e-02
                 261        6.782486e-01        7.874281e-01        2.192341e-02
                 262        6.792063e-01        7.870150e-01        2.184363e-02
                 263        6.801874e-01        7.866088e-01        2.176435e-02
                 264        6.811930e-01        7.862095e-01        2.168557e-02
                 265        6.822239e-01        7.858171e-01        2.160729e-02
                 266        6.832799e-01        7.854316e-01        2.152950e-02
                 267        6.843606e-01        7.850531e-01        2.145219e-02
                 268        6.854658e-01        7.846815e-01        2.137536e-02
                 269        6.865955e-01        7.843169e-01        2.129901e-02
                 270        6.877503e-01        7.839592e-01        2.122313e-02
                 271        6.889303e-01        7.836086e-01        2.114771e-02
                 272        6.901359e-01        7.832649e-01        2.107275e-02
                 273        6.913669e-01        7.829283e-01        2.099825e-02
                 274        6.926230e-01        7.825987e-01        2.092420e-02
                 275        6.939044e-01        7.822762e-01        2.085060e-02
                 276        6.952108e-01        7.819607e-01        2.077744e-02
                 277        6.965423e-01        7.816524e-01        2.070472e-02
                 278        6.978993e-01        7.813511e-01        2.063243e-02
                 279        6.992815e-01        7.810569e-01        2.056058e-02
                 280        7.006884e-01        7.807699e-01        2.048915e-02
                 281        7.021196e-01        7.804900e-01        2.041815e-02
                 282        7.035742e-01        7.802173e-01        2.034757e-02
                 283        7.050517e-01        7.799517e-01        2.027740e-02
                 284        7.065517e-01        7.796932e-01        2.020765e-02
                 285        7.080732e-01        7.794419e-01        2.013831e-02
                 286        7.096156e-01        7.791978e-01        2.006937e-02
                 287        7.111787e-01        7.789608e-01        2.000084e-02
                 288        7.127621e-01        7.787309e-01        1.993272e-02
                 289        7.143649e-01        7.785082e-01        1.986499e-02
                 290        7.159864e-01        7.782926e-01        1.979766e-02
                 291        7.176265e-01        7.780841e-01        1.973072e-02
                 292        7.192842e-01        7.778827e-01        1.966418e-02
                 293        7.209579e-01        7.776885e-01        1.959803e-02
                 294        7.226472e-01        7.775012e-01        1.953226e-02
                 295        7.243506e-01        7.773211e-01        1.946688e-02
                 296        7.260674e-01        7.771479e-01        1.940188e-02
                 297        7.277970e-01        7.769818e-01        1.933727e-02
                 298        7.295378e-01        7.768225e-01        1.927303e-02
                 299        7.312888e-01        7.766703e-01        1.920918e-02
                 300        7.330489e-01        7.765249e-01        1.914570e-02
                 301        7.348167e-01        7.763863e-01        1.908259e-02
                 302        7.365916e-01        7.762545e-01        1.901986e-02
                 303        7.383734e-01        7.761295e-01        1.895750e-02
                 304        7.401607e-01        7.760112e-01        1.889551e-02
                 305        7.419514e-01        7.758995e-01        1.883389e-02
                 306        7.437443e-01        7.757944e-01        1.877263e-02
                 307        7.455388e-01        7.756959e-01        1.871174e-02
                 308        7.473340e-01        7.756038e-01        1.865121e-02
                 309        7.491291e-01        7.755181e-01        1.859105e-02
                 310        7.509232e-01        7.754388e-01        1.853125e-02
                 311        7.527145e-01        7.753657e-01        1.847181e-02
                 312        7.545014e-01        7.752988e-01        1.841272e-02
                 313        7.562836e-01        7.752381e-01        1.835400e-02
                 314        7.580600e-01        7.751834e-01        1.829563e-02
                 315        7.598288e-01        7.751346e-01        1.823761e-02
                 316        7.615894e-01        7.750918e-01        1.817995e-02
                 317        7.633409e-01        7.750547e-01        1.812263e-02
                 318        7.650824e-01        7.750233e-01        1.806567e-02
                 319        7.668125e-01        7.749976e-01        1.800906e-02
                 320        7.685305e-01        7.749774e-01        1.795279e-02
                 321        7.702361e-01        7.749626e-01        1.789687e-02
                 322        7.719277e-01        7.749532e-01        1.784129e-02
                 323        7.736033e-01        7.749490e-01        1.778606e-02
                 324        7.752623e-01        7.749500e-01        1.773116e-02
                 325        7.769043e-01        7.749560e-01        1.767660e-02
                 326        7.785288e-01        7.749670e-01        1.762239e-02
                 327        7.801340e-01        7.749828e-01        1.756850e-02
                 328        7.817187e-01        7.750033e-01        1.751495e-02
                 329        7.832821e-01        7.750285e-01        1.746173e-02
                 330        7.848235e-01        7.750581e-01        1.740884e-02
                 331        7.863421e-01        7.750922e-01        1.735628e-02
                 332        7.878366e-01        7.751306e-01        1.730405e-02
                 333        7.893056e-01        7.751732e-01        1.725213e-02
                 334        7.907487e-01        7.752198e-01        1.720054e-02
                 335        7.921654e-01        7.752704e-01        1.714927e-02
                 336        7.935546e-01        7.753248e-01        1.709832e-02
                 337        7.949159e-01        7.753829e-01        1.704768e-02
                 338        7.962489e-01        7.754447e-01        1.699736e-02
                 339        7.975525e-01        7.755099e-01        1.694734e-02
                 340        7.988265e-01        7.755785e-01        1.689764e-02
                 341        8.000696e-01        7.756503e-01        1.684824e-02
                 342        8.012805e-01        7.757252e-01        1.679914e-02
                 343        8.024593e-01        7.758032e-01        1.675034e-02
                 344        8.036056e-01        7.758840e-01        1.670184e-02
                 345        8.047189e-01        7.759676e-01        1.665364e-02
                 346        8.057984e-01        7.760538e-01        1.660573e-02
                 347        8.068433e-01        7.761425e-01        1.655812e-02
                 348        8.078532e-01        7.762336e-01        1.651079e-02
                 349        8.088292e-01        7.763270e-01        1.646374e-02
                 350        8.097704e-01        7.764226e-01        1.641698e-02
                 351        8.106761e-01        7.765202e-01        1.637050e-02
                 352        8.115463e-01        7.766197e-01        1.632429e-02
                 353        8.123797e-01        7.767210e-01        1.627836e-02
                 354        8.131767e-01        7.768240e-01        1.623270e-02
                 355        8.139373e-01        7.769285e-01        1.618731e-02
                 356        8.146610e-01        7.770345e-01        1.614219e-02
                 357        8.153475e-01        7.771418e-01        1.609733e-02
                 358        8.159971e-01        7.772504e-01        1.605273e-02
                 359        8.166098e-01        7.773600e-01        1.600839e-02
                 360        8.171856e-01        7.774706e-01        1.596431e-02
                 361        8.177241e-01        7.775821e-01        1.592047e-02
                 362        8.182258e-01        7.776944e-01        1.587689e-02
                 363        8.186907e-01        7.778073e-01        1.583355e-02
                 364        8.191186e-01        7.779208e-01        1.579046e-02
                 365        8.195103e-01        7.780348e-01        1.574761e-02
                 366        8.198654e-01        7.781491e-01        1.570500e-02
                 367        8.201838e-01        7.782636e-01        1.566262e-02
                 368        8.204660e-01        7.783783e-01        1.562048e-02
                 369        8.207130e-01        7.784930e-01        1.557857e-02
                 370        8.209255e-01        7.786077e-01        1.553689e-02
                 371        8.211034e-01        7.787222e-01        1.549543e-02
                 372        8.212463e-01        7.788366e-01        1.545420e-02
                 373        8.213548e-01        7.789505e-01        1.541319e-02
                 374        8.214302e-01        7.790641e-01        1.537240e-02
                 375        8.214725e-01        7.791772e-01        1.533182e-02
                 376        8.214819e-01        7.792897e-01        1.529146e-02
                 377        8.214598e-01        7.794016e-01        1.525130e-02
                 378        8.214064e-01        7.795127e-01        1.521136e-02
                 379        8.213214e-01        7.796230e-01        1.517163e-02
                 380        8.212052e-01        7.797325e-01        1.513210e-02
                 381        8.210582e-01        7.798409e-01        1.509277e-02
                 382        8.208812e-01        7.799484e-01        1.505364e-02
                 383        8.206746e-01        7.800547e-01        1.501471e-02
                 384        8.204392e-01        7.801599e-01        1.497598e-02
                 385        8.201750e-01        7.802638e-01        1.493744e-02
                 386        8.198824e-01        7.803664e-01        1.489910e-02
                 387        8.195627e-01        7.804677e-01        1.486094e-02
                 388        8.192161e-01        7.805676e-01        1.482297e-02
                 389        8.188420e-01        7.806660e-01        1.478520e-02
                 390        8.184407e-01        7.807628e-01        1.474760e-02
                 391        8.180126e-01        7.808581e-01        1.471019e-02
                 392        8.175582e-01        7.809517e-01        1.467296e-02
                 393        8.170787e-01        7.810436e-01        1.463592e-02
                 394        8.165744e-01        7.811338e-01        1.459905e-02
                 395        8.160452e-01        7.812222e-01        1.456236e-02
                 396        8.154919e-01        7.813087e-01        1.452584e-02
                 397        8.149148e-01        7.813934e-01        1.448950e-02
                 398        8.143147e-01        7.814761e-01        1.445333e-02
                 399        8.136920e-01        7.815569e-01        1.441733e-02
                 400        8.130464e-01        7.816356e-01        1.438150e-02
                 401        8.123794e-01        7.817123e-01        1.434584e-02
                 402        8.116912e-01        7.817868e-01        1.431035e-02
                 403        8.109814e-01        7.818593e-01        1.427502e-02
                 404        8.102507e-01        7.819295e-01        1.423986e-02
                 405        8.094992e-01        7.819976e-01        1.420486e-02
                 406        8.087272e-01        7.820635e-01        1.417003e-02
                 407        8.079352e-01        7.821270e-01        1.413536e-02
                 408        8.071234e-01        7.821883e-01        1.410084e-02
                 409        8.062921e-01        7.822472e-01        1.406649e-02
                 410        8.054421e-01        7.823038e-01        1.403229e-02
                 411        8.045756e-01        7.823580e-01        1.399826e-02
                 412        8.036925e-01        7.824098e-01        1.396438e-02
                 413        8.027916e-01        7.824591e-01        1.393065e-02
                 414        8.018739e-01        7.825060e-01        1.389708e-02
                 415        8.009394e-01        7.825504e-01        1.386367e-02
                 416        7.999885e-01        7.825923e-01        1.383040e-02
                 417        7.990214e-01        7.826317e-01        1.379729e-02
                 418        7.980390e-01        7.826686e-01        1.376433e-02
                 419        7.970421e-01        7.827029e-01        1.373153e-02
                 420        7.960303e-01        7.827346e-01        1.369887e-02
                 421        7.950040e-01        7.827638e-01        1.366636e-02
                 422        7.939632e-01        7.827903e-01        1.363400e-02
                 423        7.929082e-01        7.828142e-01        1.360179e-02
                 424        7.918399e-01        7.828355e-01        1.356973e-02
                 425        7.907582e-01        7.828542e-01        1.353781e-02
                 426        7.896632e-01        7.828702e-01        1.350604e-02
                 427        7.885555e-01        7.828835e-01        1.347442e-02
                 428        7.874357e-01        7.828941e-01        1.344294e-02
                 429        7.863057e-01        7.829021e-01        1.341161e-02
                 430        7.851665e-01        7.829073e-01        1.338042e-02
                 431        7.840180e-01        7.829099e-01        1.334937e-02
                 432        7.828598e-01        7.829098e-01        1.331847e-02
                 433        7.816919e-01        7.829070e-01        1.328772e-02
                 434        7.805153e-01        7.829015e-01        1.325710e-02
                 435        7.793307e-01        7.828933e-01        1.322663e-02
                 436        7.781385e-01        7.828823e-01        1.319629e-02
                 437        7.769396e-01        7.828687e-01        1.316610e-02
                 438        7.757350e-01        7.828525e-01        1.313605e-02
                 439        7.745257e-01        7.828335e-01        1.310614e-02
                 440        7.733120e-01        7.828119e-01        1.307638e-02
                 441        7.720945e-01        7.827876e-01        1.304675e-02
                 442        7.708739e-01        7.827606e-01        1.301726e-02
                 443        7.696506e-01        7.827310e-01        1.298791e-02
                 444        7.684251e-01        7.826988e-01        1.295869e-02
                 445        7.671983e-01        7.826640e-01        1.292962e-02
                 446        7.659711e-01        7.826265e-01        1.290068e-02
                 447        7.647447e-01        7.825865e-01        1.287189e-02
                 448        7.635207e-01        7.825440e-01        1.284322e-02
                 449        7.622996e-01        7.824989e-01        1.281470e-02
                 450        7.610814e-01        7.824513e-01        1.278631e-02
                 451        7.598673e-01        7.824012e-01        1.275806e-02
                 452        7.586587e-01        7.823487e-01        1.272994e-02
                 453        7.574565e-01        7.822937e-01        1.270196e-02
                 454        7.562609e-01        7.822364e-01        1.267411e-02
                 455        7.550733e-01        7.821767e-01        1.264639e-02
                 456        7.538942e-01        7.821147e-01        1.261881e-02
                 457        7.527245e-01        7.820504e-01        1.259136e-02
                 458        7.515651e-01        7.819838e-01        1.256405e-02
                 459        7.504171e-01        7.819150e-01        1.253686e-02
