#                  BLOCK:   ACTUAL_PE:     PE_AVE:      ERROR:
                 305            -6.57707            -6.63483           0.0293322
                 306            -6.57976            -6.63465           0.0292369
                 307            -6.58213            -6.63448           0.0291421
                 308            -6.58514            -6.63432            0.029048
                 309            -6.58687            -6.63416           0.0289544
                 310            -6.58956            -6.63402           0.0288613
                 311            -6.59257            -6.63389           0.0287688
                 312            -6.59525            -6.63376           0.0286769
                 313             -6.5976            -6.63365           0.0285855
                 314            -6.60026            -6.63354           0.0284946
                 315            -6.60324            -6.63344           0.0284044
                 316            -6.60556            -6.63336           0.0283146
                 317            -6.60818            -6.63328           0.0282254
                 318            -6.61015             -6.6332           0.0281367
                 319            -6.61274            -6.63314           0.0280486
                 320              -6.615            -6.63308            0.027961
                 321            -6.61723            -6.63303           0.0278739
                 322            -6.61977            -6.63299           0.0277874
                 323            -6.62261            -6.63296           0.0277014
                 324            -6.62574            -6.63294           0.0276159
                 325            -6.62788            -6.63292           0.0275309
                 326            -6.63032            -6.63291           0.0274465
                 327            -6.63305            -6.63291           0.0273626
                 328            -6.63575            -6.63292           0.0272791
                 329            -6.63777            -6.63294           0.0271962
                 330            -6.64073            -6.63296           0.0271138
                 331            -6.64268            -6.63299           0.0270319
                 332             -6.6446            -6.63303           0.0269505
                 333            -6.64681            -6.63307           0.0268696
                 334            -6.64897            -6.63312           0.0267892
                 335            -6.65077            -6.63317           0.0267093
                 336            -6.65253            -6.63323           0.0266299
                 337             -6.6536            -6.63329           0.0265509
                 338            -6.65625            -6.63335           0.0264725
                 339            -6.65788            -6.63343           0.0263945
                 340            -6.65915             -6.6335           0.0263169
                 341            -6.66101            -6.63358           0.0262399
                 342            -6.66283            -6.63367           0.0261633
                 343            -6.66362            -6.63376           0.0260872
                 344            -6.66534            -6.63385           0.0260115
                 345            -6.66701            -6.63394           0.0259363
                 346            -6.66863            -6.63404           0.0258615
                 347            -6.66988            -6.63415           0.0257872
                 348            -6.67172            -6.63425           0.0257133
                 349            -6.67253            -6.63436           0.0256399
                 350            -6.67394            -6.63448           0.0255669
                 351            -6.67498            -6.63459           0.0254943
                 352            -6.67596            -6.63471           0.0254221
                 353            -6.67721            -6.63483           0.0253504
                 354             -6.6784            -6.63495           0.0252791
                 355            -6.67987            -6.63508           0.0252082
                 356            -6.68095            -6.63521           0.0251377
                 357            -6.68263            -6.63534           0.0250676
                 358            -6.68361            -6.63548            0.024998
                 359             -6.6855            -6.63562           0.0249287
                 360            -6.68668            -6.63576           0.0248599
                 361            -6.68782             -6.6359           0.0247915
                 362            -6.68792            -6.63605           0.0247234
                 363            -6.68862            -6.63619           0.0246557
                 364            -6.68991            -6.63634           0.0245884
                 365            -6.68985            -6.63649           0.0245215
                 366             -6.6907            -6.63663           0.0244549
                 367            -6.69118            -6.63678           0.0243887
                 368             -6.6916            -6.63693           0.0243229
                 369             -6.6923            -6.63708           0.0242575
                 370            -6.69262            -6.63723           0.0241924
                 371            -6.69224            -6.63738           0.0241276
                 372            -6.69245            -6.63753           0.0240632
                 373            -6.69229            -6.63767           0.0239992
                 374             -6.6924            -6.63782           0.0239354
                 375            -6.69279            -6.63797           0.0238721
                 376            -6.69248            -6.63811            0.023809
                 377            -6.69277            -6.63826           0.0237463
                 378            -6.69269             -6.6384           0.0236839
                 379            -6.69224            -6.63854           0.0236218
                 380            -6.69206            -6.63868           0.0235601
                 381             -6.6912            -6.63882           0.0234987
                 382            -6.69158            -6.63896           0.0234376
                 383            -6.69094             -6.6391           0.0233768
                 384            -6.68962            -6.63923           0.0233162
                 385            -6.68922            -6.63936            0.023256
                 386            -6.68911            -6.63949           0.0231962
                 387            -6.68863            -6.63961           0.0231366
                 388            -6.68778            -6.63974           0.0230773
                 389            -6.68722            -6.63986           0.0230183
                 390             -6.6863            -6.63998           0.0229596
                 391            -6.68565            -6.64009           0.0229011
                 392             -6.6853            -6.64021            0.022843
                 393            -6.68393            -6.64032           0.0227851
                 394            -6.68317            -6.64043           0.0227276
                 395            -6.68238            -6.64054           0.0226703
                 396             -6.6809            -6.64064           0.0226133
                 397            -6.67971            -6.64074           0.0225565
                 398            -6.67914            -6.64083              0.0225
                 399            -6.67853            -6.64093           0.0224439
                 400            -6.67723            -6.64102           0.0223879
                 401            -6.67623            -6.64111           0.0223323
                 402            -6.67552            -6.64119           0.0222769
                 403            -6.67446            -6.64127           0.0222218
                 404            -6.67369            -6.64135           0.0221669
                 405            -6.67256            -6.64143           0.0221123
                 406             -6.6714            -6.64151            0.022058
                 407            -6.67054            -6.64158           0.0220039
                 408            -6.66932            -6.64164           0.0219501
                 409            -6.66775            -6.64171           0.0218965
                 410            -6.66712            -6.64177           0.0218432
                 411            -6.66647            -6.64183           0.0217901
                 412            -6.66515            -6.64189           0.0217373
                 413            -6.66444            -6.64194           0.0216847
                 414            -6.66339            -6.64199           0.0216324
                 415            -6.66166            -6.64204           0.0215803
                 416            -6.66089            -6.64209           0.0215285
                 417            -6.65879            -6.64213           0.0214769
                 418            -6.65634            -6.64216           0.0214256
                 419             -6.6542            -6.64219           0.0213744
                 420              -6.653            -6.64222           0.0213236
                 421            -6.65244            -6.64224           0.0212729
                 422            -6.65055            -6.64226           0.0212225
                 423            -6.64962            -6.64228           0.0211724
                 424            -6.64866            -6.64229           0.0211224
                 425            -6.64704             -6.6423           0.0210727
                 426             -6.6454            -6.64231           0.0210233
                 427            -6.64406            -6.64231            0.020974
                 428            -6.64141            -6.64231            0.020925
                 429            -6.64004            -6.64231           0.0208763
                 430            -6.63833             -6.6423           0.0208277
                 431            -6.63628            -6.64228           0.0207794
                 432            -6.63454            -6.64227           0.0207313
                 433            -6.63279            -6.64224           0.0206834
                 434            -6.63168            -6.64222           0.0206358
                 435             -6.6299            -6.64219           0.0205884
                 436            -6.62811            -6.64216           0.0205412
                 437            -6.62664            -6.64212           0.0204942
                 438            -6.62483            -6.64208           0.0204474
                 439            -6.62334            -6.64204           0.0204009
                 440            -6.62184              -6.642           0.0203546
                 441            -6.61937            -6.64194           0.0203085
                 442            -6.61818            -6.64189           0.0202626
                 443            -6.61635            -6.64183            0.020217
                 444            -6.61483            -6.64177           0.0201715
                 445            -6.61299            -6.64171           0.0201263
                 446            -6.61083            -6.64164           0.0200813
                 447            -6.60834            -6.64156           0.0200365
                 448            -6.60651            -6.64148           0.0199919
                 449              -6.605             -6.6414           0.0199476
                 450            -6.60285            -6.64132           0.0199034
                 451            -6.60103            -6.64123           0.0198595
                 452            -6.59986            -6.64114           0.0198158
                 453            -6.59806            -6.64104           0.0197723
                 454            -6.59659            -6.64094            0.019729
                 455            -6.59481            -6.64084           0.0196859
                 456            -6.59336            -6.64074            0.019643
                 457            -6.59128            -6.64063           0.0196003
                 458            -6.58987            -6.64052           0.0195578
                 459            -6.58847            -6.64041           0.0195155
                 460             -6.5858            -6.64029           0.0194734
                 461            -6.58444            -6.64017           0.0194316
                 462            -6.58246            -6.64004           0.0193899
                 463            -6.58082            -6.63991           0.0193485
                 464            -6.57921            -6.63978           0.0193072
                 465            -6.57762            -6.63965           0.0192662
                 466            -6.57574            -6.63951           0.0192253
                 467            -6.57421            -6.63937           0.0191846
                 468            -6.57335            -6.63923           0.0191442
                 469            -6.57221            -6.63909           0.0191039
                 470            -6.57077            -6.63894           0.0190638
                 471            -6.56969             -6.6388           0.0190239
                 472            -6.56929            -6.63865           0.0189841
                 473            -6.56796             -6.6385           0.0189446
                 474            -6.56666            -6.63835           0.0189052
                 475            -6.56507            -6.63819           0.0188661
                 476            -6.56418            -6.63804           0.0188271
                 477            -6.56267            -6.63788           0.0187883
                 478            -6.56088            -6.63772           0.0187496
                 479            -6.55946            -6.63756           0.0187112
                 480            -6.55807            -6.63739            0.018673
                 481            -6.55706            -6.63722           0.0186349
                 482            -6.55641            -6.63705            0.018597
                 483            -6.55581            -6.63689           0.0185592
                 484            -6.55493            -6.63672           0.0185217
                 485            -6.55345            -6.63655           0.0184843
                 486            -6.55234            -6.63637           0.0184471
                 487            -6.55096             -6.6362             0.01841
                 488            -6.55091            -6.63602           0.0183731
                 489            -6.55059            -6.63585           0.0183364
                 490               -6.55            -6.63567           0.0182998
                 491            -6.54977             -6.6355           0.0182634
                 492            -6.54863            -6.63532           0.0182271
                 493            -6.54785            -6.63514            0.018191
                 494            -6.54843            -6.63497            0.018155
                 495             -6.5484            -6.63479           0.0181192
                 496            -6.54811            -6.63462           0.0180835
                 497            -6.54754            -6.63444           0.0180479
                 498            -6.54734            -6.63427           0.0180125
                 499             -6.5472            -6.63409           0.0179773
                 500            -6.54712            -6.63392           0.0179422
                 501            -6.54708            -6.63375           0.0179072
                 502            -6.54678            -6.63357           0.0178724
                 503            -6.54685             -6.6334           0.0178377
                 504            -6.54729            -6.63323           0.0178031
                 505            -6.54779            -6.63306           0.0177686
                 506            -6.54835            -6.63289           0.0177343
                 507            -6.54895            -6.63273           0.0177001
                 508            -6.54962            -6.63256            0.017666
                 509            -6.54968             -6.6324           0.0176321
                 510            -6.54981            -6.63224           0.0175982
                 511            -6.55031            -6.63208           0.0175645
                 512            -6.54989            -6.63192            0.017531
                 513            -6.55115            -6.63176           0.0174975
                 514            -6.55182            -6.63161           0.0174641
                 515             -6.5532            -6.63145           0.0174309
                 516            -6.55365             -6.6313           0.0173978
                 517            -6.55417            -6.63115           0.0173648
                 518            -6.55506            -6.63101           0.0173319
                 519            -6.55569            -6.63086           0.0172991
                 520            -6.55637            -6.63072           0.0172664
                 521            -6.55775            -6.63058           0.0172338
                 522            -6.55886            -6.63044           0.0172014
                 523            -6.56003            -6.63031            0.017169
                 524            -6.56092            -6.63017           0.0171367
                 525            -6.56187            -6.63004           0.0171046
                 526            -6.56319            -6.62992           0.0170725
                 527            -6.56425            -6.62979           0.0170406
                 528              -6.566            -6.62967           0.0170088
                 529            -6.56748            -6.62955            0.016977
                 530            -6.56901            -6.62944           0.0169454
                 531            -6.57026            -6.62933           0.0169138
                 532            -6.57123            -6.62922           0.0168824
                 533            -6.57258            -6.62911            0.016851
                 534             -6.5743            -6.62901           0.0168198
                 535            -6.57671            -6.62891           0.0167886
                 536            -6.57851            -6.62882           0.0167576
                 537            -6.58003            -6.62873           0.0167266
                 538            -6.58224            -6.62864           0.0166958
                 539            -6.58384            -6.62856            0.016665
                 540            -6.58612            -6.62848           0.0166343
                 541            -6.58811             -6.6284           0.0166037
                 542             -6.5898            -6.62833           0.0165732
                 543            -6.59152            -6.62827           0.0165429
                 544             -6.5936             -6.6282           0.0165126
                 545            -6.59699            -6.62814           0.0164824
                 546            -6.59814            -6.62809           0.0164523
                 547            -6.59996            -6.62804           0.0164223
                 548            -6.60244            -6.62799           0.0163924
                 549            -6.60493            -6.62795           0.0163626
                 550            -6.60679            -6.62791           0.0163329
                 551            -6.60898            -6.62788           0.0163033
                 552            -6.61118            -6.62785           0.0162738
                 553             -6.6137            -6.62782           0.0162444
                 554            -6.61623             -6.6278            0.016215
                 555            -6.61875            -6.62778           0.0161858
                 556            -6.62126            -6.62777           0.0161567
                 557             -6.6228            -6.62776           0.0161277
                 558             -6.6253            -6.62776           0.0160988
                 559            -6.62843            -6.62776             0.01607
                 560            -6.63025            -6.62776           0.0160413
                 561            -6.63238            -6.62777           0.0160127
                 562            -6.63384            -6.62778           0.0159842
                 563            -6.63657             -6.6278           0.0159559
                 564            -6.63863            -6.62782           0.0159276
                 565            -6.64066            -6.62784           0.0158994
                 566            -6.64266            -6.62787           0.0158713
                 567            -6.64463             -6.6279           0.0158434
                 568            -6.64753            -6.62793           0.0158155
                 569            -6.64943            -6.62797           0.0157878
                 570            -6.65129            -6.62801           0.0157601
                 571            -6.65278            -6.62805           0.0157326
                 572            -6.65391             -6.6281           0.0157051
                 573            -6.65468            -6.62814           0.0156778
                 574             -6.6567            -6.62819           0.0156506
                 575            -6.65802            -6.62825           0.0156234
                 576            -6.65963             -6.6283           0.0155964
                 577            -6.66086            -6.62836           0.0155695
                 578             -6.6627            -6.62842           0.0155427
                 579            -6.66417            -6.62848           0.0155159
                 580            -6.66559            -6.62854           0.0154893
                 581            -6.66663            -6.62861           0.0154628
                 582            -6.66828            -6.62868           0.0154364
                 583            -6.66923            -6.62875           0.0154101
                 584            -6.67143            -6.62882           0.0153838
                 585            -6.67326            -6.62889           0.0153577
                 586             -6.6744            -6.62897           0.0153317
                 587            -6.67549            -6.62905           0.0153058
                 588            -6.67621            -6.62913             0.01528
                 589            -6.67722            -6.62921           0.0152543
                 590            -6.67753            -6.62929           0.0152286
                 591            -6.67844            -6.62938           0.0152031
                 592            -6.67899            -6.62946           0.0151776
                 593            -6.67885            -6.62955           0.0151523
                 594            -6.67997            -6.62963            0.015127
                 595             -6.6804            -6.62972           0.0151018
                 596            -6.68112             -6.6298           0.0150767
                 597            -6.68148            -6.62989           0.0150517
                 598            -6.68213            -6.62998           0.0150268
                 599            -6.68308            -6.63006            0.015002
                 600            -6.68432            -6.63015           0.0149772
                 601             -6.6852            -6.63025           0.0149526
                 602            -6.68607            -6.63034           0.0149281
                 603            -6.68658            -6.63043           0.0149036
                 604            -6.68577            -6.63052           0.0148792
                 605            -6.68592            -6.63062           0.0148549
                 606            -6.68572            -6.63071           0.0148307
                 607            -6.68615             -6.6308           0.0148065
                 608            -6.68754            -6.63089           0.0147824
                 609            -6.68859            -6.63099           0.0147585
                 610            -6.68865            -6.63108           0.0147346
                 611            -6.68903            -6.63118           0.0147108
                 612            -6.68939            -6.63127            0.014687
                 613            -6.68975            -6.63137           0.0146634
                 614            -6.68977            -6.63146           0.0146398
                 615            -6.69044            -6.63156           0.0146163
                 616            -6.69078            -6.63165           0.0145929
                 617            -6.69144            -6.63175           0.0145696
                 618            -6.69178            -6.63185           0.0145463
                 619            -6.69147            -6.63194           0.0145232
                 620             -6.6918            -6.63204           0.0145001
                 621            -6.69182            -6.63214            0.014477
                 622            -6.69248            -6.63223           0.0144541
                 623            -6.69283            -6.63233           0.0144312
                 624            -6.69318            -6.63243           0.0144084
                 625            -6.69419            -6.63253           0.0143857
                 626            -6.69488            -6.63263           0.0143631
                 627            -6.69526            -6.63273           0.0143405
                 628            -6.69597            -6.63283            0.014318
                 629            -6.69604            -6.63293           0.0142956
                 630            -6.69613            -6.63303           0.0142733
                 631            -6.69655            -6.63313            0.014251
                 632            -6.69698            -6.63323           0.0142288
                 633            -6.69808            -6.63333           0.0142067
                 634            -6.69887            -6.63344           0.0141847
                 635            -6.69967            -6.63354           0.0141627
                 636            -6.70016            -6.63364           0.0141408
