#                  BLOCK:   ACTUAL_P:           P_AVE:              ERROR:
                 297        1.014117e+01        9.773417e+00        1.450602e-01
                 298        1.012757e+01        9.774605e+00        1.445783e-01
                 299        1.011600e+01        9.775747e+00        1.440993e-01
                 300        1.010293e+01        9.776838e+00        1.436231e-01
                 301        1.009050e+01        9.777880e+00        1.431497e-01
                 302        1.007730e+01        9.778871e+00        1.426791e-01
                 303        1.006474e+01        9.779815e+00        1.422114e-01
                 304        1.005142e+01        9.780708e+00        1.417464e-01
                 305        1.003876e+01        9.781554e+00        1.412841e-01
                 306        1.002536e+01        9.782351e+00        1.408247e-01
                 307        1.001264e+01        9.783101e+00        1.403680e-01
                 308        9.998488e+00        9.783800e+00        1.399140e-01
                 309        9.987143e+00        9.784459e+00        1.394627e-01
                 310        9.973674e+00        9.785069e+00        1.390142e-01
                 311        9.959502e+00        9.785630e+00        1.385683e-01
                 312        9.946046e+00        9.786144e+00        1.381251e-01
                 313        9.933315e+00        9.786614e+00        1.376846e-01
                 314        9.919903e+00        9.787039e+00        1.372468e-01
                 315        9.905819e+00        9.787416e+00        1.368116e-01
                 316        9.893190e+00        9.787750e+00        1.363791e-01
                 317        9.879904e+00        9.788041e+00        1.359492e-01
                 318        9.868087e+00        9.788293e+00        1.355219e-01
                 319        9.854923e+00        9.788502e+00        1.350972e-01
                 320        9.842538e+00        9.788671e+00        1.346752e-01
                 321        9.830231e+00        9.788800e+00        1.342557e-01
                 322        9.817306e+00        9.788889e+00        1.338388e-01
                 323        9.803772e+00        9.788935e+00        1.334244e-01
                 324        9.789635e+00        9.788937e+00        1.330126e-01
                 325        9.777728e+00        9.788902e+00        1.326033e-01
                 326        9.765231e+00        9.788830e+00        1.321966e-01
                 327        9.752153e+00        9.788718e+00        1.317924e-01
                 328        9.739208e+00        9.788567e+00        1.313906e-01
                 329        9.727816e+00        9.788382e+00        1.309914e-01
                 330        9.714454e+00        9.788158e+00        1.305947e-01
                 331        9.703362e+00        9.787902e+00        1.302004e-01
                 332        9.692431e+00        9.787614e+00        1.298085e-01
                 333        9.680962e+00        9.787294e+00        1.294191e-01
                 334        9.669668e+00        9.786942e+00        1.290321e-01
                 335        9.659260e+00        9.786561e+00        1.286475e-01
                 336        9.649039e+00        9.786151e+00        1.282653e-01
                 337        9.640424e+00        9.785719e+00        1.278854e-01
                 338        9.628474e+00        9.785254e+00        1.275079e-01
                 339        9.618845e+00        9.784763e+00        1.271327e-01
                 340        9.610132e+00        9.784249e+00        1.267598e-01
                 341        9.600222e+00        9.783709e+00        1.263892e-01
                 342        9.590533e+00        9.783145e+00        1.260209e-01
                 343        9.583186e+00        9.782562e+00        1.256549e-01
                 344        9.573951e+00        9.781955e+00        1.252910e-01
                 345        9.564949e+00        9.781326e+00        1.249295e-01
                 346        9.556185e+00        9.780676e+00        1.245701e-01
                 347        9.548370e+00        9.780006e+00        1.242129e-01
                 348        9.539389e+00        9.779315e+00        1.238579e-01
                 349        9.532775e+00        9.778608e+00        1.235050e-01
                 350        9.524999e+00        9.777884e+00        1.231543e-01
                 351        9.518184e+00        9.777144e+00        1.228056e-01
                 352        9.511626e+00        9.776389e+00        1.224591e-01
                 353        9.504624e+00        9.775620e+00        1.221146e-01
                 354        9.497886e+00        9.774835e+00        1.217721e-01
                 355        9.490704e+00        9.774035e+00        1.214317e-01
                 356        9.484496e+00        9.773221e+00        1.210934e-01
                 357        9.477146e+00        9.772392e+00        1.207570e-01
                 358        9.471476e+00        9.771551e+00        1.204226e-01
                 359        9.463958e+00        9.770695e+00        1.200902e-01
                 360        9.458123e+00        9.769826e+00        1.197598e-01
                 361        9.452559e+00        9.768948e+00        1.194313e-01
                 362        9.449385e+00        9.768065e+00        1.191046e-01
                 363        9.445071e+00        9.767175e+00        1.187798e-01
                 364        9.439616e+00        9.766275e+00        1.184569e-01
                 365        9.437256e+00        9.765374e+00        1.181358e-01
                 366        9.433049e+00        9.764466e+00        1.178165e-01
                 367        9.429819e+00        9.763554e+00        1.174990e-01
                 368        9.426858e+00        9.762639e+00        1.171833e-01
                 369        9.423457e+00        9.761720e+00        1.168693e-01
                 370        9.421027e+00        9.760799e+00        1.165571e-01
                 371        9.420271e+00        9.759881e+00        1.162465e-01
                 372        9.418366e+00        9.758963e+00        1.159377e-01
                 373        9.417429e+00        9.758047e+00        1.156305e-01
                 374        9.416041e+00        9.757133e+00        1.153249e-01
                 375        9.414201e+00        9.756218e+00        1.150210e-01
                 376        9.414028e+00        9.755308e+00        1.147187e-01
                 377        9.412690e+00        9.754400e+00        1.144180e-01
                 378        9.412306e+00        9.753495e+00        1.141189e-01
                 379        9.412872e+00        9.752596e+00        1.138213e-01
                 380        9.412974e+00        9.751702e+00        1.135253e-01
                 381        9.414730e+00        9.750818e+00        1.132308e-01
                 382        9.413896e+00        9.749936e+00        1.129378e-01
                 383        9.415416e+00        9.749062e+00        1.126463e-01
                 384        9.418580e+00        9.748202e+00        1.123562e-01
                 385        9.419852e+00        9.747349e+00        1.120676e-01
                 386        9.420643e+00        9.746502e+00        1.117805e-01
                 387        9.422362e+00        9.745665e+00        1.114948e-01
                 388        9.425003e+00        9.744838e+00        1.112105e-01
                 389        9.427155e+00        9.744022e+00        1.109276e-01
                 390        9.430229e+00        9.743217e+00        1.106461e-01
                 391        9.432807e+00        9.742423e+00        1.103660e-01
                 392        9.434888e+00        9.741639e+00        1.100872e-01
                 393        9.439288e+00        9.740869e+00        1.098098e-01
                 394        9.442480e+00        9.740112e+00        1.095337e-01
                 395        9.445869e+00        9.739367e+00        1.092589e-01
                 396        9.450867e+00        9.738638e+00        1.089854e-01
                 397        9.455349e+00        9.737925e+00        1.087132e-01
                 398        9.458609e+00        9.737223e+00        1.084424e-01
                 399        9.462054e+00        9.736533e+00        1.081728e-01
                 400        9.467095e+00        9.735860e+00        1.079044e-01
                 401        9.471608e+00        9.735201e+00        1.076374e-01
                 402        9.475592e+00        9.734555e+00        1.073715e-01
                 403        9.480455e+00        9.733925e+00        1.071070e-01
                 404        9.484784e+00        9.733308e+00        1.068436e-01
                 405        9.489988e+00        9.732707e+00        1.065815e-01
                 406        9.495358e+00        9.732122e+00        1.063206e-01
                 407        9.500184e+00        9.731553e+00        1.060609e-01
                 408        9.505878e+00        9.730999e+00        1.058024e-01
                 409        9.512435e+00        9.730465e+00        1.055450e-01
                 410        9.517028e+00        9.729945e+00        1.052889e-01
                 411        9.521768e+00        9.729438e+00        1.050339e-01
                 412        9.528064e+00        9.728949e+00        1.047801e-01
                 413        9.533093e+00        9.728475e+00        1.045275e-01
                 414        9.538967e+00        9.728017e+00        1.042760e-01
                 415        9.546392e+00        9.727580e+00        1.040257e-01
                 416        9.551835e+00        9.727157e+00        1.037765e-01
                 417        9.560233e+00        9.726757e+00        1.035284e-01
                 418        9.569467e+00        9.726381e+00        1.032814e-01
                 419        9.578116e+00        9.726027e+00        1.030355e-01
                 420        9.584771e+00        9.725690e+00        1.027907e-01
                 421        9.590133e+00        9.725368e+00        1.025471e-01
                 422        9.598434e+00        9.725068e+00        1.023045e-01
                 423        9.604729e+00        9.724783e+00        1.020631e-01
                 424        9.611134e+00        9.724515e+00        1.018227e-01
                 425        9.619056e+00        9.724267e+00        1.015834e-01
                 426        9.627080e+00        9.724039e+00        1.013452e-01
                 427        9.634497e+00        9.723829e+00        1.011081e-01
                 428        9.644832e+00        9.723645e+00        1.008720e-01
                 429        9.652429e+00        9.723479e+00        1.006370e-01
                 430        9.660814e+00        9.723333e+00        1.004031e-01
                 431        9.669985e+00        9.723209e+00        1.001702e-01
                 432        9.678526e+00        9.723106e+00        9.993839e-02
                 433        9.687141e+00        9.723023e+00        9.970762e-02
                 434        9.694411e+00        9.722957e+00        9.947790e-02
                 435        9.703156e+00        9.722911e+00        9.924922e-02
                 436        9.711959e+00        9.722886e+00        9.902159e-02
                 437        9.720108e+00        9.722880e+00        9.879500e-02
                 438        9.729011e+00        9.722894e+00        9.856944e-02
                 439        9.737248e+00        9.722926e+00        9.834491e-02
                 440        9.745521e+00        9.722978e+00        9.812141e-02
                 441        9.755944e+00        9.723052e+00        9.789894e-02
                 442        9.763568e+00        9.723144e+00        9.767750e-02
                 443        9.772623e+00        9.723256e+00        9.745707e-02
                 444        9.780988e+00        9.723386e+00        9.723766e-02
                 445        9.790068e+00        9.723536e+00        9.701926e-02
                 446        9.799855e+00        9.723707e+00        9.680188e-02
                 447        9.810344e+00        9.723901e+00        9.658552e-02
                 448        9.819410e+00        9.724114e+00        9.637016e-02
                 449        9.827751e+00        9.724345e+00        9.615580e-02
                 450        9.837481e+00        9.724596e+00        9.594245e-02
                 451        9.846476e+00        9.724866e+00        9.573010e-02
                 452        9.854023e+00        9.725152e+00        9.551873e-02
                 453        9.862937e+00        9.725456e+00        9.530836e-02
                 454        9.871094e+00        9.725777e+00        9.509897e-02
                 455        9.879901e+00        9.726116e+00        9.489056e-02
                 456        9.887940e+00        9.726471e+00        9.468313e-02
                 457        9.897321e+00        9.726844e+00        9.447669e-02
                 458        9.905213e+00        9.727234e+00        9.427121e-02
                 459        9.913022e+00        9.727639e+00        9.406670e-02
                 460        9.923561e+00        9.728065e+00        9.386317e-02
                 461        9.931176e+00        9.728505e+00        9.366059e-02
                 462        9.940099e+00        9.728963e+00        9.345898e-02
                 463        9.948207e+00        9.729437e+00        9.325833e-02
                 464        9.956199e+00        9.729925e+00        9.305862e-02
                 465        9.964068e+00        9.730429e+00        9.285986e-02
                 466        9.972513e+00        9.730948e+00        9.266204e-02
                 467        9.980115e+00        9.731482e+00        9.246516e-02
                 468        9.986165e+00        9.732026e+00        9.226918e-02
                 469        9.992770e+00        9.732582e+00        9.207412e-02
                 470        9.999923e+00        9.733151e+00        9.187998e-02
                 471        1.000621e+01        9.733731e+00        9.168673e-02
                 472        1.001092e+01        9.734318e+00        9.149436e-02
                 473        1.001758e+01        9.734917e+00        9.130289e-02
                 474        1.002406e+01        9.735527e+00        9.111230e-02
                 475        1.003107e+01        9.736149e+00        9.092261e-02
                 476        1.003648e+01        9.736780e+00        9.073379e-02
                 477        1.004311e+01        9.737422e+00        9.054584e-02
                 478        1.005025e+01        9.738077e+00        9.035878e-02
                 479        1.005648e+01        9.738741e+00        9.017258e-02
                 480        1.006251e+01        9.739416e+00        8.998725e-02
                 481        1.006763e+01        9.740098e+00        8.980275e-02
                 482        1.007183e+01        9.740786e+00        8.961908e-02
                 483        1.007581e+01        9.741480e+00        8.943621e-02
                 484        1.008028e+01        9.742180e+00        8.925417e-02
                 485        1.008594e+01        9.742889e+00        8.907295e-02
                 486        1.009066e+01        9.743604e+00        8.889255e-02
                 487        1.009587e+01        9.744328e+00        8.871296e-02
                 488        1.009803e+01        9.745053e+00        8.853413e-02
                 489        1.010066e+01        9.745780e+00        8.835607e-02
                 490        1.010376e+01        9.746510e+00        8.817877e-02
                 491        1.010592e+01        9.747242e+00        8.800222e-02
                 492        1.010996e+01        9.747980e+00        8.782644e-02
                 493        1.011306e+01        9.748720e+00        8.765141e-02
                 494        1.011308e+01        9.749458e+00        8.747709e-02
                 495        1.011428e+01        9.750195e+00        8.730347e-02
                 496        1.011593e+01        9.750932e+00        8.713057e-02
                 497        1.011805e+01        9.751671e+00        8.695839e-02
