0.312783   0   0.3
0.388137   0.0753539   0.3035
0.411621   0.0494394   0.304667
0.428163   0.0386747   0.3035
0.384448   0.0529943   0.3076
0.33976   0.0622037   0.311
0.327737   0.053929   0.310429
0.32898   0.0467204   0.3085
0.30231   0.0490821   0.306889
0.297354   0.0441792   0.3046
0.30112   0.0401387   0.306818
0.301593   0.0366445   0.31025
0.301198   0.0337103   0.309615
0.305818   0.0315499   0.308286
0.303235   0.0294847   0.3092
0.310603   0.0285476   0.307812
0.329068   0.0325584   0.307235
0.342921   0.0336776   0.306278
0.340459   0.0319508   0.305421
0.320845   0.0361038   0.30645
0.334339   0.0368975   0.306714
0.34564   0.0369509   0.306045
0.349623   0.0355318   0.305043
0.348634   0.0340335   0.305667
0.346884   0.0326907   0.30548
0.352023   0.031826   0.304923
0.349859   0.0307009   0.305889
0.352855   0.0297355   0.305714
0.347878   0.0291203   0.305379
0.345216   0.0282586   0.305
0.348069   0.0274803   0.304226
0.343408   0.0270129   0.303844
0.342147   0.0262119   0.303758
0.345523   0.0256525   0.304059
0.351047   0.0255139   0.303971
0.346852   0.0251475   0.304167
0.345512   0.0244951   0.304297
0.349209   0.0241268   0.304263
0.342661   0.0243953   0.304154
0.348499   0.0244839   0.304175
0.349098   0.0238868   0.30422
0.34925   0.0233116   0.304095
0.347982   0.0227983   0.303791
0.353212   0.02288   0.303909
0.354057   0.0223818   0.304044
0.344142   0.0240307   0.30463
0.338257   0.0242393   0.305021
0.335893   0.0238463   0.304229
0.334101   0.0234232   0.303694
0.335984   0.0230271   0.30348
0.336735   0.0225836   0.303392
0.332255   0.0225936   0.303865
0.331409   0.0221793   0.304057
0.333714   0.0218864   0.303889
0.325488   0.0230059   0.304164
0.320268   0.0231866   0.304518
0.316902   0.0230235   0.304789
0.314755   0.0227248   0.304793
0.312916   0.0224118   0.304542
0.312358   0.0220422   0.304967
0.30999   0.0218068   0.305016
0.311272   0.0214904   0.304339
0.31107   0.0211475   0.304619
0.311423   0.0208174   0.304516
0.310539   0.0205137   0.304385
0.307176   0.0204786   0.304348
0.299832   0.0214657   0.304313
0.300398   0.0211553   0.304044
0.295862   0.0213341   0.30387
0.292597   0.0212791   0.304029
0.294003   0.0210244   0.304141
0.294641   0.0207401   0.303958
0.292666   0.0205492   0.303986
0.293305   0.0202797   0.304459
0.295481   0.0201254   0.304373
0.29199   0.0201632   0.304171
0.294857   0.0201051   0.304169
0.294398   0.0198509   0.304051
0.295254   0.0196167   0.303861
0.297948   0.0195564   0.303938
0.298781   0.0193315   0.303988
0.302085   0.0193779   0.303817
0.299736   0.0192866   0.303795
0.301003   0.0190977   0.303643
0.300948   0.0188717   0.303388
0.301467   0.0186582   0.303442
0.299259   0.0185742   0.303805
0.298847   0.0183665   0.303841
0.297808   0.0181887   0.30409
0.298228   0.0179903   0.304178
0.295959   0.0179357   0.304297
0.29588   0.0177398   0.304402
0.295961   0.0175482   0.304333
0.295824   0.0173611   0.304298
0.293425   0.0173441   0.304168
0.291545   0.017265   0.304073
0.291281   0.0170882   0.304351
0.292804   0.0169813   0.304265
0.294121   0.0168604   0.304253
0.292704   0.016751   0.30445
