-0.44665   0   0.4614
-0.441032   0.00561809   0.45475
-0.441624   0.00329706   0.452533
-0.443195   0.0028113   0.451275
-0.443458   0.00219348   0.45154
-0.442571   0.00199864   0.4509
-0.44447   0.00254164   0.451486
-0.442895   0.00270627   0.4506
-0.444274   0.0027561   0.450267
-0.445004   0.00257094   0.45099
-0.446455   0.00274101   0.450682
-0.445571   0.00265364   0.450125
-0.446648   0.00266808   0.449985
-0.446482   0.00247573   0.449893
-0.445989   0.00235702   0.44964
-0.445585   0.00224153   0.449537
-0.445412   0.00211263   0.449424
-0.444888   0.00205961   0.449572
-0.444621   0.00196631   0.449405
-0.44526   0.00197181   0.44937
-0.444968   0.00189823   0.449571
-0.444711   0.00182806   0.449514
-0.444671   0.00174723   0.449783
-0.444737   0.00167417   0.450017
-0.445173   0.00166388   0.45028
-0.445196   0.00159877   0.450396
-0.445106   0.00154104   0.450219
-0.445119   0.00148504   0.450175
-0.444853   0.00145731   0.450093
-0.444713   0.00141492   0.449757
-0.444774   0.0013699   0.449865
-0.445099   0.0013657   0.450075
-0.444976   0.00132939   0.450497
-0.444688   0.00132155   0.450506
-0.445343   0.00144092   0.450543
-0.445079   0.001425   0.450561
-0.445017   0.00138732   0.450595
-0.444833   0.00136288   0.450676
-0.444637   0.00134177   0.450785
-0.444696   0.00130911   0.450738
-0.44477   0.00127893   0.450949
-0.444849   0.00125059   0.450938
-0.445003   0.00123085   0.451123
-0.444688   0.0012432   0.451005
-0.444791   0.00121967   0.450944
-0.4448   0.00119289   0.451267
-0.44479   0.00116727   0.451436
-0.44468   0.00114799   0.451344
-0.444573   0.00112933   0.451296
-0.444651   0.00110924   0.45151
-0.444848   0.00110491   0.451624
-0.444884   0.00108408   0.451612
-0.444661   0.00108675   0.451598
-0.444686   0.00106674   0.451504
-0.444792   0.00105252   0.451638
-0.444798   0.00103357   0.451759
-0.444736   0.00101721   0.451872
-0.44496   0.00102442   0.451921
-0.445087   0.00101487   0.451983
-0.445232   0.00100827   0.452013
-0.445259   0.000991966   0.452034
-0.445305   0.00097693   0.451902
-0.445315   0.000961352   0.451863
-0.445037   0.000986138   0.451916
-0.445111   0.00097367   0.452151
-0.445145   0.000959382   0.452111
-0.445271   0.000953381   0.452137
-0.445359   0.000943363   0.452209
-0.445273   0.000933573   0.452236
-0.445238   0.000920821   0.452221
-0.445125   0.000914754   0.452231
-0.445193   0.000904526   0.452261
-0.445285   0.00089685   0.452275
-0.44537   0.000888721   0.452328
-0.445287   0.000880787   0.452199
-0.445411   0.000878014   0.452166
-0.445296   0.000874144   0.452065
-0.445321   0.000863231   0.452114
-0.445462   0.000863712   0.452228
-0.44545   0.000852927   0.452186
-0.445598   0.000855178   0.452252
-0.44544   0.000859204   0.45233
-0.445452   0.000848871   0.452364
-0.445318   0.000849307   0.452244
-0.445428   0.000846443   0.452201
-0.445425   0.000836549   0.452259
-0.445283   0.000839087   0.452244
-0.445111   0.000847044   0.452197
-0.445057   0.000839226   0.452239
-0.445095   0.000830722   0.452191
-0.444982   0.000829299   0.452235
-0.44488   0.000826561   0.452203
-0.444712   0.000834597   0.452216
-0.444734   0.000825955   0.452172
-0.444834   0.000823298   0.45222
-0.444898   0.000817211   0.452235
-0.444875   0.00080906   0.452305
-0.444841   0.000801499   0.452228
-0.444873   0.000794016   0.452145
-0.444811   0.000788464   0.452135
