#                  BLOCK:   ACTUAL_T:           T_AVE:              ERROR:
                   1        1.215337e+00        1.215337e+00        0.000000e+00
                   2        1.186154e+00        1.200746e+00        1.031744e-02
                   3        1.192410e+00        1.197967e+00        7.242750e-03
                   4        1.195136e+00        1.197259e+00        5.466536e-03
                   5        1.228532e+00        1.203514e+00        7.100721e-03
                   6        1.242917e+00        1.210081e+00        8.423458e-03
                   7        1.235965e+00        1.213779e+00        7.990589e-03
                   8        1.214295e+00        1.213843e+00        6.992026e-03
                   9        1.193829e+00        1.211619e+00        6.559252e-03
                  10        1.200431e+00        1.210501e+00        5.997996e-03
                  11        1.221884e+00        1.211535e+00        5.541283e-03
                  12        1.184839e+00        1.209311e+00        5.508029e-03
                  13        1.194636e+00        1.208182e+00        5.198716e-03
                  14        1.206005e+00        1.208026e+00        4.829704e-03
                  15        1.209863e+00        1.208149e+00        4.509274e-03
                  16        1.181828e+00        1.206504e+00        4.517554e-03
                  17        1.204580e+00        1.206391e+00        4.253233e-03
                  18        1.223448e+00        1.207338e+00        4.121159e-03
                  19        1.232987e+00        1.208688e+00        4.119425e-03
                  20        1.215398e+00        1.209024e+00        3.927090e-03
                  21        1.242096e+00        1.210599e+00        4.043549e-03
                  22        1.240370e+00        1.211952e+00        4.079922e-03
                  23        1.243199e+00        1.213310e+00        4.122522e-03
                  24        1.206986e+00        1.213047e+00        3.959164e-03
                  25        1.182879e+00        1.211840e+00        3.980454e-03
                  26        1.184623e+00        1.210793e+00        3.962623e-03
                  27        1.173467e+00        1.209411e+00        4.049836e-03
                  28        1.190045e+00        1.208719e+00        3.963821e-03
                  29        1.189362e+00        1.208052e+00        3.882932e-03
                  30        1.205811e+00        1.207977e+00        3.754219e-03
                  31        1.234016e+00        1.208817e+00        3.725895e-03
                  32        1.234693e+00        1.209626e+00        3.696165e-03
                  33        1.191085e+00        1.209064e+00        3.626609e-03
                  34        1.191272e+00        1.208540e+00        3.557498e-03
                  35        1.179468e+00        1.207710e+00        3.551504e-03
                  36        1.190772e+00        1.207239e+00        3.483878e-03
                  37        1.186399e+00        1.206676e+00        3.434947e-03
                  38        1.204206e+00        1.206611e+00        3.345169e-03
                  39        1.194646e+00        1.206304e+00        3.273435e-03
                  40        1.200858e+00        1.206168e+00        3.194430e-03
                  41        1.194308e+00        1.205879e+00        3.129587e-03
                  42        1.199031e+00        1.205716e+00        3.059317e-03
                  43        1.234395e+00        1.206383e+00        3.060008e-03
                  44        1.243494e+00        1.207226e+00        3.104527e-03
                  45        1.224792e+00        1.207617e+00        3.059980e-03
                  46        1.215819e+00        1.207795e+00        2.998650e-03
                  47        1.223025e+00        1.208119e+00        2.952306e-03
                  48        1.203911e+00        1.208031e+00        2.892101e-03
                  49        1.164475e+00        1.207142e+00        2.966539e-03
                  50        1.153179e+00        1.206063e+00        3.097318e-03
