5.1182  0
4.94337  0.174826
4.82188  0.157953
4.81463  0.111925
4.76068  0.102114
4.84034  0.115316
4.84068  0.0974604
4.93395  0.125788
4.95221  0.112428
4.97566  0.103256
5.03714  0.111818
5.01428  0.104604
5.01143  0.0962635
5.0185  0.0894027
5.02272  0.0833363
5.01055  0.0788983
5.00013  0.0748411
4.99534  0.0707233
4.98534  0.0676416
4.98388  0.064187
4.98859  0.0612355
4.98119  0.0588522
4.98942  0.056834
5.00847  0.0576517
5.01441  0.055616
5.01749  0.0535228
5.01666  0.0515091
4.99204  0.0554047
5.01003  0.0564064
5.02387  0.0562244
5.02675  0.0544562
5.03717  0.0537484
5.01684  0.0559229
5.00817  0.0549412
4.99611  0.0546935
5.01204  0.0554886
5.01522  0.0540613
5.02493  0.0535081
5.0137  0.0533148
5.00549  0.0526085
5.00667  0.0513229
5.01923  0.0516367
5.02193  0.0504938
5.02285  0.0493414
5.01947  0.048351
5.01038  0.0481539
5.01608  0.0474625
5.0229  0.0469606
5.02356  0.045997
5.02374  0.045068
5.0328  0.0450963
5.03271  0.0442207
5.02803  0.0436295
5.03099  0.0429158
5.03473  0.0422944
5.02507  0.0426416
5.0291  0.0420803
5.0295  0.0413504
5.02082  0.0415603
5.02129  0.0408646
5.02491  0.0403514
5.01942  0.0400733
5.01194  0.040135
5.00457  0.0401839
4.99455  0.0408115
4.99897  0.0404307
5.00725  0.0406746
5.01273  0.0404456
5.00958  0.0399799
5.00518  0.0396487
5.00944  0.0393169
5.01087  0.0387935
5.00936  0.0382884
5.00937  0.0377674
5.00905  0.0372618
5.00777  0.0367905
5.01465  0.0369553
5.01238  0.0365493
5.01309  0.0360907
5.00531  0.0364745
5.0094  0.0362527
5.01268  0.0359573
5.01155  0.0355393
5.01421  0.0352139
5.01703  0.0349113
5.01921  0.0345716
5.01798  0.0341939
5.01606  0.0338577
5.01754  0.033508
5.02707  0.0344766
5.02746  0.0340979
5.02885  0.0337539
5.02317  0.0338684
5.02567  0.0335988
5.02569  0.0332433
5.02671  0.0329111
5.02317  0.0327623
5.01474  0.0335025
5.01168  0.0333035
5.01013  0.0330052
