# DISTANCE:          AVE_GOFR:               ERROR:
        0.000000e+00        0.000000e+00        0.000000e+00        0.000000e+00
        2.564964e-02        0.000000e+00        0.000000e+00        0.000000e+00
        5.129928e-02        0.000000e+00        0.000000e+00        0.000000e+00
        7.694892e-02        0.000000e+00        0.000000e+00        0.000000e+00
        1.025986e-01        0.000000e+00        0.000000e+00        0.000000e+00
        1.282482e-01        0.000000e+00        0.000000e+00        0.000000e+00
        1.538978e-01        0.000000e+00        0.000000e+00        0.000000e+00
        1.795475e-01        0.000000e+00        0.000000e+00        0.000000e+00
        2.051971e-01        0.000000e+00        0.000000e+00        0.000000e+00
        2.308468e-01        0.000000e+00        0.000000e+00        0.000000e+00
        2.564964e-01        0.000000e+00        0.000000e+00        0.000000e+00
        2.821460e-01        0.000000e+00        0.000000e+00        0.000000e+00
        3.077957e-01        0.000000e+00        0.000000e+00        0.000000e+00
        3.334453e-01        0.000000e+00        0.000000e+00        0.000000e+00
        3.590949e-01        0.000000e+00        0.000000e+00        0.000000e+00
        3.847446e-01        0.000000e+00        0.000000e+00        0.000000e+00
        4.103942e-01        0.000000e+00        0.000000e+00        0.000000e+00
        4.360439e-01        0.000000e+00        0.000000e+00        0.000000e+00
        4.616935e-01        0.000000e+00        0.000000e+00        0.000000e+00
        4.873431e-01        0.000000e+00        0.000000e+00        0.000000e+00
        5.129928e-01        0.000000e+00        0.000000e+00        0.000000e+00
        5.386424e-01        0.000000e+00        0.000000e+00        0.000000e+00
        5.642921e-01        0.000000e+00        0.000000e+00        0.000000e+00
        5.899417e-01        0.000000e+00        0.000000e+00        0.000000e+00
        6.155913e-01        0.000000e+00        0.000000e+00        0.000000e+00
        6.412410e-01        0.000000e+00        0.000000e+00        0.000000e+00
        6.668906e-01        0.000000e+00        0.000000e+00        0.000000e+00
        6.925403e-01        0.000000e+00        0.000000e+00        0.000000e+00
        7.181899e-01        0.000000e+00        0.000000e+00        0.000000e+00
        7.438395e-01        0.000000e+00        0.000000e+00        0.000000e+00
        7.694892e-01        0.000000e+00        0.000000e+00        0.000000e+00
        7.951388e-01        0.000000e+00        0.000000e+00        0.000000e+00
        8.207885e-01        0.000000e+00        0.000000e+00        0.000000e+00
        8.464381e-01        0.000000e+00        0.000000e+00        0.000000e+00
        8.720877e-01        0.000000e+00        0.000000e+00        0.000000e+00
        8.977374e-01        0.000000e+00        3.828243e-02        2.383434e-03
        9.233870e-01        0.000000e+00        1.443629e-01        6.785330e-03
        9.490367e-01        4.657207e-01        5.216072e-01        1.527741e-02
        9.746863e-01        1.988294e+00        9.598303e-01        2.705982e-02
        1.000336e+00        1.399185e+00        1.250452e+00        3.210667e-02
        1.025986e+00        1.929872e+00        1.730762e+00        4.235588e-02
        1.051635e+00        2.471781e+00        1.981988e+00        4.202463e-02
        1.077285e+00        2.658994e+00        1.968381e+00        3.630338e-02
        1.102934e+00        2.768893e+00        2.183388e+00        3.365930e-02
        1.128584e+00        2.370242e+00        2.402985e+00        3.309089e-02
        1.154234e+00        2.267205e+00        2.428229e+00        4.742471e-02
        1.179883e+00        1.665919e+00        2.724030e+00        1.092696e-01
        1.205533e+00        1.644895e+00        3.024672e+00        1.783100e-01
        1.231183e+00        1.531361e+00        2.003949e+00        5.464574e-02
        1.256832e+00        1.113724e+00        1.546561e+00        3.340015e-02
        1.282482e+00        1.070054e+00        1.224227e+00        2.396704e-02
        1.308132e+00        8.231226e-01        1.026845e+00        2.043231e-02
        1.333781e+00        1.188098e+00        1.002517e+00        2.090087e-02
        1.359431e+00        8.390060e-01        8.947618e-01        1.854778e-02
        1.385081e+00        8.452501e-01        8.127631e-01        1.815335e-02
        1.410730e+00        6.733153e-01        6.665822e-01        1.733549e-02
        1.436380e+00        6.154983e-01        5.330899e-01        1.331086e-02
        1.462029e+00        6.272917e-01        5.174166e-01        1.300456e-02
        1.487679e+00        6.060297e-01        4.872479e-01        1.260254e-02
        1.513329e+00        6.474970e-01        4.557762e-01        1.164715e-02
        1.538978e+00        7.753813e-01        4.699407e-01        1.139444e-02
        1.564628e+00        5.772086e-01        5.172944e-01        1.098929e-02
        1.590278e+00        8.383291e-01        5.502792e-01        1.012102e-02
        1.615927e+00        5.955646e-01        5.926950e-01        8.370428e-03
        1.641577e+00        6.034792e-01        6.508655e-01        8.756209e-03
        1.667227e+00        7.378525e-01        6.897649e-01        1.482384e-02
        1.692876e+00        6.170937e-01        9.918424e-01        5.030503e-02
        1.718526e+00        9.583124e-01        8.514606e-01        1.773125e-02
        1.744175e+00        8.607469e-01        7.255399e-01        8.614172e-03
        1.769825e+00        9.039523e-01        6.740772e-01        9.739976e-03
        1.795475e+00        9.443773e-01        6.819722e-01        1.237508e-02
        1.821124e+00        1.003555e+00        6.736205e-01        1.374314e-02
        1.846774e+00        8.306914e-01        7.403952e-01        1.752343e-02
        1.872424e+00        1.030508e+00        8.136569e-01        1.835287e-02
        1.898073e+00        9.243605e-01        8.561545e-01        1.864249e-02
