3.0 -3.214566e-01 1.119032e-04
2.9 -3.316423e-01 1.175532e-04
2.8 -3.425236e-01 9.989038e-05
2.7 -3.542404e-01 8.973473e-05
2.6 -3.665648e-01 1.015222e-04
2.5 -3.798255e-01 9.479969e-05
2.4 -3.940592e-01 8.805233e-05
2.3 -4.094443e-01 9.400921e-05
2.2 -4.256522e-01 9.978010e-05
2.1 -4.432097e-01 1.004923e-04
2.0 -4.621293e-01 1.019565e-04
1.9 -4.825918e-01 9.921984e-05
1.8 -5.047820e-01 1.074973e-04
1.7 -5.285688e-01 1.080101e-04
1.6 -5.545599e-01 1.225808e-04
1.5 -5.827663e-01 1.132088e-04
1.4 -6.132079e-01 1.161209e-04
1.3 -6.463153e-01 1.210543e-04
1.2 -6.820071e-01 1.487305e-04
1.1 -7.205344e-01 1.463787e-04
1.0 -7.615231e-01 1.122992e-04
0.9 -8.044558e-01 1.690132e-04
0.8 -8.483541e-01 2.033619e-04
0.7 -8.921549e-01 2.107940e-04
0.6 -9.354725e-01 2.559942e-04
0.5 -9.743672e-01 2.787637e-04
