-0.438354   0   0.4585
-0.440498   0.00214428   0.45425
-0.439139   0.00183864   0.4545
-0.443027   0.00410007   0.454775
-0.442135   0.0032987   0.45314
-0.443985   0.00326716   0.454083
-0.44517   0.00300481   0.454814
-0.445009   0.00260721   0.454525
-0.444866   0.00230376   0.454789
-0.444469   0.00209859   0.45524
-0.444479   0.00189827   0.455009
-0.444812   0.00176464   0.454208
-0.444553   0.00164373   0.454254
-0.443702   0.00174364   0.453636
-0.443973   0.00164566   0.454013
-0.443059   0.00179018   0.454031
-0.443037   0.00168173   0.453482
-0.443908   0.00180904   0.453517
-0.444714   0.00189121   0.453937
-0.444714   0.00179416   0.45411
-0.444677   0.001707   0.454133
-0.444508   0.00163629   0.454305
-0.44471   0.00157651   0.453983
-0.444088   0.00163249   0.454133
-0.444184   0.00156877   0.454032
-0.444583   0.00155915   0.453985
-0.444815   0.00151818   0.453748
-0.44445   0.00150793   0.45405
-0.444468   0.00145511   0.453848
-0.444333   0.00141224   0.453917
-0.444576   0.00138745   0.45371
-0.444288   0.00137405   0.453863
-0.444307   0.00133191   0.453839
-0.444248   0.0012935   0.453838
-0.444405   0.00126576   0.453671
-0.444151   0.00125604   0.453725
-0.444019   0.00122877   0.453743
-0.444105   0.00119908   0.453561
-0.444202   0.00117202   0.453669
-0.444395   0.00115839   0.45351
-0.444489   0.00113373   0.453446
-0.444207   0.00114176   0.453174
-0.444403   0.00113204   0.453095
-0.444471   0.00110808   0.452875
-0.444591   0.00108977   0.453038
-0.444568   0.00106606   0.452983
-0.444623   0.00104455   0.453081
-0.444599   0.00102283   0.452904
-0.444608   0.00100178   0.452863
-0.444592   0.000981675   0.453138
-0.44428   0.00101141   0.453176
-0.444123   0.00100423   0.453206
-0.44418   0.000986782   0.453168
-0.444314   0.000977568   0.453076
-0.444371   0.000961314   0.453113
-0.444252   0.000951521   0.453009
-0.444028   0.000960943   0.452949
-0.444167   0.000954371   0.453021
-0.444228   0.000939998   0.453068
-0.444175   0.00092568   0.452877
-0.444424   0.000943873   0.45289
-0.44437   0.000930114   0.452876
-0.444398   0.000915652   0.452916
-0.44468   0.000944425   0.452831
-0.444586   0.000934517   0.452863
-0.444677   0.000924672   0.452847
-0.444682   0.000910784   0.452943
-0.44459   0.00090198   0.452918
-0.444559   0.00088935   0.452877
-0.444584   0.000876894   0.452779
-0.444342   0.000897729   0.452713
-0.444311   0.000885693   0.452751
-0.444322   0.000873536   0.452623
-0.44445   0.000871184   0.452724
-0.444553   0.000865641   0.452776
-0.444679   0.00086343   0.452754
-0.444476   0.00087603   0.452635
-0.444362   0.000872199   0.452581
-0.444329   0.000861724   0.452476
-0.44433   0.000850884   0.452345
-0.444456   0.000849666   0.452222
-0.444543   0.000843792   0.452223
-0.444556   0.000833668   0.452354
-0.444443   0.000831379   0.452365
-0.444593   0.000835116   0.4524
-0.444585   0.000825391   0.452401
-0.44449   0.000821387   0.452382
-0.444451   0.000812907   0.452399
-0.444361   0.000808747   0.452247
-0.444335   0.000800134   0.452183
-0.444405   0.000794354   0.452178
-0.444381   0.000786043   0.45222
-0.444357   0.000777893   0.452198
-0.44429   0.000772502   0.452184
-0.444239   0.00076605   0.452204
-0.444174   0.000760808   0.452279
-0.444113   0.000755387   0.452324
-0.444055   0.000749871   0.452337
-0.444044   0.000742341   0.452408
-0.444215   0.000754423   0.452511
