3.0 -3.214024e-01 1.055843e-04
2.9 -3.317109e-01 1.134628e-04
2.8 -3.426543e-01 1.106302e-04
2.7 -3.543229e-01 1.043903e-04
2.6 -3.666986e-01 1.005438e-04
2.5 -3.799343e-01 1.043693e-04
2.4 -3.940924e-01 1.046074e-04
2.3 -4.092770e-01 1.067719e-04
2.2 -4.256229e-01 1.078239e-04
2.1 -4.432380e-01 1.001805e-04
2.0 -4.621553e-01 8.991228e-05
1.9 -4.825858e-01 1.050942e-04
1.8 -5.046063e-01 1.020947e-04
1.7 -5.286785e-01 1.168908e-04
1.6 -5.547743e-01 1.132498e-04
1.5 -5.829842e-01 1.209576e-04
1.4 -6.135161e-01 1.102376e-04
1.3 -6.466202e-01 1.212649e-04
1.2 -6.823461e-01 1.340855e-04
1.1 -7.208356e-01 1.591709e-04
1.0 -7.615997e-01 1.623082e-04
0.9 -8.044066e-01 1.987959e-04
0.8 -8.480999e-01 1.874688e-04
0.7 -8.923140e-01 2.163301e-04
0.6 -9.351139e-01 4.335309e-04
0.5 -9.746765e-01 3.798816e-04
