3.0 1.307902e-02 2.730203e-04
2.9 1.378891e-02 2.804226e-04
2.8 1.458890e-02 3.072724e-04
2.7 1.551914e-02 3.152361e-04
2.6 1.672102e-02 3.285967e-04
2.5 1.785834e-02 3.366810e-04
2.4 1.911838e-02 3.490545e-04
2.3 2.078051e-02 3.729693e-04
2.2 2.261634e-02 4.103019e-04
2.1 2.465541e-02 4.362908e-04
2.0 2.732304e-02 4.353456e-04
1.9 3.027589e-02 5.249991e-04
1.8 3.372640e-02 5.420243e-04
1.7 3.824304e-02 5.927104e-04
1.6 4.397725e-02 5.604590e-04
1.5 5.077747e-02 6.022495e-04
1.4 5.951386e-02 6.441659e-04
1.3 7.149890e-02 7.862315e-04
1.2 8.846606e-02 9.745460e-04
1.1 1.126360e-01 1.275278e-03
1.0 1.481135e-01 1.568894e-03
0.9 2.043173e-01 2.051894e-03
0.8 2.971832e-01 2.839837e-03
0.7 4.529224e-01 4.071256e-03
0.6 6.735726e-01 6.977030e-03
0.5 8.889176e-01 7.153312e-03
