1.43622  0
1.43994  0.00372004
1.49237  0.0524775
1.48186  0.0385676
1.4861  0.0301734
1.53569  0.0553752
1.548  0.0483918
1.55332  0.0422449
1.57706  0.04418
1.56874  0.0403832
1.56553  0.0366686
1.57053  0.0338451
1.57606  0.0316201
1.57751  0.0293104
1.59085  0.0303733
1.58306  0.0294597
1.5674  0.031798
1.56913  0.0300294
1.57077  0.0284522
1.56921  0.027037
1.56604  0.0259117
1.56034  0.0253551
1.55543  0.0247198
1.54771  0.0248972
1.549  0.0239157
1.54414  0.023486
1.54467  0.0226057
1.54712  0.0219203
1.54232  0.0216894
1.53923  0.0211808
1.53929  0.0204862
1.53463  0.020375
1.53001  0.0202799
1.53352  0.0199846
1.52992  0.0197362
1.53487  0.0198069
1.53224  0.0194429
1.52933  0.0191458
1.52882  0.0186555
1.53644  0.019717
1.53031  0.0201841
1.52551  0.020274
1.52281  0.0199799
1.52363  0.0195376
1.52072  0.0193197
1.5225  0.018979
1.52093  0.0186369
1.5191  0.0183364
1.51419  0.0186172
1.51133  0.0184635
1.51424  0.0183298
1.51292  0.018022
1.51384  0.0177022
1.51463  0.0173894
1.51554  0.0170948
1.51409  0.0168496
1.51237  0.0166405
1.50719  0.0171518
1.5082  0.0168886
1.50677  0.0166659
1.50769  0.0164163
1.50823  0.0161581
1.50649  0.0159935
1.50309  0.0161065
1.50191  0.0159001
1.49839  0.0160487
1.49705  0.0158639
1.49791  0.0156527
1.49592  0.0155525
1.49548  0.0153349
1.49433  0.0151617
1.49535  0.0149851
1.49793  0.0150007
1.49689  0.0148329
1.49735  0.0146409
1.49653  0.0144702
1.49811  0.0143686
1.49778  0.0141869
1.4998  0.01415
1.50202  0.0141479
1.50021  0.0140896
1.49801  0.0140884
1.49953  0.0140001
1.50106  0.0139169
1.50187  0.0137757
1.50083  0.0136536
1.50123  0.0135015
1.50167  0.0133543
1.50258  0.0132351
1.5037  0.0131349
1.50308  0.0130045
1.50187  0.0129196
1.50251  0.0127959
1.50239  0.0126596
1.50409  0.0126405
1.50222  0.0126475
1.50376  0.0126119
1.50092  0.0128031
1.5002  0.0126934
1.49939  0.0125919
