#                  BLOCK:   ACTUAL_KE:          KE_AVE:             ERROR:
                   1               1.425               1.425                   0
                   2               1.425               1.425                   0
                   3               1.425               1.425         1.72064e-08
                   4               1.425               1.425         3.65002e-08
                   5               1.425               1.425         5.80954e-08
                   6               1.425               1.425         7.97827e-08
                   7               1.425               1.425         1.02622e-07
                   8               1.425               1.425         1.27968e-07
                   9               1.425               1.425         1.55335e-07
                  10               1.425               1.425         1.84438e-07
                  11               1.425               1.425         2.15002e-07
                  12               1.425               1.425         2.47033e-07
                  13               1.425               1.425         2.80607e-07
                  14               1.425               1.425         3.15448e-07
                  15               1.425               1.425         3.51701e-07
                  16               1.425               1.425         3.89146e-07
                  17             1.42501               1.425         4.27805e-07
                  18             1.42501               1.425         4.67669e-07
                  19             1.42501               1.425         5.08734e-07
                  20             1.42501               1.425          5.5088e-07
                  21             1.42501               1.425         5.94145e-07
                  22             1.42501               1.425         6.38446e-07
                  23             1.42501               1.425         6.83846e-07
                  24             1.42501               1.425         7.30208e-07
                  25             1.42501               1.425         7.77572e-07
                  26             1.42501               1.425         8.25917e-07
                  27             1.42501               1.425         8.75217e-07
                  28             1.42502             1.42501         9.25459e-07
                  29             1.42502             1.42501         9.76609e-07
                  30             1.42502             1.42501         1.02868e-06
                  31             1.42502             1.42501         1.08162e-06
                  32             1.42502             1.42501         1.13544e-06
                  33             1.42502             1.42501         1.19011e-06
                  34             1.42502             1.42501         1.24563e-06
                  35             1.42503             1.42501         1.30198e-06
                  36             1.42503             1.42501         1.35916e-06
                  37             1.42503             1.42501         1.41715e-06
                  38             1.42503             1.42501         1.47593e-06
                  39             1.42503             1.42501         1.53549e-06
                  40             1.42503             1.42501         1.59583e-06
                  41             1.42503             1.42501         1.65694e-06
                  42             1.42504             1.42501          1.7188e-06
                  43             1.42504             1.42501         1.78142e-06
                  44             1.42504             1.42501         1.84476e-06
                  45             1.42504             1.42501         1.90883e-06
                  46             1.42504             1.42501         1.97363e-06
                  47             1.42505             1.42502         2.03915e-06
                  48             1.42505             1.42502         2.10537e-06
                  49             1.42505             1.42502         2.17228e-06
                  50             1.42505             1.42502         2.23988e-06
                  51             1.42505             1.42502         2.30817e-06
                  52             1.42506             1.42502         2.37714e-06
                  53             1.42506             1.42502         2.44677e-06
                  54             1.42506             1.42502         2.51707e-06
                  55             1.42506             1.42502         2.58803e-06
                  56             1.42507             1.42502         2.65964e-06
                  57             1.42507             1.42502         2.73189e-06
                  58             1.42507             1.42502         2.80479e-06
                  59             1.42507             1.42502         2.87832e-06
                  60             1.42508             1.42503         2.95248e-06
                  61             1.42508             1.42503         3.02727e-06
                  62             1.42508             1.42503         3.10267e-06
                  63             1.42508             1.42503         3.17869e-06
                  64             1.42509             1.42503         3.25532e-06
                  65             1.42509             1.42503         3.33255e-06
                  66             1.42509             1.42503         3.41038e-06
                  67             1.42509             1.42503         3.48881e-06
                  68              1.4251             1.42503         3.56783e-06
                  69              1.4251             1.42503         3.64743e-06
                  70              1.4251             1.42503         3.72762e-06
                  71             1.42511             1.42504         3.80839e-06
                  72             1.42511             1.42504         3.88973e-06
                  73             1.42511             1.42504         3.97165e-06
                  74             1.42512             1.42504         4.05413e-06
                  75             1.42512             1.42504         4.13717e-06
                  76             1.42512             1.42504         4.22077e-06
                  77             1.42512             1.42504         4.30494e-06
                  78             1.42513             1.42504         4.38965e-06
                  79             1.42513             1.42504         4.47491e-06
                  80             1.42514             1.42505         4.56072e-06
                  81             1.42514             1.42505         4.64707e-06
                  82             1.42514             1.42505         4.73396e-06
                  83             1.42515             1.42505         4.82139e-06
                  84             1.42515             1.42505         4.90936e-06
                  85             1.42515             1.42505         4.99785e-06
                  86             1.42516             1.42505         5.08687e-06
                  87             1.42516             1.42505         5.17641e-06
                  88             1.42516             1.42505         5.26648e-06
                  89             1.42517             1.42506         5.35707e-06
                  90             1.42517             1.42506         5.44817e-06
                  91             1.42518             1.42506         5.53979e-06
                  92             1.42518             1.42506         5.63192e-06
                  93             1.42518             1.42506         5.72456e-06
                  94             1.42519             1.42506          5.8177e-06
                  95             1.42519             1.42506         5.91135e-06
                  96              1.4252             1.42507          6.0055e-06
                  97              1.4252             1.42507         6.10015e-06
