#                  BLOCK:   ACTUAL_T:           T_AVE:              ERROR:
                   1        9.500000e-01        9.500000e-01        0.000000e+00
                   2        9.500000e-01        9.500000e-01        7.450581e-09
                   3        9.500001e-01        9.500000e-01        1.490116e-08
                   4        9.500001e-01        9.500001e-01        2.580957e-08
                   5        9.500002e-01        9.500001e-01        3.857070e-08
                   6        9.500004e-01        9.500001e-01        5.303362e-08
                   7        9.500005e-01        9.500002e-01        6.874866e-08
                   8        9.500007e-01        9.500003e-01        8.560065e-08
                   9        9.500009e-01        9.500003e-01        1.038340e-07
                  10        9.500012e-01        9.500004e-01        1.231038e-07
                  11        9.500014e-01        9.500005e-01        1.434556e-07
                  12        9.500018e-01        9.500006e-01        1.648134e-07
                  13        9.500021e-01        9.500007e-01        1.871679e-07
                  14        9.500024e-01        9.500008e-01        2.104141e-07
                  15        9.500028e-01        9.500010e-01        2.345060e-07
                  16        9.500033e-01        9.500011e-01        2.594899e-07
                  17        9.500037e-01        9.500013e-01        2.852707e-07
                  18        9.500042e-01        9.500014e-01        3.118582e-07
                  19        9.500047e-01        9.500016e-01        3.391877e-07
                  20        9.500052e-01        9.500018e-01        3.672766e-07
                  21        9.500058e-01        9.500020e-01        3.960939e-07
                  22        9.500064e-01        9.500022e-01        4.256386e-07
                  23        9.500070e-01        9.500024e-01        4.558773e-07
                  24        9.500077e-01        9.500026e-01        4.867934e-07
                  25        9.500083e-01        9.500028e-01        5.183763e-07
                  26        9.500090e-01        9.500031e-01        5.506028e-07
                  27        9.500098e-01        9.500033e-01        5.834685e-07
                  28        9.500105e-01        9.500036e-01        6.169603e-07
                  29        9.500113e-01        9.500038e-01        6.510631e-07
                  30        9.500122e-01        9.500041e-01        6.857719e-07
                  31        9.500130e-01        9.500044e-01        7.210704e-07
                  32        9.500139e-01        9.500047e-01        7.569539e-07
                  33        9.500148e-01        9.500050e-01        7.934060e-07
                  34        9.500157e-01        9.500053e-01        8.304188e-07
                  35        9.500167e-01        9.500057e-01        8.679901e-07
                  36        9.500177e-01        9.500060e-01        9.061028e-07
                  37        9.500187e-01        9.500063e-01        9.447615e-07
                  38        9.500198e-01        9.500067e-01        9.839504e-07
                  39        9.500209e-01        9.500071e-01        1.023657e-06
                  40        9.500220e-01        9.500074e-01        1.063887e-06
                  41        9.500231e-01        9.500078e-01        1.104624e-06
                  42        9.500243e-01        9.500082e-01        1.145867e-06
                  43        9.500255e-01        9.500086e-01        1.187607e-06
                  44        9.500267e-01        9.500090e-01        1.229840e-06
                  45        9.500280e-01        9.500094e-01        1.272558e-06
                  46        9.500292e-01        9.500099e-01        1.315755e-06
                  47        9.500306e-01        9.500103e-01        1.359428e-06
                  48        9.500319e-01        9.500108e-01        1.403574e-06
                  49        9.500333e-01        9.500112e-01        1.448184e-06
                  50        9.500347e-01        9.500117e-01        1.493255e-06
                  51        9.500361e-01        9.500122e-01        1.538780e-06
                  52        9.500376e-01        9.500126e-01        1.584758e-06
                  53        9.500390e-01        9.500131e-01        1.631181e-06
                  54        9.500405e-01        9.500137e-01        1.678048e-06
                  55        9.500421e-01        9.500142e-01        1.725354e-06
                  56        9.500437e-01        9.500147e-01        1.773093e-06
                  57        9.500453e-01        9.500152e-01        1.821265e-06
                  58        9.500469e-01        9.500158e-01        1.869862e-06
                  59        9.500485e-01        9.500163e-01        1.918882e-06
                  60        9.500502e-01        9.500169e-01        1.968323e-06
                  61        9.500520e-01        9.500175e-01        2.018179e-06
                  62        9.500537e-01        9.500181e-01        2.068448e-06
                  63        9.500555e-01        9.500187e-01        2.119126e-06
                  64        9.500573e-01        9.500193e-01        2.170212e-06
                  65        9.500591e-01        9.500199e-01        2.221700e-06
                  66        9.500610e-01        9.500205e-01        2.273588e-06
                  67        9.500628e-01        9.500211e-01        2.325873e-06
                  68        9.500648e-01        9.500218e-01        2.378552e-06
                  69        9.500667e-01        9.500224e-01        2.431622e-06
                  70        9.500687e-01        9.500231e-01        2.485081e-06
                  71        9.500707e-01        9.500237e-01        2.538926e-06
                  72        9.500727e-01        9.500244e-01        2.593155e-06
                  73        9.500748e-01        9.500251e-01        2.647764e-06
                  74        9.500769e-01        9.500258e-01        2.702751e-06
                  75        9.500790e-01        9.500265e-01        2.758114e-06
                  76        9.500811e-01        9.500272e-01        2.813849e-06
                  77        9.500833e-01        9.500280e-01        2.869956e-06
                  78        9.500855e-01        9.500287e-01        2.926432e-06
                  79        9.500877e-01        9.500295e-01        2.983273e-06
                  80        9.500900e-01        9.500302e-01        3.040480e-06
                  81        9.500923e-01        9.500310e-01        3.098047e-06
                  82        9.500946e-01        9.500318e-01        3.155975e-06
                  83        9.500970e-01        9.500325e-01        3.214261e-06
                  84        9.500993e-01        9.500333e-01        3.272902e-06
                  85        9.501018e-01        9.500341e-01        3.331897e-06
                  86        9.501042e-01        9.500350e-01        3.391245e-06
                  87        9.501067e-01        9.500358e-01        3.450942e-06
                  88        9.501091e-01        9.500366e-01        3.510986e-06
                  89        9.501117e-01        9.500375e-01        3.571378e-06
                  90        9.501142e-01        9.500383e-01        3.632114e-06
                  91        9.501168e-01        9.500392e-01        3.693192e-06
                  92        9.501194e-01        9.500400e-01        3.754611e-06
                  93        9.501220e-01        9.500409e-01        3.816370e-06
                  94        9.501247e-01        9.500418e-01        3.878466e-06
                  95        9.501274e-01        9.500427e-01        3.940898e-06
                  96        9.501301e-01        9.500436e-01        4.003665e-06
                  97        9.501329e-01        9.500446e-01        4.066764e-06
                  98        9.501357e-01        9.500455e-01        4.130194e-06
                  99        9.501385e-01        9.500464e-01        4.193955e-06
                 100        9.501413e-01        9.500474e-01        4.258044e-06
                 101        9.501442e-01        9.500483e-01        4.322459e-06
                 102        9.501471e-01        9.500493e-01        4.387200e-06
                 103        9.501500e-01        9.500503e-01        4.452264e-06
                 104        9.501530e-01        9.500513e-01        4.517652e-06
                 105        9.501560e-01        9.500523e-01        4.583360e-06
                 106        9.501590e-01        9.500533e-01        4.649389e-06
                 107        9.501620e-01        9.500543e-01        4.715736e-06
                 108        9.501651e-01        9.500553e-01        4.782400e-06
                 109        9.501682e-01        9.500563e-01        4.849380e-06
                 110        9.501713e-01        9.500574e-01        4.916676e-06
                 111        9.501745e-01        9.500584e-01        4.984285e-06
                 112        9.501777e-01        9.500595e-01        5.052206e-06
                 113        9.501809e-01        9.500606e-01        5.120438e-06
                 114        9.501842e-01        9.500617e-01        5.188981e-06
                 115        9.501874e-01        9.500628e-01        5.257832e-06
                 116        9.501907e-01        9.500639e-01        5.326992e-06
                 117        9.501941e-01        9.500650e-01        5.396458e-06
                 118        9.501974e-01        9.500661e-01        5.466230e-06
                 119        9.502008e-01        9.500672e-01        5.536306e-06
                 120        9.502043e-01        9.500684e-01        5.606686e-06
                 121        9.502077e-01        9.500695e-01        5.677372e-06
                 122        9.502112e-01        9.500707e-01        5.748367e-06
                 123        9.502147e-01        9.500719e-01        5.819669e-06
                 124        9.502183e-01        9.500730e-01        5.891281e-06
                 125        9.502218e-01        9.500742e-01        5.963203e-06
                 126        9.502254e-01        9.500754e-01        6.035435e-06
                 127        9.502291e-01        9.500766e-01        6.107978e-06
                 128        9.502328e-01        9.500779e-01        6.180834e-06
                 129        9.502365e-01        9.500791e-01        6.254000e-06
                 130        9.502402e-01        9.500803e-01        6.327476e-06
                 131        9.502439e-01        9.500816e-01        6.401259e-06
                 132        9.502477e-01        9.500828e-01        6.475347e-06
                 133        9.502516e-01        9.500841e-01        6.549740e-06
                 134        9.502554e-01        9.500854e-01        6.624436e-06
                 135        9.502593e-01        9.500867e-01        6.699435e-06
                 136        9.502632e-01        9.500880e-01        6.774739e-06
                 137        9.502671e-01        9.500893e-01        6.850347e-06
                 138        9.502711e-01        9.500906e-01        6.926257e-06
                 139        9.502751e-01        9.500919e-01        7.002469e-06
                 140        9.502791e-01        9.500933e-01        7.078985e-06
                 141        9.502832e-01        9.500946e-01        7.155803e-06
                 142        9.502873e-01        9.500960e-01        7.232925e-06
                 143        9.502914e-01        9.500973e-01        7.310350e-06
                 144        9.502956e-01        9.500987e-01        7.388076e-06
                 145        9.502998e-01        9.501001e-01        7.466103e-06
                 146        9.503040e-01        9.501015e-01        7.544429e-06
                 147        9.503082e-01        9.501029e-01        7.623052e-06
                 148        9.503125e-01        9.501043e-01        7.701970e-06
                 149        9.503168e-01        9.501057e-01        7.781183e-06
                 150        9.503211e-01        9.501072e-01        7.860688e-06
                 151        9.503255e-01        9.501086e-01        7.940485e-06
                 152        9.503299e-01        9.501101e-01        8.020572e-06
                 153        9.503343e-01        9.501115e-01        8.100948e-06
                 154        9.503388e-01        9.501130e-01        8.181614e-06
                 155        9.503433e-01        9.501145e-01        8.262570e-06
                 156        9.503478e-01        9.501160e-01        8.343815e-06
                 157        9.503523e-01        9.501175e-01        8.425349e-06
                 158        9.503569e-01        9.501190e-01        8.507176e-06
                 159        9.503615e-01        9.501205e-01        8.589296e-06
                 160        9.503662e-01        9.501221e-01        8.671708e-06
                 161        9.503708e-01        9.501236e-01        8.754414e-06
                 162        9.503755e-01        9.501252e-01        8.837411e-06
                 163        9.503803e-01        9.501267e-01        8.920699e-06
                 164        9.503850e-01        9.501283e-01        9.004276e-06
                 165        9.503898e-01        9.501299e-01        9.088142e-06
                 166        9.503947e-01        9.501315e-01        9.172297e-06
                 167        9.503995e-01        9.501331e-01        9.256743e-06
                 168        9.504044e-01        9.501347e-01        9.341479e-06
                 169        9.504094e-01        9.501363e-01        9.426508e-06
                 170        9.504143e-01        9.501380e-01        9.511826e-06
                 171        9.504193e-01        9.501396e-01        9.597434e-06
                 172        9.504243e-01        9.501413e-01        9.683328e-06
                 173        9.504294e-01        9.501429e-01        9.769509e-06
                 174        9.504345e-01        9.501446e-01        9.855974e-06
                 175        9.504396e-01        9.501463e-01        9.942722e-06
                 176        9.504447e-01        9.501480e-01        1.002975e-05
                 177        9.504499e-01        9.501497e-01        1.011707e-05
                 178        9.504551e-01        9.501514e-01        1.020466e-05
                 179        9.504603e-01        9.501531e-01        1.029253e-05
                 180        9.504656e-01        9.501549e-01        1.038068e-05
                 181        9.504709e-01        9.501566e-01        1.046911e-05
                 182        9.504762e-01        9.501584e-01        1.055783e-05
                 183        9.504816e-01        9.501602e-01        1.064682e-05
                 184        9.504870e-01        9.501619e-01        1.073610e-05
                 185        9.504924e-01        9.501637e-01        1.082567e-05
                 186        9.504979e-01        9.501655e-01        1.091551e-05
                 187        9.505034e-01        9.501673e-01        1.100565e-05
                 188        9.505089e-01        9.501691e-01        1.109607e-05
                 189        9.505144e-01        9.501710e-01        1.118677e-05
                 190        9.505200e-01        9.501728e-01        1.127775e-05
                 191        9.505257e-01        9.501746e-01        1.136901e-05
                 192        9.505313e-01        9.501765e-01        1.146056e-05
                 193        9.505370e-01        9.501784e-01        1.155240e-05
                 194        9.505427e-01        9.501802e-01        1.164452e-05
                 195        9.505485e-01        9.501821e-01        1.173692e-05
                 196        9.505543e-01        9.501840e-01        1.182962e-05
                 197        9.505601e-01        9.501859e-01        1.192260e-05
                 198        9.505660e-01        9.501879e-01        1.201586e-05
                 199        9.505718e-01        9.501898e-01        1.210940e-05
                 200        9.505778e-01        9.501917e-01        1.220323e-05
                 201        9.505837e-01        9.501937e-01        1.229735e-05
                 202        9.505897e-01        9.501956e-01        1.239174e-05
                 203        9.505957e-01        9.501976e-01        1.248642e-05
                 204        9.506017e-01        9.501996e-01        1.258138e-05
                 205        9.506078e-01        9.502016e-01        1.267662e-05
                 206        9.506139e-01        9.502036e-01        1.277214e-05
                 207        9.506201e-01        9.502056e-01        1.286794e-05
                 208        9.506263e-01        9.502076e-01        1.296402e-05
                 209        9.506325e-01        9.502097e-01        1.306038e-05
                 210        9.506387e-01        9.502117e-01        1.315702e-05
                 211        9.506450e-01        9.502138e-01        1.325393e-05
                 212        9.506513e-01        9.502158e-01        1.335113e-05
                 213        9.506576e-01        9.502179e-01        1.344860e-05
                 214        9.506640e-01        9.502200e-01        1.354636e-05
                 215        9.506704e-01        9.502221e-01        1.364439e-05
                 216        9.506768e-01        9.502242e-01        1.374269e-05
                 217        9.506833e-01        9.502263e-01        1.384128e-05
                 218        9.506898e-01        9.502284e-01        1.394014e-05
                 219        9.506964e-01        9.502306e-01        1.403929e-05
                 220        9.507029e-01        9.502327e-01        1.413871e-05
                 221        9.507095e-01        9.502349e-01        1.423842e-05
                 222        9.507162e-01        9.502370e-01        1.433840e-05
                 223        9.507228e-01        9.502392e-01        1.443865e-05
                 224        9.507295e-01        9.502414e-01        1.453919e-05
                 225        9.507363e-01        9.502436e-01        1.464000e-05
                 226        9.507431e-01        9.502458e-01        1.474108e-05
                 227        9.507499e-01        9.502480e-01        1.484244e-05
                 228        9.507567e-01        9.502503e-01        1.494408e-05
                 229        9.507636e-01        9.502525e-01        1.504600e-05
                 230        9.507705e-01        9.502547e-01        1.514820e-05
                 231        9.507774e-01        9.502570e-01        1.525067e-05
                 232        9.507844e-01        9.502593e-01        1.535342e-05
                 233        9.507914e-01        9.502616e-01        1.545645e-05
                 234        9.507985e-01        9.502639e-01        1.555976e-05
                 235        9.508055e-01        9.502662e-01        1.566335e-05
                 236        9.508127e-01        9.502685e-01        1.576722e-05
                 237        9.508198e-01        9.502708e-01        1.587138e-05
                 238        9.508270e-01        9.502731e-01        1.597583e-05
                 239        9.508342e-01        9.502755e-01        1.608055e-05
                 240        9.508415e-01        9.502779e-01        1.618557e-05
                 241        9.508488e-01        9.502802e-01        1.629086e-05
                 242        9.508561e-01        9.502826e-01        1.639644e-05
                 243        9.508635e-01        9.502850e-01        1.650231e-05
                 244        9.508709e-01        9.502874e-01        1.660847e-05
                 245        9.508783e-01        9.502898e-01        1.671491e-05
                 246        9.508858e-01        9.502922e-01        1.682164e-05
                 247        9.508933e-01        9.502947e-01        1.692865e-05
                 248        9.509009e-01        9.502971e-01        1.703595e-05
                 249        9.509084e-01        9.502996e-01        1.714354e-05
                 250        9.509161e-01        9.503020e-01        1.725141e-05
                 251        9.509237e-01        9.503045e-01        1.735956e-05
                 252        9.509314e-01        9.503070e-01        1.746801e-05
                 253        9.509391e-01        9.503095e-01        1.757674e-05
                 254        9.509469e-01        9.503120e-01        1.768575e-05
                 255        9.509547e-01        9.503145e-01        1.779505e-05
                 256        9.509625e-01        9.503171e-01        1.790464e-05
                 257        9.509703e-01        9.503196e-01        1.801450e-05
                 258        9.509782e-01        9.503221e-01        1.812466e-05
                 259        9.509862e-01        9.503247e-01        1.823509e-05
                 260        9.509941e-01        9.503273e-01        1.834582e-05
                 261        9.510021e-01        9.503299e-01        1.845682e-05
                 262        9.510101e-01        9.503325e-01        1.856811e-05
                 263        9.510182e-01        9.503351e-01        1.867968e-05
                 264        9.510263e-01        9.503377e-01        1.879154e-05
                 265        9.510345e-01        9.503403e-01        1.890367e-05
                 266        9.510426e-01        9.503430e-01        1.901609e-05
                 267        9.510508e-01        9.503456e-01        1.912880e-05
                 268        9.510591e-01        9.503483e-01        1.924179e-05
                 269        9.510674e-01        9.503509e-01        1.935506e-05
                 270        9.510757e-01        9.503536e-01        1.946862e-05
                 271        9.510841e-01        9.503563e-01        1.958246e-05
                 272        9.510925e-01        9.503590e-01        1.969659e-05
                 273        9.511009e-01        9.503618e-01        1.981100e-05
                 274        9.511093e-01        9.503645e-01        1.992570e-05
                 275        9.511178e-01        9.503672e-01        2.004068e-05
                 276        9.511264e-01        9.503700e-01        2.015594e-05
                 277        9.511349e-01        9.503727e-01        2.027148e-05
                 278        9.511436e-01        9.503755e-01        2.038731e-05
                 279        9.511522e-01        9.503783e-01        2.050342e-05
                 280        9.511609e-01        9.503811e-01        2.061981e-05
                 281        9.511696e-01        9.503839e-01        2.073648e-05
                 282        9.511783e-01        9.503867e-01        2.085344e-05
                 283        9.511871e-01        9.503895e-01        2.097069e-05
                 284        9.511960e-01        9.503924e-01        2.108822e-05
                 285        9.512048e-01        9.503952e-01        2.120604e-05
                 286        9.512137e-01        9.503981e-01        2.132414e-05
                 287        9.512227e-01        9.504010e-01        2.144252e-05
                 288        9.512317e-01        9.504038e-01        2.156119e-05
                 289        9.512407e-01        9.504067e-01        2.168015e-05
                 290        9.512497e-01        9.504096e-01        2.179939e-05
                 291        9.512588e-01        9.504126e-01        2.191891e-05
                 292        9.512679e-01        9.504155e-01        2.203871e-05
                 293        9.512771e-01        9.504184e-01        2.215880e-05
                 294        9.512863e-01        9.504214e-01        2.227917e-05
                 295        9.512955e-01        9.504244e-01        2.239982e-05
                 296        9.513048e-01        9.504273e-01        2.252075e-05
                 297        9.513141e-01        9.504303e-01        2.264197e-05
                 298        9.513234e-01        9.504333e-01        2.276346e-05
                 299        9.513328e-01        9.504363e-01        2.288524e-05
                 300        9.513422e-01        9.504393e-01        2.300730e-05
                 301        9.513516e-01        9.504424e-01        2.312964e-05
                 302        9.513611e-01        9.504454e-01        2.325227e-05
                 303        9.513706e-01        9.504485e-01        2.337517e-05
                 304        9.513802e-01        9.504515e-01        2.349835e-05
                 305        9.513898e-01        9.504546e-01        2.362182e-05
                 306        9.513994e-01        9.504577e-01        2.374556e-05
                 307        9.514091e-01        9.504608e-01        2.386959e-05
                 308        9.514188e-01        9.504639e-01        2.399390e-05
                 309        9.514286e-01        9.504670e-01        2.411849e-05
                 310        9.514383e-01        9.504702e-01        2.424336e-05
                 311        9.514482e-01        9.504733e-01        2.436852e-05
                 312        9.514580e-01        9.504765e-01        2.449395e-05
                 313        9.514679e-01        9.504796e-01        2.461968e-05
                 314        9.514779e-01        9.504828e-01        2.474568e-05
                 315        9.514879e-01        9.504860e-01        2.487198e-05
                 316        9.514979e-01        9.504892e-01        2.499856e-05
                 317        9.515080e-01        9.504924e-01        2.512542e-05
                 318        9.515181e-01        9.504956e-01        2.525257e-05
                 319        9.515282e-01        9.504989e-01        2.538001e-05
                 320        9.515384e-01        9.505021e-01        2.550774e-05
                 321        9.515486e-01        9.505054e-01        2.563575e-05
                 322        9.515588e-01        9.505087e-01        2.576405e-05
                 323        9.515691e-01        9.505119e-01        2.589264e-05
                 324        9.515795e-01        9.505152e-01        2.602151e-05
                 325        9.515898e-01        9.505185e-01        2.615067e-05
                 326        9.516002e-01        9.505219e-01        2.628011e-05
                 327        9.516107e-01        9.505252e-01        2.640984e-05
                 328        9.516212e-01        9.505285e-01        2.653986e-05
                 329        9.516317e-01        9.505319e-01        2.667017e-05
                 330        9.516422e-01        9.505352e-01        2.680076e-05
                 331        9.516528e-01        9.505386e-01        2.693164e-05
                 332        9.516635e-01        9.505420e-01        2.706280e-05
                 333        9.516742e-01        9.505454e-01        2.719425e-05
                 334        9.516849e-01        9.505488e-01        2.732599e-05
                 335        9.516956e-01        9.505522e-01        2.745802e-05
                 336        9.517064e-01        9.505557e-01        2.759034e-05
                 337        9.517173e-01        9.505591e-01        2.772294e-05
                 338        9.517281e-01        9.505626e-01        2.785583e-05
                 339        9.517391e-01        9.505661e-01        2.798900e-05
                 340        9.517500e-01        9.505695e-01        2.812247e-05
                 341        9.517610e-01        9.505730e-01        2.825622e-05
                 342        9.517720e-01        9.505765e-01        2.839026e-05
                 343        9.517831e-01        9.505801e-01        2.852459e-05
                 344        9.517942e-01        9.505836e-01        2.865921e-05
                 345        9.518054e-01        9.505871e-01        2.879411e-05
                 346        9.518166e-01        9.505907e-01        2.892931e-05
                 347        9.518278e-01        9.505942e-01        2.906479e-05
                 348        9.518391e-01        9.505978e-01        2.920056e-05
                 349        9.518504e-01        9.506014e-01        2.933662e-05
                 350        9.518617e-01        9.506050e-01        2.947297e-05
                 351        9.518731e-01        9.506086e-01        2.960962e-05
                 352        9.518846e-01        9.506122e-01        2.974655e-05
                 353        9.518960e-01        9.506159e-01        2.988377e-05
                 354        9.519076e-01        9.506195e-01        3.002129e-05
                 355        9.519191e-01        9.506232e-01        3.015909e-05
                 356        9.519307e-01        9.506269e-01        3.029719e-05
                 357        9.519424e-01        9.506306e-01        3.043558e-05
                 358        9.519540e-01        9.506342e-01        3.057426e-05
                 359        9.519658e-01        9.506380e-01        3.071323e-05
                 360        9.519775e-01        9.506417e-01        3.085250e-05
                 361        9.519893e-01        9.506454e-01        3.099206e-05
                 362        9.520012e-01        9.506492e-01        3.113192e-05
                 363        9.520131e-01        9.506529e-01        3.127207e-05
                 364        9.520250e-01        9.506567e-01        3.141251e-05
                 365        9.520370e-01        9.506605e-01        3.155325e-05
                 366        9.520490e-01        9.506643e-01        3.169429e-05
                 367        9.520610e-01        9.506681e-01        3.183563e-05
                 368        9.520731e-01        9.506719e-01        3.197726e-05
                 369        9.520853e-01        9.506757e-01        3.211918e-05
                 370        9.520975e-01        9.506796e-01        3.226141e-05
                 371        9.521097e-01        9.506834e-01        3.240393e-05
                 372        9.521220e-01        9.506873e-01        3.254675e-05
                 373        9.521343e-01        9.506912e-01        3.268987e-05
                 374        9.521466e-01        9.506950e-01        3.283328e-05
                 375        9.521590e-01        9.506990e-01        3.297699e-05
                 376        9.521714e-01        9.507029e-01        3.312100e-05
                 377        9.521839e-01        9.507068e-01        3.326531e-05
                 378        9.521964e-01        9.507107e-01        3.340992e-05
                 379        9.522090e-01        9.507147e-01        3.355483e-05
                 380        9.522216e-01        9.507187e-01        3.370003e-05
                 381        9.522342e-01        9.507226e-01        3.384554e-05
                 382        9.522469e-01        9.507266e-01        3.399135e-05
                 383        9.522597e-01        9.507306e-01        3.413745e-05
                 384        9.522724e-01        9.507346e-01        3.428386e-05
                 385        9.522852e-01        9.507387e-01        3.443057e-05
                 386        9.522981e-01        9.507427e-01        3.457758e-05
                 387        9.523110e-01        9.507468e-01        3.472489e-05
                 388        9.523240e-01        9.507508e-01        3.487250e-05
                 389        9.523370e-01        9.507549e-01        3.502042e-05
                 390        9.523500e-01        9.507590e-01        3.516865e-05
                 391        9.523631e-01        9.507631e-01        3.531717e-05
                 392        9.523762e-01        9.507672e-01        3.546601e-05
                 393        9.523894e-01        9.507713e-01        3.561515e-05
                 394        9.524026e-01        9.507755e-01        3.576459e-05
                 395        9.524158e-01        9.507796e-01        3.591434e-05
                 396        9.524291e-01        9.507838e-01        3.606440e-05
                 397        9.524425e-01        9.507880e-01        3.621476e-05
                 398        9.524559e-01        9.507922e-01        3.636543e-05
                 399        9.524693e-01        9.507964e-01        3.651640e-05
                 400        9.524828e-01        9.508006e-01        3.666769e-05
                 401        9.524963e-01        9.508048e-01        3.681928e-05
                 402        9.525099e-01        9.508091e-01        3.697117e-05
                 403        9.525235e-01        9.508133e-01        3.712338e-05
                 404        9.525371e-01        9.508176e-01        3.727590e-05
                 405        9.525508e-01        9.508219e-01        3.742872e-05
                 406        9.525646e-01        9.508262e-01        3.758185e-05
                 407        9.525783e-01        9.508305e-01        3.773529e-05
                 408        9.525922e-01        9.508348e-01        3.788904e-05
                 409        9.526060e-01        9.508391e-01        3.804310e-05
                 410        9.526200e-01        9.508434e-01        3.819747e-05
                 411        9.526339e-01        9.508478e-01        3.835215e-05
                 412        9.526479e-01        9.508522e-01        3.850715e-05
                 413        9.526620e-01        9.508566e-01        3.866245e-05
                 414        9.526761e-01        9.508610e-01        3.881807e-05
                 415        9.526902e-01        9.508654e-01        3.897400e-05
                 416        9.527044e-01        9.508698e-01        3.913024e-05
                 417        9.527187e-01        9.508742e-01        3.928679e-05
                 418        9.527330e-01        9.508787e-01        3.944366e-05
                 419        9.527473e-01        9.508831e-01        3.960084e-05
                 420        9.527617e-01        9.508876e-01        3.975834e-05
                 421        9.527761e-01        9.508921e-01        3.991615e-05
                 422        9.527905e-01        9.508966e-01        4.007427e-05
                 423        9.528051e-01        9.509011e-01        4.023271e-05
                 424        9.528196e-01        9.509056e-01        4.039147e-05
                 425        9.528342e-01        9.509102e-01        4.055054e-05
                 426        9.528489e-01        9.509147e-01        4.070994e-05
                 427        9.528636e-01        9.509193e-01        4.086965e-05
                 428        9.528783e-01        9.509238e-01        4.102967e-05
                 429        9.528931e-01        9.509284e-01        4.119002e-05
                 430        9.529080e-01        9.509330e-01        4.135069e-05
                 431        9.529229e-01        9.509377e-01        4.151168e-05
                 432        9.529378e-01        9.509423e-01        4.167299e-05
                 433        9.529528e-01        9.509469e-01        4.183462e-05
                 434        9.529678e-01        9.509516e-01        4.199658e-05
                 435        9.529829e-01        9.509563e-01        4.215886e-05
                 436        9.529981e-01        9.509609e-01        4.232146e-05
                 437        9.530132e-01        9.509656e-01        4.248438e-05
                 438        9.530285e-01        9.509703e-01        4.264763e-05
                 439        9.530437e-01        9.509751e-01        4.281121e-05
                 440        9.530591e-01        9.509798e-01        4.297511e-05
                 441        9.530744e-01        9.509846e-01        4.313934e-05
                 442        9.530899e-01        9.509893e-01        4.330390e-05
                 443        9.531053e-01        9.509941e-01        4.346878e-05
                 444        9.531208e-01        9.509989e-01        4.363399e-05
                 445        9.531364e-01        9.510037e-01        4.379953e-05
                 446        9.531520e-01        9.510085e-01        4.396540e-05
                 447        9.531677e-01        9.510133e-01        4.413160e-05
                 448        9.531834e-01        9.510182e-01        4.429813e-05
                 449        9.531992e-01        9.510230e-01        4.446499e-05
                 450        9.532150e-01        9.510279e-01        4.463219e-05
                 451        9.532308e-01        9.510328e-01        4.479971e-05
                 452        9.532468e-01        9.510377e-01        4.496757e-05
                 453        9.532627e-01        9.510426e-01        4.513576e-05
                 454        9.532787e-01        9.510475e-01        4.530429e-05
                 455        9.532948e-01        9.510525e-01        4.547315e-05
                 456        9.533109e-01        9.510574e-01        4.564235e-05
                 457        9.533271e-01        9.510624e-01        4.581188e-05
                 458        9.533433e-01        9.510674e-01        4.598175e-05
                 459        9.533595e-01        9.510724e-01        4.615196e-05
                 460        9.533759e-01        9.510774e-01        4.632250e-05
                 461        9.533922e-01        9.510824e-01        4.649338e-05
                 462        9.534086e-01        9.510874e-01        4.666460e-05
                 463        9.534251e-01        9.510925e-01        4.683616e-05
                 464        9.534416e-01        9.510975e-01        4.700806e-05
                 465        9.534582e-01        9.511026e-01        4.718029e-05
                 466        9.534748e-01        9.511077e-01        4.735287e-05
                 467        9.534914e-01        9.511128e-01        4.752579e-05
                 468        9.535082e-01        9.511179e-01        4.769905e-05
                 469        9.535249e-01        9.511231e-01        4.787265e-05
                 470        9.535417e-01        9.511282e-01        4.804660e-05
                 471        9.535586e-01        9.511334e-01        4.822088e-05
                 472        9.535755e-01        9.511385e-01        4.839552e-05
                 473        9.535925e-01        9.511437e-01        4.857049e-05
                 474        9.536095e-01        9.511489e-01        4.874581e-05
                 475        9.536266e-01        9.511541e-01        4.892148e-05
                 476        9.536438e-01        9.511594e-01        4.909750e-05
                 477        9.536609e-01        9.511646e-01        4.927386e-05
                 478        9.536782e-01        9.511699e-01        4.945058e-05
                 479        9.536955e-01        9.511751e-01        4.962764e-05
                 480        9.537128e-01        9.511804e-01        4.980506e-05
                 481        9.537302e-01        9.511857e-01        4.998282e-05
                 482        9.537477e-01        9.511911e-01        5.016094e-05
                 483        9.537652e-01        9.511964e-01        5.033941e-05
                 484        9.537827e-01        9.512017e-01        5.051824e-05
                 485        9.538004e-01        9.512071e-01        5.069742e-05
                 486        9.538180e-01        9.512125e-01        5.087696e-05
                 487        9.538358e-01        9.512178e-01        5.105685e-05
                 488        9.538535e-01        9.512232e-01        5.123710e-05
                 489        9.538714e-01        9.512287e-01        5.141770e-05
                 490        9.538893e-01        9.512341e-01        5.159867e-05
                 491        9.539072e-01        9.512395e-01        5.178000e-05
                 492        9.539252e-01        9.512450e-01        5.196168e-05
                 493        9.539432e-01        9.512505e-01        5.214373e-05
                 494        9.539613e-01        9.512560e-01        5.232614e-05
                 495        9.539795e-01        9.512615e-01        5.250891e-05
                 496        9.539977e-01        9.512670e-01        5.269204e-05
                 497        9.540160e-01        9.512725e-01        5.287554e-05
                 498        9.540343e-01        9.512780e-01        5.305939e-05
