#                  BLOCK:   ACTUAL_TE:          TE_AVE:             ERROR:
                   1        1.393163e+00        1.393163e+00        0.000000e+00
                   2        1.393163e+00        1.393163e+00        0.000000e+00
                   3        1.393163e+00        1.393163e+00        1.216675e-08
                   4        1.393163e+00        1.393163e+00        7.450581e-09
                   5        1.393163e+00        1.393163e+00        0.000000e+00
                   6        1.393163e+00        1.393163e+00        6.083374e-09
                   7        1.393163e+00        1.393163e+00        7.965006e-09
                   8        1.393163e+00        1.393163e+00        0.000000e+00
                   9        1.393163e+00        1.393163e+00        0.000000e+00
                  10        1.393163e+00        1.393163e+00        6.664002e-09
                  11        1.393163e+00        1.393163e+00        4.492869e-09
                  12        1.393163e+00        1.393163e+00        4.301595e-09
                  13        1.393163e+00        1.393163e+00        5.844716e-09
                  14        1.393163e+00        1.393163e+00        7.965006e-09
                  15        1.393163e+00        1.393163e+00        5.441135e-09
                  16        1.393163e+00        1.393163e+00        5.268356e-09
                  17        1.393163e+00        1.393163e+00        6.259740e-09
                  18        1.393163e+00        1.393163e+00        6.083374e-09
                  19        1.393163e+00        1.393163e+00        4.834575e-09
                  20        1.393163e+00        1.393163e+00        6.664002e-09
                  21        1.393163e+00        1.393163e+00        6.503400e-09
                  22        1.393163e+00        1.393163e+00        6.353876e-09
                  23        1.393163e+00        1.393163e+00        6.947702e-09
                  24        1.393163e+00        1.393163e+00        6.083374e-09
                  25        1.393163e+00        1.393163e+00        4.214685e-09
                  26        1.393163e+00        1.393163e+00        4.132839e-09
                  27        1.393163e+00        1.393163e+00        0.000000e+00
                  28        1.393163e+00        1.393163e+00        0.000000e+00
                  29        1.393163e+00        1.393163e+00        0.000000e+00
                  30        1.393163e+00        1.393163e+00        3.847463e-09
                  31        1.393163e+00        1.393163e+00        3.784899e-09
                  32        1.393163e+00        1.393163e+00        2.634178e-09
                  33        1.393163e+00        1.393163e+00        2.593959e-09
                  34        1.393163e+00        1.393163e+00        3.614062e-09
                  35        1.393163e+00        1.393163e+00        3.562059e-09
                  36        1.393163e+00        1.393163e+00        2.483527e-09
                  37        1.393163e+00        1.393163e+00        2.449736e-09
                  38        1.393163e+00        1.393163e+00        0.000000e+00
                  39        1.393163e+00        1.393163e+00        3.374449e-09
                  40        1.393163e+00        1.393163e+00        2.356080e-09
                  41        1.393163e+00        1.393163e+00        3.291116e-09
                  42        1.393163e+00        1.393163e+00        3.982503e-09
                  43        1.393163e+00        1.393163e+00        3.935922e-09
                  44        1.393163e+00        1.393163e+00        3.176938e-09
                  45        1.393163e+00        1.393163e+00        4.442668e-09
                  46        1.393163e+00        1.393163e+00        0.000000e+00
                  47        1.393163e+00        1.393163e+00        0.000000e+00
                  48        1.393163e+00        1.393163e+00        0.000000e+00
                  49        1.393163e+00        1.393163e+00        2.128737e-09
                  50        1.393163e+00        1.393163e+00        2.107342e-09
                  51        1.393163e+00        1.393163e+00        3.614062e-09
                  52        1.393163e+00        1.393163e+00        4.620654e-09
                  53        1.393163e+00        1.393163e+00        4.576855e-09
                  54        1.393163e+00        1.393163e+00        4.534279e-09
                  55        1.393163e+00        1.393163e+00        3.480161e-09
                  56        1.393163e+00        1.393163e+00        1.991251e-09
                  57        1.393163e+00        1.393163e+00        0.000000e+00
                  58        1.393163e+00        1.393163e+00        1.956618e-09
                  59        1.393163e+00        1.393163e+00        1.939966e-09
                  60        1.393163e+00        1.393163e+00        0.000000e+00
                  61        1.393163e+00        1.393163e+00        2.698175e-09
                  62        1.393163e+00        1.393163e+00        0.000000e+00
                  63        1.393163e+00        1.393163e+00        1.877370e-09
                  64        1.393163e+00        1.393163e+00        1.862645e-09
                  65        1.393163e+00        1.393163e+00        1.848262e-09
                  66        1.393163e+00        1.393163e+00        2.593959e-09
                  67        1.393163e+00        1.393163e+00        0.000000e+00
                  68        1.393163e+00        1.393163e+00        0.000000e+00
                  69        1.393163e+00        1.393163e+00        1.793889e-09
                  70        1.393163e+00        1.393163e+00        1.781029e-09
                  71        1.393163e+00        1.393163e+00        1.768442e-09
                  72        1.393163e+00        1.393163e+00        0.000000e+00
                  73        1.393163e+00        1.393163e+00        0.000000e+00
                  74        1.393163e+00        1.393163e+00        1.732225e-09
                  75        1.393163e+00        1.393163e+00        0.000000e+00
                  76        1.393163e+00        1.393163e+00        0.000000e+00
                  77        1.393163e+00        1.393163e+00        1.698145e-09
                  78        1.393163e+00        1.393163e+00        1.687224e-09
                  79        1.393163e+00        1.393163e+00        1.676512e-09
                  80        1.393163e+00        1.393163e+00        1.666000e-09
                  81        1.393163e+00        1.393163e+00        2.341492e-09
                  82        1.393163e+00        1.393163e+00        2.850190e-09
                  83        1.393163e+00        1.393163e+00        3.271230e-09
                  84        1.393163e+00        1.393163e+00        3.251700e-09
                  85        1.393163e+00        1.393163e+00        3.614062e-09
