#                  BLOCK:   ACTUAL_P:           P_AVE:              ERROR:
                1333        4.393385e-02        4.300436e-02        3.519994e-05
                1334        4.403162e-02        4.300513e-02        3.518197e-05
                1335        4.413146e-02        4.300598e-02        3.516574e-05
                1336        4.423313e-02        4.300690e-02        3.515141e-05
                1337        4.433614e-02        4.300789e-02        3.513917e-05
                1338        4.444045e-02        4.300896e-02        3.512922e-05
                1339        4.454653e-02        4.301011e-02        3.512175e-05
                1340        4.465436e-02        4.301134e-02        3.511696e-05
                1341        4.476366e-02        4.301264e-02        3.511508e-05
                1342        4.487440e-02        4.301403e-02        3.511631e-05
                1343        4.498609e-02        4.301550e-02        3.512085e-05
                1344        4.509939e-02        4.301705e-02        3.512892e-05
                1345        4.521403e-02        4.301868e-02        3.514076e-05
                1346        4.532997e-02        4.302040e-02        3.515658e-05
                1347        4.544692e-02        4.302220e-02        3.517661e-05
                1348        4.556508e-02        4.302409e-02        3.520106e-05
                1349        4.568462e-02        4.302606e-02        3.523017e-05
                1350        4.580550e-02        4.302812e-02        3.526418e-05
                1351        4.592718e-02        4.303026e-02        3.530331e-05
                1352        4.604983e-02        4.303250e-02        3.534777e-05
                1353        4.617340e-02        4.303482e-02        3.539779e-05
                1354        4.629805e-02        4.303723e-02        3.545360e-05
                1355        4.642323e-02        4.303973e-02        3.551539e-05
                1356        4.654911e-02        4.304232e-02        3.558337e-05
                1357        4.667537e-02        4.304499e-02        3.565772e-05
                1358        4.680264e-02        4.304776e-02        3.573867e-05
                1359        4.693037e-02        4.305062e-02        3.582638e-05
                1360        4.705823e-02        4.305356e-02        3.592102e-05
                1361        4.718636e-02        4.305660e-02        3.602275e-05
                1362        4.731467e-02        4.305973e-02        3.613171e-05
                1363        4.744307e-02        4.306294e-02        3.624804e-05
                1364        4.757146e-02        4.306625e-02        3.637185e-05
                1365        4.769974e-02        4.306964e-02        3.650326e-05
                1366        4.782780e-02        4.307313e-02        3.664236e-05
                1367        4.795578e-02        4.307670e-02        3.678923e-05
                1368        4.808310e-02        4.308036e-02        3.694391e-05
                1369        4.821013e-02        4.308411e-02        3.710646e-05
                1370        4.833627e-02        4.308794e-02        3.727690e-05
                1371        4.846166e-02        4.309186e-02        3.745520e-05
                1372        4.858619e-02        4.309586e-02        3.764138e-05
                1373        4.870950e-02        4.309995e-02        3.783536e-05
                1374        4.883196e-02        4.310412e-02        3.803712e-05
                1375        4.895323e-02        4.310838e-02        3.824659e-05
                1376        4.907318e-02        4.311271e-02        3.846366e-05
                1377        4.919147e-02        4.311713e-02        3.868823e-05
                1378        4.930847e-02        4.312162e-02        3.892017e-05
                1379        4.942384e-02        4.312619e-02        3.915935e-05
                1380        4.953745e-02        4.313084e-02        3.940560e-05
                1381        4.964945e-02        4.313556e-02        3.965876e-05
                1382        4.975927e-02        4.314035e-02        3.991863e-05
                1383        4.986679e-02        4.314521e-02        4.018497e-05
                1384        4.997265e-02        4.315015e-02        4.045759e-05
                1385        5.007578e-02        4.315515e-02        4.073623e-05
                1386        5.017683e-02        4.316021e-02        4.102066e-05
                1387        5.027546e-02        4.316534e-02        4.131061e-05
                1388        5.037159e-02        4.317053e-02        4.160581e-05
                1389        5.046516e-02        4.317579e-02        4.190600e-05
                1390        5.055607e-02        4.318109e-02        4.221088e-05
                1391        5.064476e-02        4.318646e-02        4.252019e-05
                1392        5.073019e-02        4.319188e-02        4.283361e-05
                1393        5.081280e-02        4.319735e-02        4.315083e-05
                1394        5.089253e-02        4.320287e-02        4.347154e-05
                1395        5.096934e-02        4.320844e-02        4.379543e-05
                1396        5.104319e-02        4.321405e-02        4.412219e-05
                1397        5.111381e-02        4.321971e-02        4.445150e-05
                1398        5.118165e-02        4.322540e-02        4.478306e-05
                1399        5.124621e-02        4.323113e-02        4.511655e-05
                1400        5.130796e-02        4.323690e-02        4.545168e-05
                1401        5.136665e-02        4.324271e-02        4.578816e-05
                1402        5.142204e-02        4.324854e-02        4.612568e-05
                1403        5.147485e-02        4.325440e-02        4.646397e-05
                1404        5.152461e-02        4.326029e-02        4.680277e-05
                1405        5.157111e-02        4.326621e-02        4.714177e-05
                1406        5.161460e-02        4.327215e-02        4.748071e-05
                1407        5.165512e-02        4.327810e-02        4.781932e-05
                1408        5.169269e-02        4.328408e-02        4.815735e-05
                1409        5.172712e-02        4.329007e-02        4.849455e-05
                1410        5.175869e-02        4.329608e-02        4.883067e-05
                1411        5.178769e-02        4.330210e-02        4.916552e-05
                1412        5.181392e-02        4.330813e-02        4.949888e-05
                1413        5.183746e-02        4.331416e-02        4.983055e-05
                1414        5.185835e-02        4.332020e-02        5.016034e-05
                1415        5.187667e-02        4.332625e-02        5.048807e-05
                1416        5.189249e-02        4.333230e-02        5.081356e-05
                1417        5.190586e-02        4.333835e-02        5.113665e-05
                1418        5.191664e-02        4.334440e-02        5.145718e-05
                1419        5.192537e-02        4.335045e-02        5.177503e-05
                1420        5.193212e-02        4.335649e-02        5.209008e-05
                1421        5.193627e-02        4.336253e-02        5.240219e-05
                1422        5.193814e-02        4.336856e-02        5.271121e-05
                1423        5.193827e-02        4.337458e-02        5.301708e-05
                1424        5.193699e-02        4.338060e-02        5.331973e-05
                1425        5.193368e-02        4.338660e-02        5.361908e-05
                1426        5.192864e-02        4.339259e-02        5.391505e-05
                1427        5.192173e-02        4.339856e-02        5.420756e-05
                1428        5.191350e-02        4.340453e-02        5.449657e-05
                1429        5.190355e-02        4.341048e-02        5.478201e-05
                1430        5.189221e-02        4.341641e-02        5.506386e-05
                1431        5.187979e-02        4.342232e-02        5.534209e-05
                1432        5.186612e-02        4.342822e-02        5.561668e-05
                1433        5.185129e-02        4.343410e-02        5.588762e-05
                1434        5.183536e-02        4.343995e-02        5.615488e-05
                1435        5.181841e-02        4.344579e-02        5.641846e-05
                1436        5.180050e-02        4.345161e-02        5.667837e-05
                1437        5.178170e-02        4.345741e-02        5.693460e-05
                1438        5.176184e-02        4.346318e-02        5.718714e-05
                1439        5.174144e-02        4.346894e-02        5.743602e-05
                1440        5.172058e-02        4.347467e-02        5.768128e-05
                1441        5.169882e-02        4.348037e-02        5.792291e-05
                1442        5.167623e-02        4.348606e-02        5.816093e-05
                1443        5.165331e-02        4.349172e-02        5.839537e-05
                1444        5.162989e-02        4.349735e-02        5.862627e-05
                1445        5.160601e-02        4.350296e-02        5.885364e-05
                1446        5.158170e-02        4.350855e-02        5.907753e-05
                1447        5.155700e-02        4.351411e-02        5.929796e-05
                1448        5.153195e-02        4.351965e-02        5.951498e-05
                1449        5.150610e-02        4.352516e-02        5.972858e-05
                1450        5.148044e-02        4.353065e-02        5.993883e-05
                1451        5.145450e-02        4.353611e-02        6.014578e-05
                1452        5.142856e-02        4.354154e-02        6.034947e-05
                1453        5.140263e-02        4.354696e-02        6.054996e-05
                1454        5.137602e-02        4.355234e-02        6.074726e-05
                1455        5.134899e-02        4.355770e-02        6.094139e-05
                1456        5.132249e-02        4.356303e-02        6.113243e-05
                1457        5.129535e-02        4.356834e-02        6.132040e-05
                1458        5.126805e-02        4.357362e-02        6.150532e-05
                1459        5.124060e-02        4.357887e-02        6.168725e-05
                1460        5.121325e-02        4.358410e-02        6.186622e-05
                1461        5.118552e-02        4.358931e-02        6.204227e-05
                1462        5.115766e-02        4.359448e-02        6.221543e-05
                1463        5.112965e-02        4.359963e-02        6.238573e-05
                1464        5.110175e-02        4.360476e-02        6.255322e-05
                1465        5.107300e-02        4.360986e-02        6.271790e-05
                1466        5.104434e-02        4.361493e-02        6.287981e-05
                1467        5.101600e-02        4.361997e-02        6.303902e-05
                1468        5.098752e-02        4.362499e-02        6.319554e-05
                1469        5.095888e-02        4.362998e-02        6.334941e-05
                1470        5.092984e-02        4.363495e-02        6.350065e-05
                1471        5.090062e-02        4.363989e-02        6.364929e-05
                1472        5.087123e-02        4.364480e-02        6.379535e-05
                1473        5.084165e-02        4.364969e-02        6.393886e-05
                1474        5.081188e-02        4.365455e-02        6.407985e-05
                1475        5.078190e-02        4.365938e-02        6.421834e-05
                1476        5.075172e-02        4.366418e-02        6.435435e-05
                1477        5.072131e-02        4.366896e-02        6.448791e-05
                1478        5.069067e-02        4.367371e-02        6.461903e-05
                1479        5.065956e-02        4.367843e-02        6.474774e-05
                1480        5.062845e-02        4.368313e-02        6.487406e-05
                1481        5.059731e-02        4.368780e-02        6.499802e-05
                1482        5.056521e-02        4.369244e-02        6.511962e-05
                1483        5.053307e-02        4.369705e-02        6.523887e-05
                1484        5.050089e-02        4.370164e-02        6.535581e-05
                1485        5.046819e-02        4.370619e-02        6.547045e-05
                1486        5.043545e-02        4.371072e-02        6.558282e-05
                1487        5.040264e-02        4.371522e-02        6.569294e-05
                1488        5.036930e-02        4.371969e-02        6.580081e-05
                1489        5.033542e-02        4.372414e-02        6.590646e-05
                1490        5.030146e-02        4.372855e-02        6.600989e-05
                1491        5.026720e-02        4.373294e-02        6.611113e-05
                1492        5.023262e-02        4.373729e-02        6.621019e-05
                1493        5.019796e-02        4.374162e-02        6.630711e-05
                1494        5.016299e-02        4.374592e-02        6.640188e-05
                1495        5.012770e-02        4.375019e-02        6.649454e-05
                1496        5.009185e-02        4.375443e-02        6.658507e-05
                1497        5.005568e-02        4.375864e-02        6.667351e-05
                1498        5.001896e-02        4.376282e-02        6.675985e-05
                1499        4.998217e-02        4.376696e-02        6.684411e-05
                1500        4.994482e-02        4.377108e-02        6.692631e-05
                1501        4.990717e-02        4.377517e-02        6.700646e-05
                1502        4.986946e-02        4.377923e-02        6.708458e-05
                1503        4.983121e-02        4.378325e-02        6.716068e-05
                1504        4.979290e-02        4.378725e-02        6.723479e-05
                1505        4.975431e-02        4.379122e-02        6.730691e-05
                1506        4.971544e-02        4.379515e-02        6.737708e-05
                1507        4.967630e-02        4.379905e-02        6.744529e-05
                1508        4.963690e-02        4.380292e-02        6.751158e-05
                1509        4.959678e-02        4.380676e-02        6.757593e-05
                1510        4.955713e-02        4.381057e-02        6.763840e-05
                1511        4.951701e-02        4.381435e-02        6.769899e-05
                1512        4.947667e-02        4.381809e-02        6.775771e-05
                1513        4.943612e-02        4.382181e-02        6.781459e-05
                1514        4.939491e-02        4.382549e-02        6.786963e-05
                1515        4.935400e-02        4.382914e-02        6.792287e-05
                1516        4.931268e-02        4.383275e-02        6.797431e-05
                1517        4.927146e-02        4.383634e-02        6.802398e-05
                1518        4.923010e-02        4.383989e-02        6.807191e-05
                1519        4.918839e-02        4.384341e-02        6.811810e-05
                1520        4.914682e-02        4.384690e-02        6.816258e-05
                1521        4.910518e-02        4.385036e-02        6.820538e-05
                1522        4.906347e-02        4.385378e-02        6.824652e-05
                1523        4.902172e-02        4.385718e-02        6.828601e-05
                1524        4.897995e-02        4.386054e-02        6.832389e-05
                1525        4.893817e-02        4.386387e-02        6.836017e-05
                1526        4.889642e-02        4.386717e-02        6.839487e-05
                1527        4.885495e-02        4.387043e-02        6.842804e-05
                1528        4.881331e-02        4.387367e-02        6.845967e-05
                1529        4.877175e-02        4.387687e-02        6.848981e-05
                1530        4.873007e-02        4.388004e-02        6.851846e-05
                1531        4.868900e-02        4.388318e-02        6.854566e-05
                1532        4.864785e-02        4.388629e-02        6.857144e-05
                1533        4.860688e-02        4.388937e-02        6.859582e-05
                1534        4.856612e-02        4.389242e-02        6.861882e-05
                1535        4.852560e-02        4.389544e-02        6.864047e-05
                1536        4.848534e-02        4.389843e-02        6.866079e-05
                1537        4.844537e-02        4.390139e-02        6.867982e-05
                1538        4.840548e-02        4.390432e-02        6.869757e-05
                1539        4.836616e-02        4.390721e-02        6.871409e-05
                1540        4.832698e-02        4.391008e-02        6.872938e-05
                1541        4.828843e-02        4.391293e-02        6.874348e-05
                1542        4.825030e-02        4.391574e-02        6.875642e-05
                1543        4.821263e-02        4.391852e-02        6.876823e-05
                1544        4.817567e-02        4.392128e-02        6.877894e-05
                1545        4.813923e-02        4.392401e-02        6.878859e-05
                1546        4.810308e-02        4.392671e-02        6.879718e-05
                1547        4.806750e-02        4.392939e-02        6.880476e-05
                1548        4.803228e-02        4.393204e-02        6.881135e-05
                1549        4.799791e-02        4.393467e-02        6.881697e-05
                1550        4.796420e-02        4.393727e-02        6.882166e-05
                1551        4.793117e-02        4.393984e-02        6.882544e-05
                1552        4.789884e-02        4.394239e-02        6.882835e-05
                1553        4.786749e-02        4.394492e-02        6.883042e-05
                1554        4.783690e-02        4.394742e-02        6.883168e-05
                1555        4.780687e-02        4.394991e-02        6.883215e-05
                1556        4.777766e-02        4.395237e-02        6.883185e-05
                1557        4.774953e-02        4.395480e-02        6.883084e-05
                1558        4.772180e-02        4.395722e-02        6.882911e-05
                1559        4.769544e-02        4.395962e-02        6.882672e-05
                1560        4.766978e-02        4.396200e-02        6.882367e-05
                1561        4.764507e-02        4.396436e-02        6.882002e-05
                1562        4.762134e-02        4.396670e-02        6.881577e-05
                1563        4.759861e-02        4.396902e-02        6.881096e-05
                1564        4.757691e-02        4.397133e-02        6.880562e-05
                1565        4.755627e-02        4.397362e-02        6.879978e-05
                1566        4.753670e-02        4.397589e-02        6.879346e-05
                1567        4.751824e-02        4.397816e-02        6.878669e-05
                1568        4.750090e-02        4.398040e-02        6.877950e-05
                1569        4.748447e-02        4.398264e-02        6.877191e-05
                1570        4.746945e-02        4.398486e-02        6.876396e-05
                1571        4.745561e-02        4.398707e-02        6.875567e-05
                1572        4.744275e-02        4.398926e-02        6.874706e-05
                1573        4.743136e-02        4.399145e-02        6.873817e-05
                1574        4.742122e-02        4.399363e-02        6.872903e-05
                1575        4.741234e-02        4.399580e-02        6.871966e-05
                1576        4.740476e-02        4.399796e-02        6.871009e-05
                1577        4.739919e-02        4.400012e-02        6.870036e-05
                1578        4.739423e-02        4.400227e-02        6.869049e-05
                1579        4.739085e-02        4.400442e-02        6.868050e-05
                1580        4.738834e-02        4.400656e-02        6.867042e-05
                1581        4.738745e-02        4.400870e-02        6.866027e-05
                1582        4.738793e-02        4.401083e-02        6.865009e-05
                1583        4.738981e-02        4.401297e-02        6.863990e-05
                1584        4.739310e-02        4.401510e-02        6.862973e-05
                1585        4.739805e-02        4.401724e-02        6.861961e-05
                1586        4.740419e-02        4.401937e-02        6.860957e-05
                1587        4.741178e-02        4.402151e-02        6.859963e-05
                1588        4.742105e-02        4.402365e-02        6.858982e-05
                1589        4.743179e-02        4.402580e-02        6.858018e-05
                1590        4.744376e-02        4.402795e-02        6.857073e-05
                1591        4.745721e-02        4.403010e-02        6.856150e-05
                1592        4.747215e-02        4.403226e-02        6.855252e-05
                1593        4.748881e-02        4.403443e-02        6.854382e-05
                1594        4.750698e-02        4.403661e-02        6.853543e-05
                1595        4.752640e-02        4.403880e-02        6.852737e-05
                1596        4.754734e-02        4.404100e-02        6.851969e-05
                1597        4.757002e-02        4.404321e-02        6.851241e-05
                1598        4.759373e-02        4.404543e-02        6.850555e-05
                1599        4.761920e-02        4.404766e-02        6.849916e-05
                1600        4.764595e-02        4.404991e-02        6.849325e-05
                1601        4.767445e-02        4.405218e-02        6.848788e-05
                1602        4.770447e-02        4.405446e-02        6.848306e-05
                1603        4.773624e-02        4.405675e-02        6.847884e-05
                1604        4.776953e-02        4.405907e-02        6.847526e-05
                1605        4.780385e-02        4.406140e-02        6.847233e-05
                1606        4.783991e-02        4.406375e-02        6.847011e-05
                1607        4.787749e-02        4.406613e-02        6.846862e-05
                1608        4.791656e-02        4.406852e-02        6.846790e-05
                1609        4.795689e-02        4.407094e-02        6.846798e-05
                1610        4.799895e-02        4.407338e-02        6.846891e-05
                1611        4.804249e-02        4.407584e-02        6.847072e-05
                1612        4.808751e-02        4.407833e-02        6.847345e-05
                1613        4.813400e-02        4.408085e-02        6.847715e-05
                1614        4.818219e-02        4.408339e-02        6.848186e-05
                1615        4.823159e-02        4.408596e-02        6.848761e-05
                1616        4.828219e-02        4.408855e-02        6.849443e-05
                1617        4.833447e-02        4.409118e-02        6.850239e-05
                1618        4.838768e-02        4.409383e-02        6.851150e-05
                1619        4.844278e-02        4.409652e-02        6.852182e-05
                1620        4.849904e-02        4.409924e-02        6.853339e-05
                1621        4.855692e-02        4.410199e-02        6.854626e-05
                1622        4.861617e-02        4.410477e-02        6.856048e-05
                1623        4.867677e-02        4.410759e-02        6.857608e-05
                1624        4.873871e-02        4.411044e-02        6.859312e-05
                1625        4.880174e-02        4.411333e-02        6.861164e-05
                1626        4.886655e-02        4.411625e-02        6.863169e-05
                1627        4.893241e-02        4.411921e-02        6.865331e-05
                1628        4.899954e-02        4.412221e-02        6.867656e-05
                1629        4.906793e-02        4.412524e-02        6.870148e-05
                1630        4.913756e-02        4.412832e-02        6.872811e-05
                1631        4.920816e-02        4.413143e-02        6.875651e-05
                1632        4.928043e-02        4.413459e-02        6.878673e-05
                1633        4.935364e-02        4.413778e-02        6.881881e-05
                1634        4.942824e-02        4.414102e-02        6.885282e-05
                1635        4.950349e-02        4.414430e-02        6.888878e-05
                1636        4.958010e-02        4.414762e-02        6.892675e-05
                1637        4.965755e-02        4.415099e-02        6.896678e-05
                1638        4.973653e-02        4.415440e-02        6.900892e-05
                1639        4.981656e-02        4.415785e-02        6.905323e-05
                1640        4.989735e-02        4.416135e-02        6.909976e-05
                1641        4.997914e-02        4.416490e-02        6.914854e-05
                1642        5.006189e-02        4.416849e-02        6.919962e-05
                1643        5.014581e-02        4.417213e-02        6.925307e-05
                1644        5.023039e-02        4.417581e-02        6.930892e-05
                1645        5.031586e-02        4.417955e-02        6.936722e-05
                1646        5.040218e-02        4.418333e-02        6.942802e-05
                1647        5.048908e-02        4.418716e-02        6.949135e-05
                1648        5.057678e-02        4.419103e-02        6.955726e-05
                1649        5.066547e-02        4.419496e-02        6.962580e-05
                1650        5.075490e-02        4.419893e-02        6.969702e-05
                1651        5.084526e-02        4.420296e-02        6.977097e-05
                1652        5.093606e-02        4.420704e-02        6.984768e-05
                1653        5.102749e-02        4.421116e-02        6.992719e-05
                1654        5.111953e-02        4.421534e-02        7.000954e-05
                1655        5.121214e-02        4.421957e-02        7.009477e-05
                1656        5.130529e-02        4.422385e-02        7.018291e-05
                1657        5.139894e-02        4.422818e-02        7.027401e-05
                1658        5.149305e-02        4.423256e-02        7.036810e-05
                1659        5.158760e-02        4.423699e-02        7.046521e-05
                1660        5.168255e-02        4.424148e-02        7.056536e-05
                1661        5.177785e-02        4.424601e-02        7.066860e-05
                1662        5.187347e-02        4.425060e-02        7.077494e-05
                1663        5.196914e-02        4.425524e-02        7.088440e-05
                1664        5.206529e-02        4.425994e-02        7.099702e-05
                1665        5.216164e-02        4.426468e-02        7.111282e-05
                1666        5.225816e-02        4.426948e-02        7.123181e-05
                1667        5.235480e-02        4.427433e-02        7.135402e-05
                1668        5.245175e-02        4.427923e-02        7.147946e-05
                1669        5.254850e-02        4.428419e-02        7.160814e-05
                1670        5.264501e-02        4.428919e-02        7.174006e-05
                1671        5.274170e-02        4.429425e-02        7.187524e-05
                1672        5.283829e-02        4.429936e-02        7.201368e-05
                1673        5.293425e-02        4.430452e-02        7.215536e-05
                1674        5.303050e-02        4.430974e-02        7.230029e-05
                1675        5.312651e-02        4.431500e-02        7.244849e-05
                1676        5.322221e-02        4.432032e-02        7.259993e-05
                1677        5.331758e-02        4.432568e-02        7.275460e-05
                1678        5.341254e-02        4.433110e-02        7.291250e-05
                1679        5.350705e-02        4.433656e-02        7.307361e-05
                1680        5.360104e-02        4.434208e-02        7.323790e-05
                1681        5.369424e-02        4.434764e-02        7.340534e-05
                1682        5.378705e-02        4.435325e-02        7.357591e-05
                1683        5.387917e-02        4.435891e-02        7.374958e-05
                1684        5.397079e-02        4.436462e-02        7.392633e-05
                1685        5.406136e-02        4.437037e-02        7.410610e-05
                1686        5.415106e-02        4.437617e-02        7.428886e-05
                1687        5.423983e-02        4.438202e-02        7.447456e-05
                1688        5.432759e-02        4.438791e-02        7.466314e-05
                1689        5.441428e-02        4.439385e-02        7.485455e-05
                1690        5.450006e-02        4.439983e-02        7.504874e-05
                1691        5.458464e-02        4.440585e-02        7.524566e-05
                1692        5.466746e-02        4.441192e-02        7.544520e-05
                1693        5.474916e-02        4.441802e-02        7.564731e-05
                1694        5.482942e-02        4.442417e-02        7.585191e-05
                1695        5.490771e-02        4.443035e-02        7.605891e-05
                1696        5.498490e-02        4.443658e-02        7.626823e-05
                1697        5.506018e-02        4.444284e-02        7.647978e-05
                1698        5.513397e-02        4.444913e-02        7.669348e-05
                1699        5.520594e-02        4.445547e-02        7.690923e-05
                1700        5.527602e-02        4.446183e-02        7.712692e-05
                1701        5.534436e-02        4.446823e-02        7.734647e-05
                1702        5.541042e-02        4.447466e-02        7.756776e-05
                1703        5.547434e-02        4.448112e-02        7.779066e-05
                1704        5.553606e-02        4.448760e-02        7.801507e-05
                1705        5.559549e-02        4.449412e-02        7.824087e-05
                1706        5.565255e-02        4.450066e-02        7.846792e-05
                1707        5.570717e-02        4.450722e-02        7.869610e-05
                1708        5.575928e-02        4.451381e-02        7.892529e-05
                1709        5.580879e-02        4.452042e-02        7.915534e-05
                1710        5.585541e-02        4.452705e-02        7.938612e-05
                1711        5.589952e-02        4.453370e-02        7.961748e-05
                1712        5.594084e-02        4.454036e-02        7.984930e-05
                1713        5.597952e-02        4.454704e-02        8.008144e-05
                1714        5.601503e-02        4.455373e-02        8.031374e-05
                1715        5.604755e-02        4.456043e-02        8.054605e-05
                1716        5.607703e-02        4.456714e-02        8.077823e-05
                1717        5.610340e-02        4.457386e-02        8.101012e-05
                1718        5.612661e-02        4.458059e-02        8.124159e-05
                1719        5.614663e-02        4.458731e-02        8.147247e-05
                1720        5.616340e-02        4.459404e-02        8.170262e-05
                1721        5.617642e-02        4.460077e-02        8.193186e-05
                1722        5.618684e-02        4.460750e-02        8.216008e-05
                1723        5.619368e-02        4.461423e-02        8.238711e-05
                1724        5.619739e-02        4.462095e-02        8.261283e-05
                1725        5.619749e-02        4.462766e-02        8.283708e-05
                1726        5.619394e-02        4.463436e-02        8.305969e-05
                1727        5.618723e-02        4.464105e-02        8.328055e-05
                1728        5.617712e-02        4.464772e-02        8.349951e-05
                1729        5.616359e-02        4.465438e-02        8.371643e-05
                1730        5.614668e-02        4.466103e-02        8.393119e-05
                1731        5.612638e-02        4.466765e-02        8.414364e-05
                1732        5.610295e-02        4.467425e-02        8.435369e-05
                1733        5.607619e-02        4.468083e-02        8.456121e-05
                1734        5.604588e-02        4.468739e-02        8.476607e-05
                1735        5.601206e-02        4.469391e-02        8.496815e-05
                1736        5.597525e-02        4.470041e-02        8.516734e-05
                1737        5.593550e-02        4.470688e-02        8.536357e-05
                1738        5.589237e-02        4.471332e-02        8.555672e-05
                1739        5.584617e-02        4.471972e-02        8.574670e-05
                1740        5.579672e-02        4.472608e-02        8.593342e-05
                1741        5.574527e-02        4.473241e-02        8.611683e-05
                1742        5.569024e-02        4.473870e-02        8.629682e-05
                1743        5.563263e-02        4.474495e-02        8.647335e-05
                1744        5.557207e-02        4.475116e-02        8.664633e-05
                1745        5.550887e-02        4.475733e-02        8.681572e-05
                1746        5.544311e-02        4.476345e-02        8.698145e-05
                1747        5.537465e-02        4.476952e-02        8.714348e-05
                1748        5.530381e-02        4.477555e-02        8.730176e-05
                1749        5.523093e-02        4.478152e-02        8.745627e-05
                1750        5.515587e-02        4.478745e-02        8.760699e-05
                1751        5.507897e-02        4.479333e-02        8.775389e-05
                1752        5.499985e-02        4.479916e-02        8.789696e-05
                1753        5.491884e-02        4.480493e-02        8.803618e-05
                1754        5.483630e-02        4.481065e-02        8.817156e-05
                1755        5.475185e-02        4.481631e-02        8.830309e-05
                1756        5.466583e-02        4.482192e-02        8.843077e-05
                1757        5.457812e-02        4.482747e-02        8.855460e-05
                1758        5.448928e-02        4.483297e-02        8.867461e-05
                1759        5.439920e-02        4.483841e-02        8.879082e-05
                1760        5.430798e-02        4.484379e-02        8.890323e-05
                1761        5.421595e-02        4.484911e-02        8.901191e-05
                1762        5.412275e-02        4.485437e-02        8.911685e-05
                1763        5.402895e-02        4.485958e-02        8.921812e-05
                1764        5.393395e-02        4.486472e-02        8.931572e-05
                1765        5.383880e-02        4.486981e-02        8.940972e-05
                1766        5.374311e-02        4.487483e-02        8.950016e-05
                1767        5.364675e-02        4.487980e-02        8.958708e-05
                1768        5.355005e-02        4.488470e-02        8.967053e-05
                1769        5.345286e-02        4.488954e-02        8.975056e-05
                1770        5.335576e-02        4.489433e-02        8.982722e-05
                1771        5.325835e-02        4.489905e-02        8.990056e-05
                1772        5.316120e-02        4.490371e-02        8.997066e-05
                1773        5.306415e-02        4.490831e-02        9.003757e-05
                1774        5.296705e-02        4.491286e-02        9.010134e-05
                1775        5.287022e-02        4.491734e-02        9.016203e-05
                1776        5.277396e-02        4.492176e-02        9.021973e-05
                1777        5.267811e-02        4.492613e-02        9.027448e-05
                1778        5.258276e-02        4.493044e-02        9.032636e-05
                1779        5.248819e-02        4.493468e-02        9.037544e-05
                1780        5.239401e-02        4.493887e-02        9.042177e-05
                1781        5.230051e-02        4.494301e-02        9.046542e-05
                1782        5.220776e-02        4.494708e-02        9.050647e-05
                1783        5.211534e-02        4.495110e-02        9.054496e-05
                1784        5.202449e-02        4.495507e-02        9.058097e-05
                1785        5.193432e-02        4.495898e-02        9.061457e-05
                1786        5.184511e-02        4.496284e-02        9.064583e-05
                1787        5.175691e-02        4.496664e-02        9.067480e-05
                1788        5.167001e-02        4.497039e-02        9.070156e-05
                1789        5.158421e-02        4.497408e-02        9.072617e-05
                1790        5.149932e-02        4.497773e-02        9.074869e-05
                1791        5.141561e-02        4.498132e-02        9.076919e-05
                1792        5.133313e-02        4.498487e-02        9.078771e-05
                1793        5.125143e-02        4.498836e-02        9.080433e-05
                1794        5.117149e-02        4.499181e-02        9.081910e-05
                1795        5.109335e-02        4.499521e-02        9.083209e-05
                1796        5.101608e-02        4.499856e-02        9.084336e-05
                1797        5.094019e-02        4.500187e-02        9.085296e-05
                1798        5.086570e-02        4.500513e-02        9.086094e-05
                1799        5.079265e-02        4.500835e-02        9.086737e-05
                1800        5.072103e-02        4.501152e-02        9.087230e-05
                1801        5.065066e-02        4.501465e-02        9.087577e-05
                1802        5.058248e-02        4.501774e-02        9.087785e-05
                1803        5.051533e-02        4.502079e-02        9.087858e-05
                1804        5.044970e-02        4.502380e-02        9.087802e-05
                1805        5.038585e-02        4.502677e-02        9.087621e-05
                1806        5.032331e-02        4.502970e-02        9.087321e-05
                1807        5.026209e-02        4.503260e-02        9.086904e-05
                1808        5.020268e-02        4.503546e-02        9.086376e-05
                1809        5.014461e-02        4.503828e-02        9.085742e-05
                1810        5.008837e-02        4.504107e-02        9.085005e-05
                1811        5.003348e-02        4.504383e-02        9.084170e-05
                1812        4.998043e-02        4.504655e-02        9.083241e-05
                1813        4.992899e-02        4.504925e-02        9.082222e-05
                1814        4.987914e-02        4.505191e-02        9.081117e-05
                1815        4.983115e-02        4.505454e-02        9.079931e-05
                1816        4.978452e-02        4.505715e-02        9.078666e-05
                1817        4.973950e-02        4.505972e-02        9.077326e-05
                1818        4.969609e-02        4.506227e-02        9.075914e-05
                1819        4.965380e-02        4.506480e-02        9.074434e-05
                1820        4.961336e-02        4.506730e-02        9.072889e-05
                1821        4.957498e-02        4.506977e-02        9.071283e-05
                1822        4.953795e-02        4.507222e-02        9.069619e-05
                1823        4.950250e-02        4.507465e-02        9.067899e-05
                1824        4.946886e-02        4.507706e-02        9.066127e-05
                1825        4.943655e-02        4.507945e-02        9.064306e-05
                1826        4.940556e-02        4.508182e-02        9.062437e-05
                1827        4.937634e-02        4.508417e-02        9.060525e-05
                1828        4.934866e-02        4.508651e-02        9.058571e-05
                1829        4.932273e-02        4.508882e-02        9.056579e-05
                1830        4.929806e-02        4.509112e-02        9.054551e-05
