1.54804  0
1.4106  0.137434
1.48575  0.109284
1.46439  0.0801731
1.49035  0.0673101
1.49718  0.055381
1.49394  0.0469174
1.50782  0.0429349
1.49755  0.0392323
1.5006  0.0352226
1.52712  0.0414551
1.52158  0.0382461
1.5235  0.0352333
1.52958  0.0331819
1.54251  0.0334877
1.52716  0.0348846
1.52572  0.0328
1.51742  0.0320189
1.51391  0.0304897
1.51876  0.02933
1.52134  0.028017
1.51905  0.0268106
1.51603  0.0257959
1.51514  0.024714
1.51164  0.0239612
1.50988  0.0230886
1.5204  0.0245827
1.51539  0.0242118
1.5186  0.0235821
1.52242  0.0231001
1.52737  0.0228828
1.52774  0.0221592
1.53317  0.0221533
1.5291  0.0218741
1.53696  0.0226501
1.53642  0.0220186
1.53129  0.0220213
1.52675  0.0219105
1.52312  0.0216472
1.52113  0.0211924
1.52151  0.0206724
1.52222  0.0201866
1.51657  0.0205038
1.51371  0.0202352
1.51105  0.0199593
1.50808  0.0197444
1.50907  0.0193448
1.50655  0.0191041
1.50473  0.0187982
1.50252  0.0185503
1.50062  0.0182826
1.50123  0.0179378
1.50227  0.017627
1.50092  0.0173501
1.50099  0.0170319
1.50137  0.0167293
1.50406  0.0166521
1.50555  0.0164301
1.50954  0.0166342
1.51022  0.0163688
1.50842  0.0161983
1.50841  0.0159349
1.50782  0.015691
1.50849  0.0154587
1.50547  0.0155166
1.50252  0.015561
1.50409  0.0154073
1.50389  0.0151804
1.50374  0.0149595
1.50502  0.0148001
1.50373  0.0146474
1.50332  0.0144485
1.50442  0.0142917
1.50484  0.0141036
1.50186  0.0142293
1.5112  0.016861
1.51007  0.0166787
1.51025  0.0164644
1.51096  0.0162702
1.50992  0.0160988
1.51014  0.0159003
1.51042  0.0157076
1.5095  0.0155444
1.51031  0.01538
1.51111  0.0152186
1.51176  0.0150546
1.50994  0.0149905
1.50925  0.0148352
1.50571  0.0150906
1.50543  0.0149245
1.50444  0.0147926
1.50494  0.0146393
1.50442  0.0144901
1.5036  0.014359
1.50453  0.0142376
1.50533  0.0141113
1.50457  0.0139855
1.50328  0.0139026
1.50247  0.013785
1.50226  0.0136481
