4.61271  0
4.92934  0.316632
5.24344  0.363421
5.07321  0.308247
5.05924  0.239175
5.0499  0.195509
5.1165  0.178151
5.14919  0.157707
5.1212  0.141872
5.11107  0.127298
5.08619  0.117802
5.02802  0.122266
5.01378  0.113366
5.02371  0.105425
5.04075  0.0996125
5.01695  0.0961689
5.01738  0.090336
4.99793  0.0873636
5.01533  0.0844501
5.04716  0.0862074
5.08138  0.0888533
5.0714  0.0853039
5.06595  0.0816922
5.07033  0.0783368
5.08567  0.0766864
5.0786  0.0740158
5.06475  0.0725554
5.06176  0.0699801
5.06329  0.0675411
5.05861  0.0654187
5.0718  0.0646334
5.07551  0.0626911
5.0916  0.0628565
5.08617  0.0612215
5.0798  0.0597865
5.07239  0.0585727
5.05693  0.0590283
5.05211  0.0576557
5.05641  0.0563219
5.05795  0.0549174
5.06313  0.0538116
5.06865  0.0528038
5.0822  0.053311
5.08051  0.0521126
5.08172  0.0509558
5.08612  0.0500292
5.08207  0.0491205
5.0781  0.0482492
5.06739  0.0484538
5.07186  0.0476852
5.0828  0.0480022
5.06804  0.0493296
5.07052  0.0484534
5.07356  0.047645
5.07679  0.0468819
5.07437  0.0461005
5.08447  0.0463977
5.09751  0.0474189
5.09793  0.0466101
5.08552  0.0474763
5.0785  0.0472157
5.07992  0.0464694
5.08072  0.0457328
5.09032  0.0460266
5.08685  0.0454462
5.08639  0.0447547
5.09292  0.044563
5.09896  0.0443169
5.09564  0.0437963
5.09242  0.0432861
5.0965  0.0428664
5.10086  0.0424911
5.10477  0.042088
5.11021  0.0418692
5.10859  0.0413388
5.10744  0.0408074
5.10367  0.0404505
5.10639  0.0400212
5.09654  0.0407217
5.09092  0.0405999
5.09643  0.0404732
5.09676  0.0399779
5.09286  0.0396857
5.09543  0.0392951
5.09011  0.0391936
5.09817  0.0395651
5.10125  0.039229
5.09553  0.0392003
5.09123  0.0389954
5.09085  0.0385615
5.09453  0.0383126
5.09827  0.0380784
5.09682  0.0376948
5.09797  0.0373096
5.09424  0.0371037
5.09296  0.0367374
5.08934  0.0365364
5.08395  0.036561
5.08257  0.0362162
5.08072  0.0358999
