#                  BLOCK:   ACTUAL_KE:          KE_AVE:             ERROR:
                 209             1.53475             2.35774           0.0376252
                 210             1.53623             2.35383           0.0376489
                 211             1.53783             2.34996           0.0376685
                 212             1.53954             2.34614           0.0376843
                 213             1.54136             2.34236           0.0376963
                 214             1.54327             2.33862           0.0377047
                 215             1.54526             2.33493           0.0377094
                 216             1.54732             2.33129           0.0377107
                 217             1.54944             2.32769           0.0377087
                 218             1.55161             2.32413           0.0377034
                 219             1.55383             2.32061           0.0376949
                 220             1.55608             2.31713           0.0376834
                 221             1.55836              2.3137            0.037669
                 222             1.56065             2.31031           0.0376518
                 223             1.56296             2.30696           0.0376318
                 224             1.56527             2.30364           0.0376091
                 225             1.56758             2.30037            0.037584
                 226             1.56988             2.29714           0.0375564
                 227             1.57217             2.29395           0.0375265
                 228             1.57443             2.29079           0.0374944
                 229             1.57667             2.28767           0.0374601
                 230             1.57888             2.28459           0.0374238
                 231             1.58106             2.28155           0.0373855
                 232              1.5832             2.27854           0.0373454
                 233              1.5853             2.27556           0.0373034
                 234             1.58735             2.27262           0.0372598
                 235             1.58936             2.26971           0.0372145
                 236             1.59132             2.26684           0.0371676
                 237             1.59323               2.264           0.0371193
                 238             1.59509             2.26118           0.0370696
                 239              1.5969             2.25841           0.0370186
                 240             1.59866             2.25566           0.0369662
                 241             1.60036             2.25294           0.0369127
                 242               1.602             2.25025           0.0368581
                 243              1.6036             2.24759           0.0368023
                 244             1.60514             2.24495           0.0367456
                 245             1.60663             2.24235           0.0366878
                 246             1.60806             2.23977           0.0366292
                 247             1.60945             2.23722           0.0365697
                 248             1.61078             2.23469           0.0365093
                 249             1.61207             2.23219           0.0364482
                 250             1.61331             2.22972           0.0363864
                 251              1.6145             2.22726           0.0363239
                 252             1.61565             2.22484           0.0362608
                 253             1.61676             2.22243            0.036197
                 254             1.61783             2.22005           0.0361327
                 255             1.61886              2.2177           0.0360678
                 256             1.61985             2.21536           0.0360025
                 257             1.62081             2.21305           0.0359366
                 258             1.62173             2.21076           0.0358703
                 259             1.62263             2.20848           0.0358037
                 260             1.62349             2.20623           0.0357366
                 261             1.62434             2.20401           0.0356691
                 262             1.62515              2.2018           0.0356013
                 263             1.62595             2.19961           0.0355332
                 264             1.62672             2.19744           0.0354648
                 265             1.62747             2.19529           0.0353962
                 266             1.62821             2.19315           0.0353273
                 267             1.62894             2.19104           0.0352581
                 268             1.62964             2.18895           0.0351887
                 269             1.63034             2.18687           0.0351191
                 270             1.63102             2.18481           0.0350493
                 271              1.6317             2.18277           0.0349794
                 272             1.63236             2.18075           0.0349092
                 273             1.63302             2.17874            0.034839
                 274             1.63367             2.17675           0.0347686
                 275             1.63431             2.17478           0.0346981
                 276             1.63495             2.17282           0.0346274
                 277             1.63558             2.17088           0.0345567
                 278              1.6362             2.16896           0.0344859
                 279             1.63682             2.16705            0.034415
                 280             1.63744             2.16516            0.034344
                 281             1.63804             2.16328            0.034273
                 282             1.63865             2.16142           0.0342019
                 283             1.63925             2.15958           0.0341308
                 284             1.63984             2.15775           0.0340596
                 285             1.64042             2.15593           0.0339884
                 286               1.641             2.15413           0.0339173
                 287             1.64157             2.15235           0.0338461
                 288             1.64214             2.15058           0.0337749
                 289             1.64269             2.14882           0.0337037
                 290             1.64324             2.14707           0.0336325
                 291             1.64378             2.14535           0.0335614
                 292             1.64431             2.14363           0.0334903
                 293             1.64484             2.14193           0.0334192
                 294             1.64535             2.14024           0.0333482
                 295             1.64585             2.13856           0.0332773
                 296             1.64634              2.1369           0.0332064
                 297             1.64682             2.13525           0.0331355
                 298             1.64728             2.13361           0.0330648
                 299             1.64774             2.13199           0.0329941
                 300             1.64818             2.13037           0.0329235
                 301             1.64861             2.12877            0.032853
                 302             1.64903             2.12718           0.0327826
                 303             1.64944             2.12561           0.0327123
                 304             1.64983             2.12404           0.0326421
                 305             1.65021             2.12249            0.032572
                 306             1.65058             2.12095           0.0325021
                 307             1.65094             2.11942           0.0324322
                 308              1.6513              2.1179           0.0323625
                 309             1.65164             2.11639            0.032293
                 310             1.65197             2.11489           0.0322235
                 311              1.6523              2.1134           0.0321542
                 312             1.65262             2.11193           0.0320851
                 313             1.65294             2.11046            0.032016
                 314             1.65326               2.109           0.0319472
                 315             1.65358             2.10756           0.0318785
                 316             1.65389             2.10612           0.0318099
                 317             1.65421              2.1047           0.0317415
                 318             1.65453             2.10328           0.0316732
                 319             1.65486             2.10187           0.0316051
                 320              1.6552             2.10048           0.0315371
                 321             1.65554             2.09909           0.0314693
                 322             1.65589             2.09772           0.0314017
                 323             1.65626             2.09635           0.0313342
                 324             1.65664             2.09499           0.0312669
                 325             1.65703             2.09364           0.0311997
                 326             1.65744             2.09231           0.0311327
                 327             1.65786             2.09098           0.0310658
                 328             1.65831             2.08966           0.0309991
                 329             1.65877             2.08835           0.0309325
                 330             1.65925             2.08705           0.0308661
                 331             1.65975             2.08576           0.0307998
                 332             1.66026             2.08448           0.0307337
                 333              1.6608              2.0832           0.0306677
                 334             1.66136             2.08194           0.0306019
                 335             1.66193             2.08069           0.0305362
                 336             1.66252             2.07944           0.0304707
                 337             1.66313             2.07821           0.0304053
                 338             1.66376             2.07698           0.0303401
                 339             1.66439             2.07576            0.030275
                 340             1.66504             2.07456             0.03021
                 341             1.66569             2.07336           0.0301452
                 342             1.66636             2.07217           0.0300806
                 343             1.66703             2.07099            0.030016
                 344              1.6677             2.06981           0.0299517
                 345             1.66837             2.06865           0.0298874
                 346             1.66903             2.06749           0.0298234
                 347             1.66969             2.06635           0.0297594
                 348             1.67034             2.06521           0.0296957
                 349             1.67098             2.06408           0.0296321
                 350              1.6716             2.06296           0.0295686
                 351              1.6722             2.06185           0.0295053
                 352             1.67278             2.06074           0.0294422
                 353             1.67333             2.05964           0.0293792
                 354             1.67386             2.05855           0.0293165
                 355             1.67435             2.05747           0.0292538
                 356              1.6748              2.0564           0.0291914
                 357             1.67522             2.05533           0.0291292
                 358              1.6756             2.05427           0.0290671
                 359             1.67593             2.05321           0.0290052
                 360             1.67622             2.05217           0.0289436
                 361             1.67646             2.05113           0.0288821
                 362             1.67665             2.05009           0.0288208
                 363             1.67679             2.04906           0.0287598
                 364             1.67688             2.04804           0.0286989
                 365             1.67691             2.04702           0.0286383
                 366             1.67689             2.04601           0.0285779
                 367             1.67681             2.04501           0.0285177
                 368             1.67668             2.04401           0.0284578
                 369             1.67649             2.04301           0.0283981
                 370             1.67624             2.04202           0.0283387
                 371             1.67594             2.04103           0.0282794
                 372             1.67558             2.04005           0.0282205
                 373             1.67517             2.03907           0.0281618
                 374              1.6747              2.0381           0.0281033
                 375             1.67418             2.03713           0.0280451
                 376             1.67361             2.03616           0.0279872
                 377             1.67299              2.0352           0.0279295
                 378             1.67232             2.03424           0.0278721
                 379             1.67161             2.03328            0.027815
                 380             1.67085             2.03233           0.0277582
                 381             1.67006             2.03138           0.0277016
                 382             1.66922             2.03043           0.0276453
                 383             1.66835             2.02948           0.0275893
                 384             1.66744             2.02854           0.0275335
                 385              1.6665              2.0276           0.0274781
                 386             1.66554             2.02666           0.0274229
                 387             1.66455             2.02572            0.027368
                 388             1.66354             2.02479           0.0273134
                 389             1.66251             2.02386            0.027259
                 390             1.66146             2.02293            0.027205
                 391              1.6604               2.022           0.0271512
                 392             1.65933             2.02108           0.0270977
                 393             1.65826             2.02016           0.0270444
                 394             1.65717             2.01923           0.0269915
                 395             1.65609             2.01831           0.0269388
                 396             1.65501              2.0174           0.0268864
                 397             1.65393             2.01648           0.0268343
                 398             1.65285             2.01557           0.0267824
                 399             1.65179             2.01466           0.0267308
                 400             1.65074             2.01375           0.0266794
                 401              1.6497             2.01284           0.0266283
                 402             1.64867             2.01193           0.0265775
                 403             1.64767             2.01103           0.0265269
                 404             1.64668             2.01013           0.0264766
                 405             1.64572             2.00923           0.0264265
                 406             1.64478             2.00833           0.0263767
                 407             1.64387             2.00743            0.026327
                 408             1.64299             2.00654           0.0262777
                 409             1.64214             2.00565           0.0262285
                 410             1.64132             2.00476           0.0261796
                 411             1.64053             2.00388           0.0261309
                 412             1.63978             2.00299           0.0260824
                 413             1.63906             2.00211           0.0260341
                 414             1.63839             2.00123           0.0259861
                 415             1.63775             2.00036           0.0259382
                 416             1.63715             1.99948           0.0258905
                 417              1.6366             1.99861           0.0258431
                 418             1.63608             1.99775           0.0257958
                 419             1.63561             1.99688           0.0257487
                 420             1.63519             1.99602           0.0257018
                 421             1.63482             1.99516           0.0256551
                 422             1.63449             1.99431           0.0256085
                 423             1.63421             1.99346           0.0255621
                 424             1.63398             1.99261           0.0255159
                 425              1.6338             1.99176           0.0254698
                 426             1.63368             1.99092           0.0254239
                 427             1.63361             1.99009           0.0253781
                 428             1.63359             1.98925           0.0253325
                 429             1.63364             1.98842            0.025287
                 430             1.63374              1.9876           0.0252416
                 431              1.6339             1.98678           0.0251964
                 432             1.63412             1.98596           0.0251513
                 433             1.63441             1.98515           0.0251063
                 434             1.63476             1.98434           0.0250614
                 435             1.63518             1.98354           0.0250167
                 436             1.63566             1.98274            0.024972
                 437             1.63621             1.98195           0.0249275
                 438             1.63684             1.98116            0.024883
                 439             1.63753             1.98038           0.0248386
                 440              1.6383              1.9796           0.0247943
                 441             1.63915             1.97883           0.0247501
                 442             1.64006             1.97806            0.024706
                 443             1.64106              1.9773           0.0246619
                 444             1.64213             1.97655            0.024618
                 445             1.64329              1.9758            0.024574
                 446             1.64452             1.97506           0.0245301
                 447             1.64582             1.97432           0.0244863
                 448             1.64721             1.97359           0.0244425
                 449             1.64868             1.97287           0.0243988
                 450             1.65023             1.97215           0.0243551
                 451             1.65186             1.97144           0.0243115
                 452             1.65356             1.97074           0.0242679
                 453             1.65535             1.97004           0.0242243
                 454             1.65721             1.96935           0.0241807
                 455             1.65914             1.96867           0.0241372
                 456             1.66115             1.96799           0.0240937
                 457             1.66323             1.96733           0.0240502
                 458             1.66537             1.96667           0.0240067
                 459             1.66759             1.96602           0.0239632
                 460             1.66986             1.96537           0.0239198
                 461              1.6722             1.96474           0.0238764
                 462             1.67459             1.96411           0.0238329
                 463             1.67703             1.96349           0.0237895
                 464             1.67953             1.96288           0.0237461
                 465             1.68207             1.96227           0.0237027
                 466             1.68465             1.96168           0.0236594
                 467             1.68726             1.96109            0.023616
                 468             1.68991             1.96051           0.0235726
                 469             1.69259             1.95994           0.0235293
                 470             1.69529             1.95938            0.023486
                 471               1.698             1.95882           0.0234427
                 472             1.70073             1.95827           0.0233994
                 473             1.70347             1.95773           0.0233561
                 474              1.7062              1.9572           0.0233129
                 475             1.70894             1.95668           0.0232696
                 476             1.71166             1.95617           0.0232264
                 477             1.71438             1.95566           0.0231833
                 478             1.71708             1.95516           0.0231401
                 479             1.71975             1.95467           0.0230971
                 480              1.7224             1.95419            0.023054
                 481             1.72502             1.95371            0.023011
                 482             1.72761             1.95324            0.022968
                 483             1.73016             1.95278           0.0229251
                 484             1.73267             1.95232           0.0228823
                 485             1.73513             1.95188           0.0228395
                 486             1.73755             1.95143           0.0227967
                 487             1.73992               1.951           0.0227541
                 488             1.74223             1.95057           0.0227115
                 489             1.74448             1.95015           0.0226689
                 490             1.74668             1.94974           0.0226265
                 491             1.74881             1.94933           0.0225841
                 492             1.75088             1.94892           0.0225418
                 493             1.75289             1.94853           0.0224996
                 494             1.75483             1.94813           0.0224574
                 495              1.7567             1.94775           0.0224154
                 496             1.75851             1.94736           0.0223735
                 497             1.76024             1.94699           0.0223316
                 498             1.76191             1.94662           0.0222899
                 499             1.76351             1.94625           0.0222482
                 500             1.76504             1.94589           0.0222067
                 501              1.7665             1.94553           0.0221652
                 502             1.76789             1.94518           0.0221239
                 503             1.76921             1.94483           0.0220827
                 504             1.77047             1.94448           0.0220416
                 505             1.77166             1.94414           0.0220006
                 506             1.77278              1.9438           0.0219597
                 507             1.77383             1.94346            0.021919
                 508             1.77483             1.94313           0.0218783
                 509             1.77576              1.9428           0.0218378
                 510             1.77663             1.94248           0.0217974
                 511             1.77744             1.94215           0.0217572
                 512             1.77819             1.94183            0.021717
                 513             1.77888             1.94152            0.021677
                 514             1.77952              1.9412           0.0216371
                 515              1.7801             1.94089           0.0215974
                 516             1.78063             1.94058           0.0215577
                 517             1.78112             1.94027           0.0215183
                 518             1.78155             1.93996           0.0214789
                 519             1.78194             1.93966           0.0214397
                 520             1.78228             1.93936           0.0214006
                 521             1.78257             1.93905           0.0213616
                 522             1.78283             1.93876           0.0213228
                 523             1.78304             1.93846           0.0212841
                 524             1.78322             1.93816           0.0212455
                 525             1.78336             1.93787           0.0212071
                 526             1.78346             1.93757           0.0211688
                 527             1.78353             1.93728           0.0211307
                 528             1.78357             1.93699           0.0210927
                 529             1.78357              1.9367           0.0210548
                 530             1.78355             1.93641            0.021017
                 531              1.7835             1.93612           0.0209794
                 532             1.78342             1.93584            0.020942
                 533             1.78332             1.93555           0.0209046
                 534             1.78319             1.93526           0.0208674
                 535             1.78304             1.93498           0.0208304
                 536             1.78287              1.9347           0.0207934
                 537             1.78268             1.93441           0.0207566
                 538             1.78247             1.93413             0.02072
                 539             1.78224             1.93385           0.0206835
                 540             1.78199             1.93357           0.0206471
                 541             1.78173             1.93329           0.0206108
                 542             1.78145             1.93301           0.0205747
                 543             1.78116             1.93273           0.0205387
                 544             1.78085             1.93245           0.0205028
                 545             1.78053             1.93217           0.0204671
                 546             1.78019             1.93189           0.0204315
                 547             1.77984             1.93161           0.0203961
                 548             1.77948             1.93133           0.0203607
                 549             1.77911             1.93106           0.0203255
                 550             1.77873             1.93078           0.0202905
                 551             1.77834              1.9305           0.0202555
                 552             1.77794             1.93023           0.0202207
                 553             1.77753             1.92995            0.020186
                 554             1.77711             1.92968           0.0201515
                 555             1.77668              1.9294           0.0201171
                 556             1.77624             1.92912           0.0200828
                 557             1.77579             1.92885           0.0200486
                 558             1.77532             1.92857           0.0200145
                 559             1.77485              1.9283           0.0199806
                 560             1.77437             1.92802           0.0199468
                 561             1.77388             1.92775           0.0199132
                 562             1.77338             1.92747           0.0198796
                 563             1.77286              1.9272           0.0198462
                 564             1.77233             1.92693           0.0198129
                 565              1.7718             1.92665           0.0197798
                 566             1.77124             1.92638           0.0197467
                 567             1.77068              1.9261           0.0197138
                 568              1.7701             1.92583            0.019681
                 569             1.76951             1.92555           0.0196484
                 570              1.7689             1.92528           0.0196158
                 571             1.76828               1.925           0.0195834
                 572             1.76765             1.92473           0.0195511
                 573             1.76699             1.92445           0.0195189
                 574             1.76632             1.92418           0.0194868
                 575             1.76563              1.9239           0.0194549
                 576             1.76493             1.92363           0.0194231
                 577              1.7642             1.92335           0.0193914
                 578             1.76345             1.92307           0.0193598
                 579             1.76268              1.9228           0.0193283
                 580             1.76189             1.92252            0.019297
                 581             1.76108             1.92224           0.0192658
                 582             1.76025             1.92196           0.0192347
                 583             1.75939             1.92168           0.0192037
                 584              1.7585              1.9214           0.0191729
                 585             1.75759             1.92112           0.0191422
                 586             1.75666             1.92084           0.0191115
                 587              1.7557             1.92056           0.0190811
                 588             1.75471             1.92028           0.0190507
                 589              1.7537                1.92           0.0190204
                 590             1.75265             1.91971           0.0189903
                 591             1.75158             1.91943           0.0189603
                 592             1.75048             1.91914           0.0189304
                 593             1.74935             1.91886           0.0189007
                 594             1.74819             1.91857            0.018871
                 595               1.747             1.91828           0.0188415
                 596             1.74578             1.91799           0.0188121
                 597             1.74454              1.9177           0.0187829
                 598             1.74326             1.91741           0.0187537
                 599             1.74195             1.91712           0.0187247
                 600             1.74062             1.91682           0.0186958
                 601             1.73925             1.91653            0.018667
                 602             1.73786             1.91623           0.0186384
                 603             1.73644             1.91593           0.0186099
                 604             1.73499             1.91563           0.0185815
                 605             1.73352             1.91533           0.0185532
                 606             1.73202             1.91503            0.018525
                 607             1.73049             1.91472            0.018497
                 608             1.72894             1.91442           0.0184691
                 609             1.72736             1.91411           0.0184413
                 610             1.72577              1.9138           0.0184137
                 611             1.72415             1.91349           0.0183862
                 612             1.72251             1.91318           0.0183588
                 613             1.72086             1.91287           0.0183315
                 614             1.71918             1.91255           0.0183044
                 615             1.71749             1.91223           0.0182774
                 616             1.71578             1.91192           0.0182505
                 617             1.71406             1.91159           0.0182237
                 618             1.71232             1.91127           0.0181971
                 619             1.71058             1.91095           0.0181706
                 620             1.70882             1.91062           0.0181442
                 621             1.70705             1.91029           0.0181179
                 622             1.70527             1.90996           0.0180918
                 623             1.70349             1.90963           0.0180658
                 624              1.7017              1.9093           0.0180399
                 625              1.6999             1.90896           0.0180142
                 626             1.69811             1.90863           0.0179885
                 627              1.6963             1.90829            0.017963
                 628              1.6945             1.90795           0.0179376
                 629             1.69269             1.90761           0.0179124
                 630             1.69088             1.90726           0.0178873
                 631             1.68907             1.90692           0.0178623
                 632             1.68726             1.90657           0.0178374
                 633             1.68545             1.90622           0.0178126
                 634             1.68364             1.90587            0.017788
                 635             1.68182             1.90552           0.0177635
                 636             1.68001             1.90516           0.0177391
                 637              1.6782             1.90481           0.0177148
                 638             1.67639             1.90445           0.0176907
                 639             1.67458             1.90409           0.0176666
                 640             1.67277             1.90373           0.0176427
                 641             1.67096             1.90336           0.0176189
                 642             1.66914               1.903           0.0175953
                 643             1.66733             1.90263           0.0175717
                 644             1.66552             1.90226           0.0175483
                 645              1.6637             1.90189            0.017525
                 646             1.66188             1.90152           0.0175018
                 647             1.66006             1.90115           0.0174787
                 648             1.65823             1.90077           0.0174558
                 649              1.6564              1.9004           0.0174329
                 650             1.65457             1.90002           0.0174102
                 651             1.65273             1.89964           0.0173876
                 652             1.65089             1.89926           0.0173651
                 653             1.64904             1.89887           0.0173428
                 654             1.64719             1.89849           0.0173205
                 655             1.64534              1.8981           0.0172984
                 656             1.64348             1.89772           0.0172764
                 657             1.64161             1.89733           0.0172545
                 658             1.63974             1.89693           0.0172327
                 659             1.63786             1.89654            0.017211
                 660             1.63598             1.89615           0.0171895
                 661              1.6341             1.89575            0.017168
                 662             1.63221             1.89535           0.0171467
                 663             1.63032             1.89495           0.0171255
                 664             1.62843             1.89455           0.0171044
                 665             1.62653             1.89415           0.0170835
                 666             1.62464             1.89374           0.0170626
                 667             1.62275             1.89334           0.0170418
                 668             1.62086             1.89293           0.0170212
                 669             1.61898             1.89252           0.0170007
                 670              1.6171             1.89211           0.0169803
                 671             1.61524              1.8917             0.01696
                 672             1.61338             1.89128           0.0169398
                 673             1.61154             1.89087           0.0169197
                 674             1.60971             1.89045           0.0168998
                 675              1.6079             1.89003           0.0168799
                 676             1.60611             1.88961           0.0168602
                 677             1.60434             1.88919           0.0168405
                 678              1.6026             1.88877            0.016821
                 679             1.60088             1.88834           0.0168016
                 680              1.5992             1.88792           0.0167823
                 681             1.59755             1.88749            0.016763
                 682             1.59593             1.88706           0.0167439
                 683             1.59435             1.88663           0.0167249
                 684             1.59282              1.8862           0.0167059
                 685             1.59132             1.88577           0.0166871
                 686             1.58988             1.88534           0.0166683
                 687             1.58848             1.88491           0.0166497
                 688             1.58713             1.88448           0.0166311
                 689             1.58584             1.88404           0.0166126
                 690             1.58461             1.88361           0.0165942
                 691             1.58343             1.88318           0.0165759
                 692             1.58231             1.88274           0.0165576
                 693             1.58126             1.88231           0.0165394
                 694             1.58028             1.88187           0.0165213
                 695             1.57936             1.88144           0.0165033
                 696             1.57851               1.881           0.0164853
                 697             1.57773             1.88057           0.0164674
                 698             1.57702             1.88013           0.0164496
                 699             1.57639              1.8797           0.0164318
                 700             1.57583             1.87926            0.016414
