#                  BLOCK:   ACTUAL_P:           P_AVE:              ERROR:
                  64       -3.774878e+00       -4.346991e+00        3.164303e-02
                  65       -3.745216e+00       -4.337733e+00        3.248235e-02
                  66       -3.715426e+00       -4.328304e+00        3.333061e-02
                  67       -3.684538e+00       -4.318696e+00        3.419004e-02
                  68       -3.653028e+00       -4.308907e+00        3.506067e-02
                  69       -3.621128e+00       -4.298939e+00        3.594156e-02
                  70       -3.589075e+00       -4.288798e+00        3.683096e-02
                  71       -3.556138e+00       -4.278479e+00        3.773012e-02
                  72       -3.522555e+00       -4.267980e+00        3.863923e-02
                  73       -3.488561e+00       -4.257303e+00        3.955758e-02
                  74       -3.452946e+00       -4.246433e+00        4.048888e-02
                  75       -3.417389e+00       -4.235379e+00        4.143049e-02
                  76       -3.380923e+00       -4.224136e+00        4.238337e-02
                  77       -3.343782e+00       -4.212703e+00        4.334760e-02
                  78       -3.305722e+00       -4.201075e+00        4.432403e-02
                  79       -3.267220e+00       -4.189254e+00        4.531185e-02
                  80       -3.227310e+00       -4.177230e+00        4.631341e-02
                  81       -3.187430e+00       -4.165010e+00        4.732628e-02
                  82       -3.146374e+00       -4.152588e+00        4.835199e-02
                  83       -3.105342e+00       -4.139970e+00        4.938826e-02
                  84       -3.063129e+00       -4.127151e+00        5.043663e-02
                  85       -3.020695e+00       -4.114134e+00        5.149566e-02
                  86       -2.977318e+00       -4.100915e+00        5.256611e-02
                  87       -2.933477e+00       -4.087496e+00        5.364732e-02
                  88       -2.888691e+00       -4.073873e+00        5.474000e-02
                  89       -2.843440e+00       -4.060048e+00        5.584349e-02
                  90       -2.797726e+00       -4.046022e+00        5.695716e-02
                  91       -2.750589e+00       -4.031787e+00        5.808299e-02
                  92       -2.703474e+00       -4.017349e+00        5.921898e-02
                  93       -2.655662e+00       -4.002707e+00        6.036516e-02
                  94       -2.607397e+00       -3.987863e+00        6.152094e-02
                  95       -2.558927e+00       -3.972822e+00        6.268515e-02
                  96       -2.508814e+00       -3.957572e+00        6.386027e-02
                  97       -2.458266e+00       -3.942115e+00        6.504560e-02
                  98       -2.407292e+00       -3.926453e+00        6.624050e-02
                  99       -2.355178e+00       -3.910582e+00        6.744604e-02
                 100       -2.302415e+00       -3.894500e+00        6.866205e-02
                 101       -2.249255e+00       -3.878211e+00        6.988781e-02
                 102       -2.195468e+00       -3.861713e+00        7.112315e-02
                 103       -2.141307e+00       -3.845010e+00        7.236738e-02
                 104       -2.086064e+00       -3.828097e+00        7.362137e-02
                 105       -2.030235e+00       -3.810975e+00        7.488488e-02
                 106       -1.973355e+00       -3.793639e+00        7.615866e-02
                 107       -1.916403e+00       -3.776095e+00        7.744132e-02
                 108       -1.859638e+00       -3.758350e+00        7.873108e-02
                 109       -1.801635e+00       -3.740398e+00        8.002917e-02
                 110       -1.743135e+00       -3.722241e+00        8.133527e-02
                 111       -1.684642e+00       -3.703884e+00        8.264806e-02
                 112       -1.625456e+00       -3.685327e+00        8.396768e-02
                 113       -1.566321e+00       -3.666575e+00        8.529285e-02
                 114       -1.507020e+00       -3.647631e+00        8.662279e-02
                 115       -1.446374e+00       -3.628490e+00        8.795900e-02
                 116       -1.385371e+00       -3.609153e+00        8.930102e-02
                 117       -1.324520e+00       -3.589626e+00        9.064751e-02
                 118       -1.263123e+00       -3.569910e+00        9.199849e-02
                 119       -1.200968e+00       -3.550003e+00        9.335434e-02
                 120       -1.139529e+00       -3.529915e+00        9.471285e-02
                 121       -1.077627e+00       -3.509649e+00        9.607401e-02
                 122       -1.015533e+00       -3.489205e+00        9.743733e-02
                 123       -9.523124e-01       -3.468580e+00        9.880397e-02
                 124       -8.901623e-01       -3.447786e+00        1.001713e-01
                 125       -8.269452e-01       -3.426819e+00        1.015405e-01
                 126       -7.641347e-01       -3.405687e+00        1.029102e-01
                 127       -7.015198e-01       -3.384394e+00        1.042794e-01
                 128       -6.396131e-01       -3.362951e+00        1.056465e-01
                 129       -5.769998e-01       -3.341354e+00        1.070121e-01
                 130       -5.141902e-01       -3.319607e+00        1.083762e-01
                 131       -4.514542e-01       -3.297713e+00        1.097382e-01
                 132       -3.890622e-01       -3.275677e+00        1.110972e-01
                 133       -3.272835e-01       -3.253509e+00        1.124518e-01
                 134       -2.642217e-01       -3.231201e+00        1.138039e-01
                 135       -2.018299e-01       -3.208761e+00        1.151520e-01
                 136       -1.394139e-01       -3.186192e+00        1.164959e-01
                 137       -7.820599e-02       -3.163506e+00        1.178338e-01
                 138       -1.702922e-02       -3.140706e+00        1.191654e-01
                 139        4.360782e-02       -3.117797e+00        1.204900e-01
                 140        1.041598e-01       -3.094783e+00        1.218074e-01
                 141        1.645995e-01       -3.071667e+00        1.231174e-01
                 142        2.251421e-01       -3.048450e+00        1.244202e-01
                 143        2.848004e-01       -3.025140e+00        1.257147e-01
                 144        3.433077e-01       -3.001748e+00        1.269993e-01
                 145        4.018431e-01       -2.978275e+00        1.282743e-01
                 146        4.599007e-01       -2.954726e+00        1.295393e-01
                 147        5.181786e-01       -2.931101e+00        1.307947e-01
                 148        5.759307e-01       -2.907405e+00        1.320401e-01
                 149        6.328929e-01       -2.883644e+00        1.332746e-01
                 150        6.888015e-01       -2.859828e+00        1.344972e-01
                 151        7.443552e-01       -2.835959e+00        1.357080e-01
                 152        7.988087e-01       -2.812046e+00        1.369058e-01
                 153        8.523812e-01       -2.788096e+00        1.380900e-01
                 154        9.057726e-01       -2.764110e+00        1.392610e-01
                 155        9.589605e-01       -2.740090e+00        1.404187e-01
                 156        1.010479e+00       -2.716048e+00        1.415618e-01
                 157        1.062233e+00       -2.691982e+00        1.426911e-01
                 158        1.113238e+00       -2.667899e+00        1.438060e-01
                 159        1.162269e+00       -2.643810e+00        1.449051e-01
                 160        1.211472e+00       -2.619714e+00        1.459891e-01
                 161        1.259865e+00       -2.595617e+00        1.470576e-01
                 162        1.307187e+00       -2.571526e+00        1.481100e-01
                 163        1.354140e+00       -2.547442e+00        1.491466e-01
                 164        1.399501e+00       -2.523375e+00        1.501664e-01
                 165        1.444215e+00       -2.499329e+00        1.511693e-01
                 166        1.488263e+00       -2.475308e+00        1.521552e-01
                 167        1.531386e+00       -2.451316e+00        1.531240e-01
                 168        1.573568e+00       -2.427358e+00        1.540753e-01
                 169        1.615513e+00       -2.403436e+00        1.550097e-01
                 170        1.655760e+00       -2.379558e+00        1.559260e-01
                 171        1.694774e+00       -2.355731e+00        1.568241e-01
                 172        1.732783e+00       -2.331961e+00        1.577035e-01
                 173        1.769531e+00       -2.308253e+00        1.585639e-01
                 174        1.805486e+00       -2.284611e+00        1.594055e-01
                 175        1.840636e+00       -2.261038e+00        1.602281e-01
                 176        1.874729e+00       -2.237539e+00        1.610316e-01
                 177        1.907515e+00       -2.214121e+00        1.618157e-01
                 178        1.939466e+00       -2.190786e+00        1.625804e-01
                 179        1.969851e+00       -2.167542e+00        1.633252e-01
                 180        2.000109e+00       -2.144389e+00        1.640508e-01
                 181        2.028547e+00       -2.121334e+00        1.647565e-01
                 182        2.055402e+00       -2.098385e+00        1.654419e-01
                 183        2.081395e+00       -2.075544e+00        1.661069e-01
                 184        2.106525e+00       -2.052816e+00        1.667519e-01
                 185        2.130553e+00       -2.030203e+00        1.673768e-01
                 186        2.153480e+00       -2.007710e+00        1.679815e-01
                 187        2.175551e+00       -1.985340e+00        1.685661e-01
                 188        2.196532e+00       -1.963096e+00        1.691308e-01
                 189        2.216673e+00       -1.940981e+00        1.696756e-01
                 190        2.235019e+00       -1.919002e+00        1.702002e-01
                 191        2.252546e+00       -1.897161e+00        1.707046e-01
                 192        2.269507e+00       -1.875460e+00        1.711894e-01
                 193        2.285435e+00       -1.853901e+00        1.716546e-01
                 194        2.300348e+00       -1.832487e+00        1.721003e-01
                 195        2.313783e+00       -1.811224e+00        1.725262e-01
                 196        2.326483e+00       -1.790113e+00        1.729327e-01
                 197        2.338229e+00       -1.769157e+00        1.733200e-01
                 198        2.349286e+00       -1.748357e+00        1.736883e-01
                 199        2.359438e+00       -1.727715e+00        1.740378e-01
                 200        2.368472e+00       -1.707234e+00        1.743685e-01
                 201        2.376176e+00       -1.686918e+00        1.746805e-01
                 202        2.383540e+00       -1.666768e+00        1.749741e-01
                 203        2.389873e+00       -1.646784e+00        1.752496e-01
                 204        2.395688e+00       -1.626968e+00        1.755073e-01
                 205        2.400536e+00       -1.607322e+00        1.757473e-01
                 206        2.404450e+00       -1.587847e+00        1.759699e-01
                 207        2.408665e+00       -1.568540e+00        1.761757e-01
                 208        2.411772e+00       -1.549404e+00        1.763650e-01
                 209        2.414286e+00       -1.530439e+00        1.765378e-01
                 210        2.415760e+00       -1.511648e+00        1.766945e-01
                 211        2.417432e+00       -1.493027e+00        1.768356e-01
                 212        2.418854e+00       -1.474574e+00        1.769615e-01
                 213        2.418855e+00       -1.456295e+00        1.770723e-01
                 214        2.419156e+00       -1.438186e+00        1.771685e-01
                 215        2.418584e+00       -1.420247e+00        1.772502e-01
                 216        2.417895e+00       -1.402478e+00        1.773181e-01
                 217        2.416399e+00       -1.384879e+00        1.773721e-01
                 218        2.415328e+00       -1.367447e+00        1.774130e-01
                 219        2.413269e+00       -1.350184e+00        1.774408e-01
                 220        2.411455e+00       -1.333085e+00        1.774562e-01
                 221        2.409191e+00       -1.316152e+00        1.774593e-01
                 222        2.406503e+00       -1.299383e+00        1.774504e-01
                 223        2.403897e+00       -1.282777e+00        1.774300e-01
                 224        2.401159e+00       -1.266331e+00        1.773985e-01
                 225        2.398549e+00       -1.250042e+00        1.773563e-01
                 226        2.395851e+00       -1.233910e+00        1.773037e-01
                 227        2.392844e+00       -1.217933e+00        1.772410e-01
                 228        2.390269e+00       -1.202108e+00        1.771687e-01
                 229        2.387181e+00       -1.186434e+00        1.770870e-01
                 230        2.384318e+00       -1.170909e+00        1.769963e-01
                 231        2.381454e+00       -1.155531e+00        1.768969e-01
                 232        2.379086e+00       -1.140295e+00        1.767893e-01
                 233        2.376022e+00       -1.125204e+00        1.766735e-01
                 234        2.373476e+00       -1.110252e+00        1.765500e-01
                 235        2.370496e+00       -1.095440e+00        1.764189e-01
                 236        2.367812e+00       -1.080766e+00        1.762807e-01
                 237        2.364951e+00       -1.066227e+00        1.761354e-01
                 238        2.362160e+00       -1.051822e+00        1.759834e-01
                 239        2.359204e+00       -1.037550e+00        1.758248e-01
                 240        2.357053e+00       -1.023406e+00        1.756602e-01
                 241        2.354505e+00       -1.009389e+00        1.754896e-01
                 242        2.352283e+00       -9.954981e-01        1.753134e-01
                 243        2.350392e+00       -9.817290e-01        1.751318e-01
                 244        2.348351e+00       -9.680811e-01        1.749451e-01
                 245        2.346399e+00       -9.545526e-01        1.747533e-01
                 246        2.344539e+00       -9.411417e-01        1.745567e-01
                 247        2.343010e+00       -9.278455e-01        1.743557e-01
                 248        2.341568e+00       -9.146624e-01        1.741503e-01
                 249        2.339007e+00       -9.015955e-01        1.739405e-01
                 250        2.337491e+00       -8.886391e-01        1.737266e-01
                 251        2.335814e+00       -8.757927e-01        1.735088e-01
                 252        2.334213e+00       -8.630546e-01        1.732872e-01
                 253        2.332445e+00       -8.504241e-01        1.730619e-01
                 254        2.331226e+00       -8.378980e-01        1.728333e-01
                 255        2.330312e+00       -8.254736e-01        1.726015e-01
                 256        2.329217e+00       -8.131506e-01        1.723667e-01
                 257        2.328419e+00       -8.009266e-01        1.721289e-01
                 258        2.327189e+00       -7.888021e-01        1.718882e-01
                 259        2.326246e+00       -7.767749e-01        1.716448e-01
                 260        2.326065e+00       -7.648409e-01        1.713990e-01
                 261        2.325197e+00       -7.530017e-01        1.711507e-01
                 262        2.324121e+00       -7.412569e-01        1.708999e-01
                 263        2.323312e+00       -7.296046e-01        1.706469e-01
                 264        2.322285e+00       -7.180444e-01        1.703916e-01
                 265        2.321516e+00       -7.065743e-01        1.701343e-01
                 266        2.320038e+00       -6.951961e-01        1.698747e-01
                 267        2.319532e+00       -6.839050e-01        1.696133e-01
                 268        2.319275e+00       -6.726991e-01        1.693502e-01
                 269        2.318539e+00       -6.615792e-01        1.690853e-01
                 270        2.317563e+00       -6.505454e-01        1.688187e-01
                 271        2.317065e+00       -6.395948e-01        1.685505e-01
                 272        2.317043e+00       -6.287248e-01        1.682810e-01
                 273        2.316052e+00       -6.179381e-01        1.680100e-01
                 274        2.315773e+00       -6.072311e-01        1.677376e-01
                 275        2.315002e+00       -5.966048e-01        1.674639e-01
                 276        2.313980e+00       -5.860592e-01        1.671889e-01
                 277        2.313426e+00       -5.755917e-01        1.669126e-01
                 278        2.312860e+00       -5.652016e-01        1.666353e-01
                 279        2.312041e+00       -5.548889e-01        1.663569e-01
                 280        2.311450e+00       -5.446520e-01        1.660774e-01
                 281        2.310124e+00       -5.344927e-01        1.657968e-01
                 282        2.308786e+00       -5.244101e-01        1.655152e-01
                 283        2.308160e+00       -5.144010e-01        1.652327e-01
                 284        2.307283e+00       -5.044655e-01        1.649493e-01
                 285        2.306399e+00       -4.946028e-01        1.646651e-01
                 286        2.305508e+00       -4.848122e-01        1.643802e-01
                 287        2.304371e+00       -4.750938e-01        1.640945e-01
                 288        2.302748e+00       -4.654485e-01        1.638079e-01
                 289        2.302327e+00       -4.558715e-01        1.635208e-01
                 290        2.301423e+00       -4.463636e-01        1.632332e-01
                 291        2.301002e+00       -4.369224e-01        1.629450e-01
                 292        2.300104e+00       -4.275491e-01        1.626564e-01
                 293        2.299450e+00       -4.182419e-01        1.623673e-01
                 294        2.298323e+00       -4.090019e-01        1.620777e-01
                 295        2.297444e+00       -3.998275e-01        1.617878e-01
                 296        2.296336e+00       -3.907188e-01        1.614974e-01
                 297        2.295720e+00       -3.816736e-01        1.612067e-01
                 298        2.295357e+00       -3.726903e-01        1.609159e-01
                 299        2.294526e+00       -3.637698e-01        1.606247e-01
                 300        2.293710e+00       -3.549115e-01        1.603334e-01
                 301        2.292667e+00       -3.461156e-01        1.600418e-01
                 302        2.291639e+00       -3.373813e-01        1.597501e-01
                 303        2.290867e+00       -3.287072e-01        1.594581e-01
                 304        2.290350e+00       -3.200919e-01        1.591662e-01
                 305        2.289366e+00       -3.115363e-01        1.588741e-01
                 306        2.288634e+00       -3.030390e-01        1.585820e-01
                 307        2.287913e+00       -2.945994e-01        1.582898e-01
                 308        2.287201e+00       -2.862170e-01        1.579977e-01
                 309        2.286013e+00       -2.778926e-01        1.577055e-01
                 310        2.285311e+00       -2.696242e-01        1.574134e-01
                 311        2.285092e+00       -2.614097e-01        1.571214e-01
                 312        2.284148e+00       -2.532508e-01        1.568295e-01
                 313        2.283198e+00       -2.451472e-01        1.565377e-01
                 314        2.283201e+00       -2.370951e-01        1.562461e-01
                 315        2.282708e+00       -2.290957e-01        1.559547e-01
                 316        2.281716e+00       -2.211501e-01        1.556635e-01
                 317        2.280702e+00       -2.132578e-01        1.553724e-01
                 318        2.279661e+00       -2.054185e-01        1.550814e-01
                 319        2.278830e+00       -1.976309e-01        1.547907e-01
                 320        2.278204e+00       -1.898939e-01        1.545002e-01
                 321        2.277299e+00       -1.822079e-01        1.542100e-01
                 322        2.276591e+00       -1.745719e-01        1.539200e-01
                 323        2.275112e+00       -1.669877e-01        1.536302e-01
                 324        2.273100e+00       -1.594566e-01        1.533405e-01
                 325        2.271273e+00       -1.519774e-01        1.530510e-01
                 326        2.270109e+00       -1.445477e-01        1.527617e-01
                 327        2.268643e+00       -1.371679e-01        1.524727e-01
                 328        2.267355e+00       -1.298371e-01        1.521840e-01
                 329        2.266002e+00       -1.225549e-01        1.518956e-01
                 330        2.264824e+00       -1.153204e-01        1.516075e-01
                 331        2.263098e+00       -1.081349e-01        1.513196e-01
                 332        2.261305e+00       -1.009980e-01        1.510320e-01
                 333        2.259686e+00       -9.390884e-02        1.507448e-01
                 334        2.257522e+00       -8.686863e-02        1.504578e-01
                 335        2.255537e+00       -7.987638e-02        1.501710e-01
                 336        2.253733e+00       -7.293111e-02        1.498846e-01
                 337        2.251393e+00       -6.603400e-02        1.495984e-01
                 338        2.249484e+00       -5.918336e-02        1.493126e-01
                 339        2.247529e+00       -5.237890e-02        1.490271e-01
                 340        2.245295e+00       -4.562104e-02        1.487420e-01
                 341        2.243026e+00       -3.890946e-02        1.484571e-01
                 342        2.241695e+00       -3.224103e-02        1.481727e-01
                 343        2.240104e+00       -2.561611e-02        1.478888e-01
                 344        2.237781e+00       -1.903647e-02        1.476051e-01
                 345        2.235698e+00       -1.250101e-02        1.473219e-01
                 346        2.233623e+00       -6.009322e-03        1.470391e-01
                 347        2.231566e+00        4.390216e-04        1.467567e-01
                 348        2.229536e+00        6.844473e-03        1.464747e-01
                 349        2.228024e+00        1.320889e-02        1.461932e-01
                 350        2.226078e+00        1.953137e-02        1.459121e-01
                 351        2.224430e+00        2.581313e-02        1.456316e-01
                 352        2.222848e+00        3.205471e-02        1.453516e-01
                 353        2.220140e+00        3.825325e-02        1.450719e-01
                 354        2.218724e+00        4.441277e-02        1.447928e-01
                 355        2.217162e+00        5.053319e-02        1.445142e-01
                 356        2.215466e+00        5.661447e-02        1.442362e-01
                 357        2.214125e+00        6.265791e-02        1.439587e-01
                 358        2.212907e+00        6.866420e-02        1.436818e-01
                 359        2.212302e+00        7.463533e-02        1.434056e-01
                 360        2.211354e+00        8.057066e-02        1.431301e-01
                 361        2.211033e+00        8.647222e-02        1.428552e-01
                 362        2.210381e+00        9.233937e-02        1.425810e-01
                 363        2.209885e+00        9.817283e-02        1.423075e-01
                 364        2.210032e+00        1.039746e-01        1.420348e-01
                 365        2.209380e+00        1.097429e-01        1.417627e-01
                 366        2.209378e+00        1.154796e-01        1.414914e-01
                 367        2.210027e+00        1.211868e-01        1.412209e-01
                 368        2.210607e+00        1.268646e-01        1.409513e-01
                 369        2.211121e+00        1.325130e-01        1.406824e-01
                 370        2.211807e+00        1.381327e-01        1.404144e-01
                 371        2.212907e+00        1.437251e-01        1.401472e-01
                 372        2.214178e+00        1.492908e-01        1.398810e-01
                 373        2.215619e+00        1.548305e-01        1.396156e-01
                 374        2.217226e+00        1.603450e-01        1.393512e-01
                 375        2.218755e+00        1.658341e-01        1.390876e-01
                 376        2.220685e+00        1.712991e-01        1.388250e-01
                 377        2.222767e+00        1.767407e-01        1.385634e-01
                 378        2.224517e+00        1.821581e-01        1.383027e-01
                 379        2.226892e+00        1.875531e-01        1.380430e-01
                 380        2.229403e+00        1.929264e-01        1.377842e-01
                 381        2.231803e+00        1.982778e-01        1.375265e-01
                 382        2.234327e+00        2.036078e-01        1.372697e-01
                 383        2.236966e+00        2.089168e-01        1.370139e-01
                 384        2.239953e+00        2.142060e-01        1.367592e-01
                 385        2.242799e+00        2.194750e-01        1.365054e-01
                 386        2.245736e+00        2.247244e-01        1.362527e-01
                 387        2.248515e+00        2.299538e-01        1.360009e-01
                 388        2.252811e+00        2.351674e-01        1.357503e-01
                 389        2.256689e+00        2.403641e-01        1.355007e-01
                 390        2.259899e+00        2.455424e-01        1.352522e-01
                 391        2.262915e+00        2.507019e-01        1.350047e-01
                 392        2.266690e+00        2.558447e-01        1.347582e-01
                 393        2.270013e+00        2.609699e-01        1.345127e-01
                 394        2.273597e+00        2.660780e-01        1.342683e-01
                 395        2.276951e+00        2.711689e-01        1.340248e-01
                 396        2.279826e+00        2.762412e-01        1.337823e-01
                 397        2.283658e+00        2.812977e-01        1.335409e-01
                 398        2.286512e+00        2.863359e-01        1.333004e-01
                 399        2.289583e+00        2.913566e-01        1.330608e-01
                 400        2.293345e+00        2.963616e-01        1.328222e-01
                 401        2.296587e+00        3.013497e-01        1.325846e-01
                 402        2.299543e+00        3.063203e-01        1.323480e-01
                 403        2.302204e+00        3.112729e-01        1.321122e-01
                 404        2.305287e+00        3.162085e-01        1.318773e-01
                 405        2.308543e+00        3.211279e-01        1.316434e-01
                 406        2.311725e+00        3.260308e-01        1.314105e-01
                 407        2.314345e+00        3.309161e-01        1.311784e-01
                 408        2.317601e+00        3.357854e-01        1.309472e-01
                 409        2.320040e+00        3.406369e-01        1.307169e-01
                 410        2.323104e+00        3.454722e-01        1.304874e-01
                 411        2.325582e+00        3.502900e-01        1.302589e-01
                 412        2.327952e+00        3.550901e-01        1.300311e-01
                 413        2.329966e+00        3.598719e-01        1.298042e-01
                 414        2.332103e+00        3.646358e-01        1.295780e-01
                 415        2.334115e+00        3.693815e-01        1.293527e-01
                 416        2.335999e+00        3.741089e-01        1.291281e-01
                 417        2.337751e+00        3.788179e-01        1.289042e-01
                 418        2.340087e+00        3.835099e-01        1.286812e-01
                 419        2.341559e+00        3.881831e-01        1.284589e-01
                 420        2.343126e+00        3.928377e-01        1.282374e-01
                 421        2.344781e+00        3.974742e-01        1.280166e-01
                 422        2.345800e+00        4.020911e-01        1.277964e-01
                 423        2.346660e+00        4.066881e-01        1.275770e-01
                 424        2.347357e+00        4.112652e-01        1.273582e-01
                 425        2.347884e+00        4.158219e-01        1.271400e-01
                 426        2.347998e+00        4.203576e-01        1.269224e-01
                 427        2.347935e+00        4.248718e-01        1.267054e-01
                 428        2.348172e+00        4.293655e-01        1.264891e-01
                 429        2.347740e+00        4.338372e-01        1.262732e-01
                 430        2.347118e+00        4.382867e-01        1.260579e-01
                 431        2.347501e+00        4.427165e-01        1.258433e-01
                 432        2.346720e+00        4.471239e-01        1.256291e-01
                 433        2.345492e+00        4.515081e-01        1.254155e-01
                 434        2.344052e+00        4.558688e-01        1.252023e-01
                 435        2.342396e+00        4.602056e-01        1.249895e-01
                 436        2.341242e+00        4.645199e-01        1.247773e-01
                 437        2.339622e+00        4.688108e-01        1.245655e-01
                 438        2.337771e+00        4.730778e-01        1.243542e-01
                 439        2.335446e+00        4.773201e-01        1.241433e-01
                 440        2.333363e+00        4.815384e-01        1.239328e-01
                 441        2.330795e+00        4.857317e-01        1.237227e-01
                 442        2.327979e+00        4.898997e-01        1.235129e-01
                 443        2.324434e+00        4.940409e-01        1.233035e-01
                 444        2.320636e+00        4.981548e-01        1.230944e-01
                 445        2.317065e+00        5.022423e-01        1.228857e-01
                 446        2.313238e+00        5.063028e-01        1.226772e-01
                 447        2.308671e+00        5.103349e-01        1.224690e-01
                 448        2.304327e+00        5.143394e-01        1.222611e-01
                 449        2.299484e+00        5.183152e-01        1.220534e-01
                 450        2.293901e+00        5.222609e-01        1.218459e-01
                 451        2.288781e+00        5.261778e-01        1.216387e-01
                 452        2.283166e+00        5.300650e-01        1.214317e-01
                 453        2.277059e+00        5.339215e-01        1.212249e-01
                 454        2.270704e+00        5.377470e-01        1.210182e-01
                 455        2.264348e+00        5.415417e-01        1.208117e-01
                 456        2.257994e+00        5.453059e-01        1.206054e-01
                 457        2.251170e+00        5.490386e-01        1.203992e-01
                 458        2.244362e+00        5.527402e-01        1.201932e-01
                 459        2.236857e+00        5.564093e-01        1.199874e-01
                 460        2.229628e+00        5.600467e-01        1.197816e-01
                 461        2.222443e+00        5.636528e-01        1.195761e-01
                 462        2.215072e+00        5.672273e-01        1.193707e-01
                 463        2.207044e+00        5.707690e-01        1.191654e-01
                 464        2.198370e+00        5.742768e-01        1.189602e-01
                 465        2.190028e+00        5.777515e-01        1.187551e-01
                 466        2.181548e+00        5.811931e-01        1.185501e-01
                 467        2.172945e+00        5.846016e-01        1.183452e-01
                 468        2.163751e+00        5.879758e-01        1.181405e-01
                 469        2.154702e+00        5.913164e-01        1.179358e-01
                 470        2.145575e+00        5.946233e-01        1.177312e-01
                 471        2.136142e+00        5.978962e-01        1.175267e-01
                 472        2.127383e+00        6.011367e-01        1.173224e-01
                 473        2.118349e+00        6.043443e-01        1.171182e-01
                 474        2.109298e+00        6.075193e-01        1.169141e-01
                 475        2.100003e+00        6.106614e-01        1.167102e-01
                 476        2.091201e+00        6.137717e-01        1.165065e-01
                 477        2.081702e+00        6.168492e-01        1.163029e-01
                 478        2.072967e+00        6.198954e-01        1.160994e-01
                 479        2.064288e+00        6.229109e-01        1.158962e-01
                 480        2.055437e+00        6.258953e-01        1.156932e-01
