#                  BLOCK:   ACTUAL_TE:          TE_AVE:             ERROR:
                   1       -3.385747e+00       -3.385747e+00        0.000000e+00
                   2       -3.385746e+00       -3.385746e+00        2.980232e-08
                   3       -3.385746e+00       -3.385746e+00        0.000000e+00
                   4       -3.385746e+00       -3.385746e+00        2.107342e-08
                   5       -3.385746e+00       -3.385746e+00        2.665601e-08
                   6       -3.385746e+00       -3.385746e+00        2.433349e-08
                   7       -3.385746e+00       -3.385746e+00        0.000000e+00
                   8       -3.385747e+00       -3.385746e+00        0.000000e+00
                   9       -3.385747e+00       -3.385746e+00        0.000000e+00
                  10       -3.385747e+00       -3.385746e+00        1.884864e-08
                  11       -3.385747e+00       -3.385747e+00        0.000000e+00
                  12       -3.385747e+00       -3.385747e+00        1.216675e-08
                  13       -3.385747e+00       -3.385747e+00        1.168943e-08
                  14       -3.385747e+00       -3.385747e+00        1.951020e-08
                  15       -3.385747e+00       -3.385747e+00        2.176454e-08
                  16       -3.385747e+00       -3.385747e+00        2.580957e-08
                  17       -3.385747e+00       -3.385747e+00        2.704517e-08
                  18       -3.385747e+00       -3.385747e+00        2.980232e-08
                  19       -3.385747e+00       -3.385747e+00        3.057654e-08
                  20       -3.385747e+00       -3.385747e+00        3.397988e-08
                  21       -3.385747e+00       -3.385747e+00        3.902040e-08
                  22       -3.385747e+00       -3.385747e+00        4.214685e-08
                  23       -3.385747e+00       -3.385747e+00        4.650292e-08
                  24       -3.385747e+00       -3.385747e+00        5.089716e-08
                  25       -3.385747e+00       -3.385747e+00        5.527507e-08
                  26       -3.385597e+00       -3.385741e+00        5.657613e-06
                  27       -3.385445e+00       -3.385730e+00        1.204295e-05
                  28       -3.385446e+00       -3.385720e+00        1.530977e-05
                  29       -3.385446e+00       -3.385710e+00        1.745926e-05
                  30       -3.385446e+00       -3.385702e+00        1.897550e-05
                  31       -3.385294e+00       -3.385688e+00        2.245364e-05
                  32       -3.384993e+00       -3.385667e+00        3.051534e-05
                  33       -3.384842e+00       -3.385642e+00        3.848670e-05
                  34       -3.384842e+00       -3.385618e+00        4.395648e-05
                  35       -3.384389e+00       -3.385583e+00        5.496755e-05
                  36       -3.384087e+00       -3.385542e+00        6.734193e-05
                  37       -3.384087e+00       -3.385502e+00        7.613419e-05
                  38       -3.384087e+00       -3.385465e+00        8.273630e-05
                  39       -3.383785e+00       -3.385422e+00        9.114159e-05
                  40       -3.383785e+00       -3.385381e+00        9.761746e-05
                  41       -3.383332e+00       -3.385331e+00        1.072653e-04
                  42       -3.383332e+00       -3.385283e+00        1.147816e-04
                  43       -3.383182e+00       -3.385235e+00        1.220768e-04
                  44       -3.382729e+00       -3.385178e+00        1.319177e-04
                  45       -3.382578e+00       -3.385120e+00        1.410692e-04
                  46       -3.382427e+00       -3.385061e+00        1.496536e-04
                  47       -3.381974e+00       -3.384996e+00        1.602403e-04
                  48       -3.381521e+00       -3.384923e+00        1.724798e-04
                  49       -3.381370e+00       -3.384851e+00        1.835722e-04
                  50       -3.380917e+00       -3.384772e+00        1.960384e-04
                  51       -3.380614e+00       -3.384691e+00        2.084561e-04
                  52       -3.380464e+00       -3.384609e+00        2.197238e-04
                  53       -3.380011e+00       -3.384522e+00        2.320786e-04
                  54       -3.379557e+00       -3.384431e+00        2.453187e-04
                  55       -3.379407e+00       -3.384339e+00        2.573020e-04
                  56       -3.379105e+00       -3.384246e+00        2.691490e-04
                  57       -3.378501e+00       -3.384145e+00        2.826690e-04
                  58       -3.378048e+00       -3.384040e+00        2.967007e-04
                  59       -3.377897e+00       -3.383936e+00        3.094032e-04
                  60       -3.377443e+00       -3.383827e+00        3.226129e-04
                  61       -3.376839e+00       -3.383713e+00        3.370514e-04
                  62       -3.376386e+00       -3.383595e+00        3.517210e-04
                  63       -3.376235e+00       -3.383478e+00        3.650213e-04
                  64       -3.375631e+00       -3.383355e+00        3.793511e-04
                  65       -3.375178e+00       -3.383229e+00        3.938251e-04
                  66       -3.375027e+00       -3.383105e+00        4.069961e-04
                  67       -3.374574e+00       -3.382978e+00        4.203682e-04
                  68       -3.374121e+00       -3.382848e+00        4.338954e-04
                  69       -3.373819e+00       -3.382717e+00        4.469027e-04
                  70       -3.373819e+00       -3.382590e+00        4.582386e-04
                  71       -3.373668e+00       -3.382464e+00        4.686962e-04
                  72       -3.373518e+00       -3.382340e+00        4.783737e-04
                  73       -3.373518e+00       -3.382219e+00        4.868440e-04
                  74       -3.372915e+00       -3.382093e+00        4.962350e-04
                  75       -3.372764e+00       -3.381969e+00        5.049695e-04
                  76       -3.372462e+00       -3.381844e+00        5.135858e-04
                  77       -3.372160e+00       -3.381718e+00        5.220866e-04
                  78       -3.371707e+00       -3.381590e+00        5.309341e-04
                  79       -3.371405e+00       -3.381461e+00        5.396375e-04
                  80       -3.370650e+00       -3.381326e+00        5.495506e-04
                  81       -3.370348e+00       -3.381190e+00        5.592262e-04
                  82       -3.369744e+00       -3.381050e+00        5.695610e-04
                  83       -3.369593e+00       -3.380912e+00        5.791856e-04
                  84       -3.369140e+00       -3.380772e+00        5.890024e-04
                  85       -3.368989e+00       -3.380634e+00        5.981641e-04
                  86       -3.368687e+00       -3.380495e+00        6.071247e-04
                  87       -3.368536e+00       -3.380357e+00        6.155089e-04
                  88       -3.368234e+00       -3.380219e+00        6.237403e-04
                  89       -3.368084e+00       -3.380083e+00        6.314612e-04
                  90       -3.368083e+00       -3.379950e+00        6.383658e-04
