#                  BLOCK:   ACTUAL_PE:     PE_AVE:      ERROR:
                   1            -6.36475            -6.36475                   0
                   2            -6.36472            -6.36473         9.49474e-06
                   3            -6.36464             -6.3647         2.63225e-05
                   4            -6.36451            -6.36465         4.69048e-05
                   5            -6.36432            -6.36459         7.06675e-05
                   6            -6.36408             -6.3645         9.72384e-05
                   7            -6.36378             -6.3644         0.000126356
                   8            -6.36344            -6.36428         0.000157827
                   9            -6.36303            -6.36414         0.000191501
                  10            -6.36258            -6.36398         0.000227258
                  11            -6.36207            -6.36381         0.000265004
                  12             -6.3615            -6.36362         0.000304659
                  13            -6.36089            -6.36341         0.000346159
                  14            -6.36021            -6.36318          0.00038945
                  15            -6.35948            -6.36293          0.00043449
                  16             -6.3587            -6.36267         0.000481241
                  17            -6.35786            -6.36239         0.000529674
                  18            -6.35696            -6.36208         0.000579766
                  19              -6.356            -6.36176         0.000631499
                  20            -6.35499            -6.36142         0.000684857
                  21            -6.35391            -6.36107         0.000739832
                  22            -6.35278            -6.36069         0.000796416
                  23            -6.35158            -6.36029         0.000854606
                  24            -6.35032            -6.35988         0.000914403
                  25              -6.349            -6.35944         0.000975808
                  26            -6.34747            -6.35898          0.00104127
                  27            -6.34587             -6.3585          0.00111014
                  28            -6.34436            -6.35799           0.0011797
                  29            -6.34278            -6.35747          0.00125015
                  30            -6.34114            -6.35692          0.00132167
                  31            -6.33927            -6.35635           0.0013963
                  32            -6.33719            -6.35576          0.00147556
                  33            -6.33518            -6.35513          0.00155698
                  34            -6.33326            -6.35449          0.00163875
                  35             -6.3308            -6.35381          0.00172601
                  36            -6.32843            -6.35311          0.00181641
                  37            -6.32628            -6.35238          0.00190659
                  38            -6.32405            -6.35164          0.00199693
                  39            -6.32143            -6.35086          0.00209051
                  40            -6.31904            -6.35007          0.00218438
                  41            -6.31611            -6.34924          0.00228269
                  42            -6.31355            -6.34839          0.00238124
                  43            -6.31075            -6.34751           0.0024815
                  44            -6.30756             -6.3466          0.00258588
                  45            -6.30459            -6.34567          0.00269174
                  46            -6.30151            -6.34471          0.00279916
                  47            -6.29805            -6.34372          0.00291037
                  48            -6.29448            -6.34269           0.0030251
                  49            -6.29112            -6.34164          0.00314111
                  50            -6.28736            -6.34055          0.00326051
                  51            -6.28364            -6.33944          0.00338215
                  52            -6.27997            -6.33829          0.00350512
                  53            -6.27589            -6.33712          0.00363135
                  54             -6.2717            -6.33591          0.00376074
                  55             -6.2677            -6.33467          0.00389144
                  56            -6.26344            -6.33339          0.00402447
                  57            -6.25875            -6.33208          0.00416148
                  58             -6.2541            -6.33074          0.00430148
                  59            -6.24962            -6.32937          0.00444287
                  60            -6.24472            -6.32795          0.00458731
                  61            -6.23955            -6.32651          0.00473553
                  62            -6.23439            -6.32502          0.00488666
                  63             -6.2294             -6.3235          0.00503927
                  64            -6.22383            -6.32194          0.00519561
                  65            -6.21827            -6.32035          0.00535492
                  66            -6.21287            -6.31872          0.00551585
                  67            -6.20702            -6.31705          0.00567989
                  68            -6.20103            -6.31535          0.00584704
                  69            -6.19504             -6.3136          0.00601667
                  70            -6.18919            -6.31183          0.00618765
