#                  BLOCK:   ACTUAL_PE:     PE_AVE:      ERROR:
                  71            -6.18304            -6.31001           0.0063608
                  72            -6.17674            -6.30816          0.00653624
                  73            -6.17042            -6.30627          0.00671351
                  74            -6.16334            -6.30434          0.00689504
                  75            -6.15655            -6.30237          0.00707909
                  76            -6.14944            -6.30036           0.0072663
                  77            -6.14216            -6.29831          0.00745673
                  78            -6.13456            -6.29621          0.00765094
                  79            -6.12693            -6.29406          0.00784839
                  80            -6.11868            -6.29187          0.00805066
                  81             -6.1107            -6.28963          0.00825614
                  82            -6.10223            -6.28735          0.00846586
                  83            -6.09404            -6.28502          0.00867834
                  84            -6.08535            -6.28264           0.0088946
                  85            -6.07679            -6.28022          0.00911371
                  86            -6.06788            -6.27775          0.00933621
                  87            -6.05894            -6.27524          0.00956168
                  88            -6.04965            -6.27267          0.00979063
                  89            -6.04032            -6.27006           0.0100227
                  90            -6.03095            -6.26741           0.0102574
                  91            -6.02094             -6.2647           0.0104962
                  92            -6.01118            -6.26194           0.0107377
                  93            -6.00123            -6.25914           0.0109821
                  94            -5.99124            -6.25629            0.011229
                  95            -5.98135            -6.25339           0.0114777
                  96            -5.97067            -6.25045           0.0117299
                  97            -5.95995            -6.24745           0.0119852
                  98            -5.94918            -6.24441           0.0122432
                  99            -5.93793            -6.24132           0.0125048
                 100            -5.92649            -6.23817           0.0127699
                 101            -5.91502            -6.23497           0.0130382
                 102            -5.90336            -6.23172           0.0133095
                 103            -5.89168            -6.22842           0.0135835
                 104            -5.87952            -6.22506            0.013861
                 105            -5.86718            -6.22165           0.0141418
                 106            -5.85437            -6.21819           0.0144266
                 107             -5.8417            -6.21467           0.0147146
                 108            -5.82933             -6.2111           0.0150047
                 109            -5.81634            -6.20748           0.0152979
                 110             -5.8032             -6.2038           0.0155941
                 111            -5.79022            -6.20008           0.0158925
                 112            -5.77695             -6.1963           0.0161934
                 113            -5.76385            -6.19247           0.0164961
                 114            -5.75078             -6.1886           0.0168003
                 115            -5.73698            -6.18467            0.017107
                 116            -5.72307            -6.18069           0.0174162
                 117            -5.70935            -6.17666           0.0177272
                 118            -5.69538            -6.17258             0.01804
                 119            -5.68103            -6.16845           0.0183553
                 120            -5.66719            -6.16428           0.0186716
                 121            -5.65313            -6.16005           0.0189891
                 122            -5.63899            -6.15578           0.0193078
                 123             -5.6242            -6.15146           0.0196286
                 124            -5.61011            -6.14709           0.0199499
                 125            -5.59537            -6.14268           0.0202727
                 126             -5.5809            -6.13822           0.0205962
                 127            -5.56656            -6.13372           0.0209201
                 128            -5.55265            -6.12918           0.0212435
                 129            -5.53828             -6.1246           0.0215671
                 130            -5.52375            -6.11998           0.0218908
                 131            -5.50924            -6.11532           0.0222146
                 132            -5.49489            -6.11062           0.0225381
                 133            -5.48087            -6.10588           0.0228606
                 134            -5.46597            -6.10111           0.0231834
                 135            -5.45142            -6.09629           0.0235058
                 136            -5.43676            -6.09144            0.023828
                 137            -5.42276            -6.08656           0.0241488
                 138            -5.40867            -6.08165           0.0244683
                 139             -5.3948            -6.07671           0.0247862
                 140            -5.38087            -6.07174           0.0251026
                 141            -5.36686            -6.06674           0.0254175
                 142            -5.35265            -6.06171           0.0257311
                 143            -5.33883            -6.05666            0.026043
                 144            -5.32558            -6.05158           0.0263524
                 145            -5.31214            -6.04648           0.0266595
                 146            -5.29881            -6.04136           0.0269642
                 147            -5.28516            -6.03621           0.0272671
                 148            -5.27165            -6.03105           0.0275679
                 149            -5.25842            -6.02586           0.0278663
                 150            -5.24564            -6.02066           0.0281618
                 151            -5.23287            -6.01544           0.0284544
                 152            -5.22055            -6.01021           0.0287438
                 153            -5.20855            -6.00497           0.0290295
                 154            -5.19642            -5.99972            0.029312
                 155            -5.18417            -5.99446           0.0295914
                 156             -5.1727             -5.9892           0.0298669
                 157            -5.16082            -5.98392           0.0301391
                 158            -5.14913            -5.97864           0.0304079
                 159             -5.1384            -5.97335           0.0306724
                 160            -5.12727            -5.96806           0.0309332
                 161            -5.11636            -5.96277           0.0311901
                 162            -5.10582            -5.95748            0.031443
                 163            -5.09519            -5.95219           0.0316919
                 164            -5.08525            -5.94691           0.0319365
                 165             -5.0754            -5.94162           0.0321768
                 166            -5.06563            -5.93635           0.0324128
                 167            -5.05612            -5.93108           0.0326444
                 168            -5.04685            -5.92581           0.0328717
                 169            -5.03738            -5.92056           0.0330949
                 170            -5.02863            -5.91531           0.0333135
                 171             -5.0203            -5.91008           0.0335273
                 172            -5.01223            -5.90486           0.0337363
                 173             -5.0046            -5.89965           0.0339403
                 174            -4.99709            -5.89446           0.0341393
                 175            -4.98971            -5.88929           0.0343334
                 176            -4.98262            -5.88414           0.0345227
                 177            -4.97596            -5.87901           0.0347069
                 178            -4.96945             -5.8739            0.034886
                 179            -4.96354            -5.86882           0.0350599
                 180            -4.95731            -5.86375           0.0352289
                 181            -4.95184            -5.85871           0.0353927
                 182            -4.94697             -5.8537            0.035551
                 183            -4.94225            -5.84872           0.0357039
                 184            -4.93768            -5.84377           0.0358516
                 185            -4.93341            -5.83885           0.0359939
                 186            -4.92944            -5.83396           0.0361309
                 187            -4.92562            -5.82911           0.0362628
                 188             -4.9221            -5.82428           0.0363894
                 189            -4.91872            -5.81949           0.0365109
                 190            -4.91608            -5.81473           0.0366271
                 191            -4.91358            -5.81002           0.0367379
                 192            -4.91107            -5.80533           0.0368437
                 193            -4.90883            -5.80069           0.0369445
                 194            -4.90687            -5.79608           0.0370402
                 195            -4.90547            -5.79151           0.0371308
                 196            -4.90419            -5.78699           0.0372163
                 197            -4.90317             -5.7825           0.0372968
                 198            -4.90224            -5.77806           0.0373725
                 199            -4.90155            -5.77365           0.0374433
                 200            -4.90124            -5.76929           0.0375093
                 201            -4.90146            -5.76497           0.0375704
                 202            -4.90158             -5.7607           0.0376267
                 203            -4.90207            -5.75647           0.0376784
                 204             -4.9026            -5.75228           0.0377254
                 205            -4.90346            -5.74814            0.037768
                 206            -4.90465            -5.74405           0.0378059
                 207             -4.9054               -5.74           0.0378398
                 208             -4.9066            -5.73599           0.0378694
                 209            -4.90795            -5.73203           0.0378949
                 210            -4.90973            -5.72811           0.0379162
                 211            -4.91119            -5.72424           0.0379336
                 212             -4.9126            -5.72041           0.0379474
                 213            -4.91472            -5.71663           0.0379573
                 214            -4.91647            -5.71289           0.0379636
                 215            -4.91862            -5.70919           0.0379664
                 216            -4.92068            -5.70554           0.0379657
                 217             -4.9231            -5.70194           0.0379616
                 218            -4.92512            -5.69838           0.0379543
                 219            -4.92764            -5.69486           0.0379438
                 220            -4.92989            -5.69138           0.0379304
                 221            -4.93232            -5.68794           0.0379139
                 222            -4.93492            -5.68455           0.0378946
                 223            -4.93738             -5.6812           0.0378725
                 224            -4.93984            -5.67789           0.0378477
                 225            -4.94215            -5.67462           0.0378205
                 226            -4.94446            -5.67139           0.0377909
                 227            -4.94689             -5.6682            0.037759
                 228            -4.94901            -5.66505           0.0377249
                 229             -4.9514            -5.66193           0.0376886
                 230            -4.95361            -5.65885           0.0376504
                 231            -4.95578            -5.65581           0.0376102
                 232            -4.95762             -5.6528           0.0375683
                 233            -4.95987            -5.64982           0.0375246
                 234            -4.96177            -5.64688           0.0374793
                 235            -4.96393            -5.64398           0.0374323
                 236            -4.96589             -5.6411           0.0373838
                 237            -4.96796            -5.63826           0.0373338
                 238            -4.96997            -5.63545           0.0372824
                 239            -4.97208            -5.63268           0.0372295
                 240            -4.97368            -5.62993           0.0371755
                 241            -4.97554            -5.62722           0.0371203
                 242            -4.97718            -5.62453            0.037064
                 243            -4.97863            -5.62187           0.0370066
                 244            -4.98017            -5.61924           0.0369483
                 245            -4.98166            -5.61664            0.036889
                 246            -4.98309            -5.61407           0.0368289
                 247            -4.98432            -5.61152           0.0367679
                 248            -4.98551            -5.60899           0.0367062
                 249             -4.9874             -5.6065           0.0366436
                 250            -4.98864            -5.60402           0.0365802
                 251            -4.98998            -5.60158           0.0365162
                 252            -4.99128            -5.59916           0.0364515
                 253            -4.99269            -5.59676           0.0363862
                 254            -4.99376            -5.59438           0.0363203
                 255            -4.99464            -5.59203           0.0362539
                 256            -4.99563             -5.5897           0.0361871
                 257            -4.99644            -5.58739           0.0361198
                 258            -4.99751            -5.58511           0.0360521
                 259            -4.99841            -5.58284            0.035984
                 260            -4.99882             -5.5806           0.0359157
                 261            -4.99966            -5.57837            0.035847
                 262            -5.00063            -5.57617           0.0357779
                 263            -5.00142            -5.57398           0.0357086
                 264            -5.00235            -5.57182           0.0356389
                 265             -5.0031            -5.56967            0.035569
                 266            -5.00429            -5.56754           0.0354987
                 267            -5.00487            -5.56544           0.0354282
                 268            -5.00527            -5.56335           0.0353576
                 269            -5.00597            -5.56127           0.0352869
                 270             -5.0068            -5.55922           0.0352159
                 271            -5.00732            -5.55718           0.0351448
                 272            -5.00754            -5.55516           0.0350736
                 273            -5.00834            -5.55316           0.0350023
                 274            -5.00869            -5.55117           0.0349309
                 275            -5.00933             -5.5492           0.0348594
                 276            -5.01012            -5.54725           0.0347878
                 277             -5.0106            -5.54531           0.0347161
                 278            -5.01107            -5.54339           0.0346443
                 279            -5.01169            -5.54148           0.0345725
                 280            -5.01216            -5.53959           0.0345007
                 281            -5.01307            -5.53772           0.0344288
                 282            -5.01397            -5.53586           0.0343568
                 283            -5.01442            -5.53402           0.0342847
                 284            -5.01501            -5.53219           0.0342127
                 285             -5.0156            -5.53038           0.0341406
                 286            -5.01618            -5.52858           0.0340686
                 287             -5.0169             -5.5268           0.0339965
                 288            -5.01792            -5.52503           0.0339243
                 289            -5.01817            -5.52328           0.0338522
                 290            -5.01872            -5.52154           0.0337802
                 291            -5.01896            -5.51981           0.0337082
                 292            -5.01949             -5.5181           0.0336363
                 293            -5.01986             -5.5164           0.0335645
                 294            -5.02052            -5.51471           0.0334926
                 295            -5.02102            -5.51304           0.0334209
                 296            -5.02166            -5.51138           0.0333492
                 297            -5.02199            -5.50973           0.0332776
                 298            -5.02216            -5.50809           0.0332061
                 299            -5.02261            -5.50647           0.0331347
                 300            -5.02305            -5.50486           0.0330634
                 301            -5.02364            -5.50326           0.0329922
                 302            -5.02421            -5.50167           0.0329211
                 303            -5.02461             -5.5001           0.0328501
                 304            -5.02485            -5.49854           0.0327792
                 305            -5.02539            -5.49698           0.0327084
                 306            -5.02576            -5.49544           0.0326377
                 307            -5.02612            -5.49392           0.0325672
                 308            -5.02647             -5.4924           0.0324968
                 309            -5.02712            -5.49089           0.0324265
                 310            -5.02745             -5.4894           0.0323564
                 311            -5.02748            -5.48791           0.0322864
                 312            -5.02795            -5.48644           0.0322165
                 313            -5.02842            -5.48497           0.0321468
                 314            -5.02828            -5.48352           0.0320773
                 315            -5.02845            -5.48208            0.032008
                 316            -5.02892            -5.48064           0.0319388
                 317            -5.02939            -5.47922           0.0318698
                 318            -5.02986            -5.47781           0.0318009
                 319            -5.03019             -5.4764           0.0317321
                 320            -5.03037            -5.47501           0.0316636
                 321            -5.03071            -5.47362           0.0315952
                 322            -5.03092            -5.47225            0.031527
                 323            -5.03158            -5.47088           0.0314589
                 324            -5.03256            -5.46953           0.0313908
                 325            -5.03341            -5.46819           0.0313229
                 326            -5.03382            -5.46686           0.0312552
                 327             -5.0344            -5.46554           0.0311875
                 328            -5.03484            -5.46422           0.0311201
                 329             -5.0353            -5.46292           0.0310528
                 330            -5.03563            -5.46162           0.0309857
                 331            -5.03628            -5.46034           0.0309187
                 332            -5.03695            -5.45906           0.0308519
                 333            -5.03748             -5.4578           0.0307852
                 334            -5.03834            -5.45654           0.0307186
                 335            -5.03907             -5.4553           0.0306522
                 336            -5.03966            -5.45406           0.0305859
                 337            -5.04057            -5.45283           0.0305197
                 338            -5.04119            -5.45161           0.0304537
                 339            -5.04183             -5.4504           0.0303879
                 340            -5.04263            -5.44921           0.0303222
                 341            -5.04344            -5.44802           0.0302566
                 342            -5.04365            -5.44683           0.0301912
                 343            -5.04401            -5.44566            0.030126
                 344            -5.04484            -5.44449            0.030061
                 345            -5.04551            -5.44334           0.0299961
                 346            -5.04617            -5.44219           0.0299313
                 347            -5.04683            -5.44105           0.0298668
                 348            -5.04748            -5.43992           0.0298023
                 349            -5.04782             -5.4388           0.0297381
                 350            -5.04844            -5.43768           0.0296741
                 351            -5.04889            -5.43657           0.0296102
                 352            -5.04932            -5.43547           0.0295465
                 353            -5.05047            -5.43438           0.0294829
                 354            -5.05085             -5.4333           0.0294195
                 355            -5.05134            -5.43222           0.0293563
                 356            -5.05195            -5.43115           0.0292933
                 357            -5.05236            -5.43009           0.0292304
                 358            -5.05274            -5.42904           0.0291678
                 359            -5.05277            -5.42799           0.0291054
                 360            -5.05306            -5.42695           0.0290431
                 361              -5.053            -5.42591           0.0289812
                 362            -5.05319            -5.42488           0.0289194
                 363            -5.05333            -5.42386           0.0288578
                 364            -5.05311            -5.42284           0.0287965
                 365            -5.05345            -5.42183           0.0287354
                 366            -5.05343            -5.42082           0.0286745
                 367            -5.05305            -5.41982           0.0286139
                 368            -5.05276            -5.41882           0.0285535
                 369            -5.05257            -5.41783           0.0284934
                 370            -5.05232            -5.41684           0.0284335
                 371            -5.05187            -5.41586           0.0283739
                 372            -5.05136            -5.41488           0.0283145
                 373             -5.0508             -5.4139           0.0282554
                 374            -5.05018            -5.41293           0.0281966
                 375            -5.04966            -5.41196            0.028138
                 376            -5.04894              -5.411           0.0280798
                 377            -5.04817            -5.41003           0.0280218
                 378            -5.04765            -5.40908            0.027964
                 379            -5.04679            -5.40812           0.0279066
                 380            -5.04588            -5.40717           0.0278494
                 381            -5.04508            -5.40622           0.0277925
                 382            -5.04424            -5.40527           0.0277359
                 383            -5.04337            -5.40432           0.0276796
                 384            -5.04231            -5.40338           0.0276236
                 385            -5.04138            -5.40244           0.0275678
                 386            -5.04041             -5.4015           0.0275123
                 387            -5.03957            -5.40057           0.0274571
                 388             -5.0378            -5.39963           0.0274023
                 389            -5.03632             -5.3987           0.0273478
                 390            -5.03528            -5.39777           0.0272935
                 391            -5.03437            -5.39684           0.0272395
                 392              -5.033            -5.39591           0.0271858
                 393            -5.03192            -5.39498           0.0271324
                 394            -5.03068            -5.39406           0.0270793
                 395             -5.0296            -5.39314           0.0270265
                 396            -5.02882            -5.39222           0.0269739
                 397            -5.02744             -5.3913           0.0269216
                 398            -5.02667            -5.39038           0.0268695
                 399            -5.02575            -5.38947           0.0268177
                 400             -5.0244            -5.38855           0.0267662
                 401            -5.02336            -5.38764            0.026715
                 402            -5.02249            -5.38673           0.0266639
                 403            -5.02178            -5.38583           0.0266131
                 404             -5.0208            -5.38493           0.0265626
                 405            -5.01968            -5.38402           0.0265123
                 406            -5.01859            -5.38312           0.0264623
                 407            -5.01783            -5.38223           0.0264125
                 408            -5.01665            -5.38133            0.026363
                 409            -5.01595            -5.38044           0.0263136
                 410            -5.01483            -5.37955           0.0262646
                 411            -5.01404            -5.37866           0.0262157
                 412            -5.01329            -5.37777           0.0261671
                 413            -5.01272            -5.37689           0.0261186
                 414            -5.01205              -5.376           0.0260704
                 415            -5.01141            -5.37513           0.0260224
                 416            -5.01081            -5.37425           0.0259746
                 417            -5.01026            -5.37338           0.0259269
                 418            -5.00929            -5.37251           0.0258795
                 419            -5.00882            -5.37164           0.0258323
                 420            -5.00825            -5.37077           0.0257853
                 421            -5.00757            -5.36991           0.0257385
                 422            -5.00724            -5.36905           0.0256918
                 423            -5.00696            -5.36819           0.0256454
                 424            -5.00673            -5.36734            0.025599
                 425            -5.00656            -5.36649           0.0255529
                 426            -5.00658            -5.36565           0.0255069
                 427            -5.00666            -5.36481            0.025461
                 428             -5.0065            -5.36397           0.0254152
                 429            -5.00669            -5.36314           0.0253696
                 430            -5.00694            -5.36231           0.0253242
                 431             -5.0065            -5.36148           0.0252789
                 432            -5.00672            -5.36066           0.0252337
                 433            -5.00716            -5.35985           0.0251886
                 434            -5.00766            -5.35903           0.0251436
                 435            -5.00823            -5.35823           0.0250988
                 436            -5.00841            -5.35743            0.025054
                 437            -5.00881            -5.35663           0.0250094
                 438            -5.00929            -5.35583           0.0249649
                 439            -5.00998            -5.35505           0.0249204
                 440            -5.01045            -5.35426           0.0248761
                 441            -5.01114            -5.35349           0.0248318
                 442            -5.01191            -5.35271           0.0247877
                 443            -5.01306            -5.35195           0.0247436
                 444            -5.01428            -5.35119           0.0246995
                 445            -5.01528            -5.35043           0.0246556
                 446            -5.01636            -5.34968           0.0246117
                 447            -5.01782            -5.34894           0.0245678
                 448            -5.01906             -5.3482            0.024524
                 449            -5.02052            -5.34747           0.0244802
                 450            -5.02237            -5.34675           0.0244365
                 451            -5.02385            -5.34603           0.0243928
                 452            -5.02556            -5.34533           0.0243491
                 453            -5.02749            -5.34462           0.0243055
                 454             -5.0295            -5.34393           0.0242618
                 455            -5.03144            -5.34324           0.0242182
                 456            -5.03329            -5.34256           0.0241747
                 457            -5.03537            -5.34189           0.0241311
                 458            -5.03737            -5.34123           0.0240876
                 459            -5.03973            -5.34057           0.0240441
                 460            -5.04186            -5.33992           0.0240006
                 461            -5.04389            -5.33928           0.0239571
                 462            -5.04598            -5.33864           0.0239136
                 463            -5.04842            -5.33802           0.0238702
                 464            -5.05122             -5.3374           0.0238268
                 465            -5.05376            -5.33679           0.0237833
                 466            -5.05634            -5.33619           0.0237399
                 467            -5.05896            -5.33559           0.0236965
                 468            -5.06191            -5.33501           0.0236531
                 469            -5.06474            -5.33443           0.0236097
                 470            -5.06759            -5.33386           0.0235662
                 471            -5.07061            -5.33331           0.0235228
                 472            -5.07318            -5.33275           0.0234795
                 473            -5.07592            -5.33221           0.0234361
                 474            -5.07866            -5.33168           0.0233928
                 475            -5.08154            -5.33115           0.0233494
                 476            -5.08412            -5.33063           0.0233062
                 477            -5.08713            -5.33012           0.0232629
                 478            -5.08968            -5.32962           0.0232197
                 479            -5.09221            -5.32912           0.0231765
                 480            -5.09486            -5.32863           0.0231333
                 481            -5.09778            -5.32815           0.0230902
                 482            -5.10037            -5.32768           0.0230471
                 483            -5.10307            -5.32722           0.0230041
                 484            -5.10543            -5.32676           0.0229611
                 485            -5.10804            -5.32631           0.0229182
                 486            -5.11076            -5.32586           0.0228754
                 487            -5.11313            -5.32543           0.0228326
                 488            -5.11559              -5.325           0.0227898
                 489            -5.11799            -5.32457           0.0227471
                 490            -5.12049            -5.32416           0.0227045
                 491            -5.12263            -5.32375            0.022662
                 492            -5.12515            -5.32334           0.0226195
                 493            -5.12731            -5.32294           0.0225772
                 494             -5.1291            -5.32255           0.0225349
                 495            -5.13067            -5.32216           0.0224927
                 496            -5.13262            -5.32178           0.0224506
                 497            -5.13406             -5.3214           0.0224086
                 498            -5.13573            -5.32103           0.0223667
                 499            -5.13732            -5.32066           0.0223249
                 500            -5.13855             -5.3203           0.0222832
                 501            -5.13971            -5.31994           0.0222416
                 502            -5.14125            -5.31958           0.0222002
                 503            -5.14257            -5.31923           0.0221588
                 504            -5.14413            -5.31888           0.0221176
                 505            -5.14517            -5.31854           0.0220765
                 506            -5.14644             -5.3182           0.0220355
                 507            -5.14735            -5.31786           0.0219946
                 508            -5.14819            -5.31753           0.0219538
                 509            -5.14927             -5.3172           0.0219132
                 510            -5.15029            -5.31687           0.0218727
                 511             -5.1511            -5.31655           0.0218323
                 512            -5.15185            -5.31622            0.021792
                 513            -5.15269            -5.31591           0.0217518
                 514            -5.15348            -5.31559           0.0217118
                 515            -5.15392            -5.31528           0.0216719
                 516            -5.15475            -5.31497           0.0216322
                 517            -5.15523            -5.31466           0.0215925
                 518            -5.15582            -5.31435            0.021553
                 519             -5.1562            -5.31404           0.0215136
                 520            -5.15639            -5.31374           0.0214744
                 521            -5.15669            -5.31344           0.0214353
                 522            -5.15694            -5.31314           0.0213963
                 523            -5.15685            -5.31284           0.0213575
                 524            -5.15703            -5.31254           0.0213188
                 525            -5.15702            -5.31225           0.0212803
                 526            -5.15712            -5.31195           0.0212419
                 527            -5.15719            -5.31166           0.0212036
                 528            -5.15693            -5.31137           0.0211654
                 529            -5.15693            -5.31107           0.0211274
                 530            -5.15676            -5.31078           0.0210896
                 531            -5.15655            -5.31049           0.0210519
                 532            -5.15648             -5.3102           0.0210143
                 533            -5.15637            -5.30991           0.0209768
                 534             -5.1564            -5.30963           0.0209395
                 535             -5.1561            -5.30934           0.0209024
                 536            -5.15593            -5.30905           0.0208653
                 537            -5.15589            -5.30877           0.0208284
                 538            -5.15567            -5.30848           0.0207916
                 539             -5.1556             -5.3082            0.020755
                 540            -5.15565            -5.30792           0.0207185
                 541            -5.15539            -5.30764           0.0206821
                 542            -5.15511            -5.30735           0.0206459
                 543            -5.15436            -5.30707           0.0206098
                 544             -5.1539            -5.30679           0.0205738
                 545            -5.15343            -5.30651            0.020538
                 546            -5.15309            -5.30623           0.0205023
                 547             -5.1529            -5.30595           0.0204667
                 548            -5.15269            -5.30567           0.0204313
                 549            -5.15217            -5.30539            0.020396
                 550            -5.15164            -5.30511           0.0203608
                 551            -5.15109            -5.30483           0.0203258
                 552            -5.15039            -5.30455           0.0202909
                 553            -5.14983            -5.30427           0.0202561
                 554            -5.14956            -5.30399           0.0202215
                 555            -5.14898            -5.30371            0.020187
                 556            -5.14838            -5.30343           0.0201526
                 557            -5.14793            -5.30315           0.0201184
                 558            -5.14762            -5.30287           0.0200842
                 559              -5.147             -5.3026           0.0200502
                 560            -5.14682            -5.30232           0.0200164
                 561            -5.14633            -5.30204           0.0199826
                 562            -5.14628            -5.30176            0.019949
                 563            -5.14577            -5.30149           0.0199155
                 564            -5.14539            -5.30121           0.0198821
                 565            -5.14485            -5.30093           0.0198488
                 566            -5.14445            -5.30066           0.0198157
                 567            -5.14328            -5.30038           0.0197827
                 568             -5.1427             -5.3001           0.0197498
                 569            -5.14181            -5.29982            0.019717
                 570            -5.14136            -5.29954           0.0196844
                 571            -5.14058            -5.29927           0.0196519
                 572            -5.13979            -5.29899           0.0196195
                 573            -5.13944            -5.29871           0.0195873
                 574            -5.13862            -5.29843           0.0195551
                 575            -5.13793            -5.29815           0.0195231
                 576            -5.13723            -5.29787           0.0194912
                 577            -5.13635            -5.29759           0.0194594
                 578            -5.13575            -5.29731           0.0194278
                 579            -5.13498            -5.29703           0.0193963
                 580            -5.13359            -5.29675           0.0193649
                 581            -5.13308            -5.29647           0.0193336
                 582            -5.13209            -5.29619           0.0193024
                 583            -5.13138             -5.2959           0.0192714
                 584            -5.13035            -5.29562           0.0192405
                 585            -5.12974            -5.29534           0.0192097
                 586            -5.12866            -5.29505            0.019179
                 587             -5.1277            -5.29477           0.0191484
                 588            -5.12701            -5.29448            0.019118
                 589            -5.12569            -5.29419           0.0190877
                 590             -5.1245            -5.29391           0.0190575
                 591            -5.12343            -5.29362           0.0190274
                 592            -5.12248            -5.29333           0.0189975
                 593             -5.1212            -5.29304           0.0189677
                 594            -5.11989            -5.29275            0.018938
                 595             -5.1187            -5.29245           0.0189084
                 596            -5.11748            -5.29216            0.018879
                 597            -5.11623            -5.29187           0.0188497
                 598            -5.11511            -5.29157           0.0188204
                 599             -5.1135            -5.29127           0.0187914
                 600            -5.11201            -5.29097           0.0187624
                 601             -5.1105            -5.29067           0.0187336
                 602            -5.10895            -5.29037           0.0187049
                 603            -5.10768            -5.29007           0.0186764
                 604            -5.10623            -5.28977           0.0186479
                 605            -5.10446            -5.28946           0.0186196
                 606            -5.10296            -5.28915           0.0185914
                 607            -5.10173            -5.28884           0.0185634
                 608            -5.10003            -5.28853           0.0185354
                 609              -5.098            -5.28822           0.0185076
                 610            -5.09641             -5.2879             0.01848
                 611            -5.09479            -5.28759           0.0184524
                 612             -5.0933            -5.28727            0.018425
                 613            -5.09195            -5.28695           0.0183977
                 614            -5.09012            -5.28663           0.0183705
                 615            -5.08828            -5.28631           0.0183435
                 616            -5.08672            -5.28599           0.0183166
                 617            -5.08485            -5.28566           0.0182898
                 618            -5.08311            -5.28533           0.0182631
                 619            -5.08137              -5.285           0.0182366
                 620            -5.07915            -5.28467           0.0182102
                 621            -5.07708            -5.28434           0.0181839
                 622              -5.075              -5.284           0.0181578
                 623            -5.07322            -5.28366           0.0181318
                 624            -5.07143            -5.28332            0.018106
                 625            -5.06964            -5.28298           0.0180802
                 626            -5.06814            -5.28264           0.0180546
                 627            -5.06634            -5.28229           0.0180291
                 628            -5.06438            -5.28194           0.0180037
                 629            -5.06242            -5.28159           0.0179785
                 630            -5.06061            -5.28124           0.0179534
                 631            -5.05895            -5.28089           0.0179284
                 632            -5.05714            -5.28054           0.0179035
                 633            -5.05518            -5.28018           0.0178788
                 634            -5.05352            -5.27982           0.0178541
                 635            -5.05171            -5.27946           0.0178296
