#                  BLOCK:   ACTUAL_T:           T_AVE:              ERROR:
                 219        1.035886e+00        1.547072e+00        2.512996e-02
                 220        1.037386e+00        1.544755e+00        2.512229e-02
                 221        1.038905e+00        1.542466e+00        2.511267e-02
                 222        1.040436e+00        1.540205e+00        2.510117e-02
                 223        1.041974e+00        1.537971e+00        2.508784e-02
                 224        1.043515e+00        1.535763e+00        2.507276e-02
                 225        1.045055e+00        1.533582e+00        2.505600e-02
                 226        1.046588e+00        1.531428e+00        2.503762e-02
                 227        1.048112e+00        1.529298e+00        2.501769e-02
                 228        1.049622e+00        1.527195e+00        2.499627e-02
                 229        1.051115e+00        1.525116e+00        2.497342e-02
                 230        1.052588e+00        1.523061e+00        2.494920e-02
                 231        1.054039e+00        1.521031e+00        2.492368e-02
                 232        1.055465e+00        1.519024e+00        2.489690e-02
                 233        1.056864e+00        1.517040e+00        2.486894e-02
                 234        1.058233e+00        1.515080e+00        2.483983e-02
                 235        1.059572e+00        1.513141e+00        2.480964e-02
                 236        1.060880e+00        1.511225e+00        2.477842e-02
                 237        1.062154e+00        1.509330e+00        2.474621e-02
                 238        1.063395e+00        1.507457e+00        2.471307e-02
                 239        1.064600e+00        1.505604e+00        2.467903e-02
                 240        1.065770e+00        1.503771e+00        2.464416e-02
                 241        1.066904e+00        1.501958e+00        2.460848e-02
                 242        1.068003e+00        1.500165e+00        2.457204e-02
                 243        1.069066e+00        1.498391e+00        2.453488e-02
                 244        1.070093e+00        1.496636e+00        2.449703e-02
                 245        1.071085e+00        1.494899e+00        2.445855e-02
                 246        1.072042e+00        1.493180e+00        2.441945e-02
                 247        1.072965e+00        1.491479e+00        2.437978e-02
                 248        1.073854e+00        1.489795e+00        2.433956e-02
                 249        1.074711e+00        1.488128e+00        2.429883e-02
                 250        1.075538e+00        1.486477e+00        2.425761e-02
                 251        1.076334e+00        1.484843e+00        2.421594e-02
                 252        1.077100e+00        1.483225e+00        2.417384e-02
                 253        1.077839e+00        1.481623e+00        2.413134e-02
                 254        1.078551e+00        1.480036e+00        2.408846e-02
                 255        1.079237e+00        1.478464e+00        2.404522e-02
                 256        1.079899e+00        1.476907e+00        2.400164e-02
                 257        1.080538e+00        1.475365e+00        2.395775e-02
                 258        1.081155e+00        1.473837e+00        2.391356e-02
                 259        1.081752e+00        1.472323e+00        2.386910e-02
                 260        1.082330e+00        1.470823e+00        2.382438e-02
                 261        1.082891e+00        1.469337e+00        2.377942e-02
                 262        1.083435e+00        1.467864e+00        2.373423e-02
                 263        1.083964e+00        1.466404e+00        2.368883e-02
                 264        1.084479e+00        1.464958e+00        2.364323e-02
                 265        1.084983e+00        1.463524e+00        2.359745e-02
                 266        1.085475e+00        1.462102e+00        2.355150e-02
                 267        1.085957e+00        1.460694e+00        2.350539e-02
                 268        1.086429e+00        1.459297e+00        2.345913e-02
                 269        1.086893e+00        1.457913e+00        2.341274e-02
                 270        1.087348e+00        1.456540e+00        2.336621e-02
                 271        1.087798e+00        1.455180e+00        2.331958e-02
                 272        1.088241e+00        1.453831e+00        2.327283e-02
                 273        1.088679e+00        1.452493e+00        2.322599e-02
                 274        1.089112e+00        1.451167e+00        2.317905e-02
                 275        1.089541e+00        1.449852e+00        2.313204e-02
                 276        1.089965e+00        1.448548e+00        2.308495e-02
                 277        1.090385e+00        1.447255e+00        2.303779e-02
                 278        1.090802e+00        1.445973e+00        2.299058e-02
                 279        1.091214e+00        1.444701e+00        2.294331e-02
                 280        1.091624e+00        1.443440e+00        2.289599e-02
                 281        1.092030e+00        1.442190e+00        2.284864e-02
                 282        1.092432e+00        1.440949e+00        2.280125e-02
                 283        1.092831e+00        1.439719e+00        2.275384e-02
                 284        1.093225e+00        1.438499e+00        2.270641e-02
                 285        1.093615e+00        1.437289e+00        2.265896e-02
                 286        1.094000e+00        1.436089e+00        2.261150e-02
                 287        1.094381e+00        1.434898e+00        2.256404e-02
                 288        1.094757e+00        1.433717e+00        2.251658e-02
                 289        1.095128e+00        1.432545e+00        2.246913e-02
                 290        1.095494e+00        1.431383e+00        2.242169e-02
                 291        1.095855e+00        1.430230e+00        2.237426e-02
                 292        1.096209e+00        1.429086e+00        2.232686e-02
                 293        1.096557e+00        1.427951e+00        2.227949e-02
                 294        1.096898e+00        1.426825e+00        2.223215e-02
                 295        1.097233e+00        1.425708e+00        2.218484e-02
                 296        1.097559e+00        1.424599e+00        2.213757e-02
                 297        1.097878e+00        1.423499e+00        2.209035e-02
                 298        1.098189e+00        1.422408e+00        2.204318e-02
                 299        1.098493e+00        1.421324e+00        2.199606e-02
                 300        1.098788e+00        1.420249e+00        2.194900e-02
                 301        1.099075e+00        1.419182e+00        2.190200e-02
                 302        1.099354e+00        1.418123e+00        2.185506e-02
                 303        1.099625e+00        1.417072e+00        2.180820e-02
                 304        1.099887e+00        1.416029e+00        2.176141e-02
                 305        1.100142e+00        1.414993e+00        2.171469e-02
                 306        1.100389e+00        1.413965e+00        2.166805e-02
                 307        1.100630e+00        1.412944e+00        2.162150e-02
                 308        1.100864e+00        1.411931e+00        2.157502e-02
                 309        1.101092e+00        1.410925e+00        2.152864e-02
                 310        1.101315e+00        1.409926e+00        2.148235e-02
                 311        1.101534e+00        1.408935e+00        2.143615e-02
                 312        1.101749e+00        1.407950e+00        2.139004e-02
                 313        1.101962e+00        1.406973e+00        2.134403e-02
                 314        1.102173e+00        1.406002e+00        2.129812e-02
                 315        1.102384e+00        1.405038e+00        2.125230e-02
                 316        1.102595e+00        1.404081e+00        2.120659e-02
                 317        1.102808e+00        1.403131e+00        2.116098e-02
                 318        1.103023e+00        1.402187e+00        2.111547e-02
                 319        1.103242e+00        1.401250e+00        2.107006e-02
                 320        1.103465e+00        1.400319e+00        2.102475e-02
                 321        1.103694e+00        1.399395e+00        2.097955e-02
                 322        1.103929e+00        1.398477e+00        2.093446e-02
                 323        1.104172e+00        1.397566e+00        2.088946e-02
                 324        1.104424e+00        1.396661e+00        2.084458e-02
                 325        1.104686e+00        1.395763e+00        2.079979e-02
                 326        1.104958e+00        1.394871e+00        2.075511e-02
                 327        1.105242e+00        1.393985e+00        2.071052e-02
                 328        1.105537e+00        1.393106e+00        2.066605e-02
                 329        1.105845e+00        1.392233e+00        2.062167e-02
                 330        1.106165e+00        1.391366e+00        2.057739e-02
                 331        1.106497e+00        1.390505e+00        2.053321e-02
                 332        1.106842e+00        1.389651e+00        2.048913e-02
                 333        1.107201e+00        1.388803e+00        2.044515e-02
                 334        1.107572e+00        1.387961e+00        2.040127e-02
                 335        1.107955e+00        1.387125e+00        2.035749e-02
                 336        1.108349e+00        1.386295e+00        2.031380e-02
                 337        1.108755e+00        1.385472e+00        2.027021e-02
                 338        1.109170e+00        1.384654e+00        2.022671e-02
                 339        1.109594e+00        1.383843e+00        2.018332e-02
                 340        1.110025e+00        1.383037e+00        2.014001e-02
                 341        1.110463e+00        1.382238e+00        2.009681e-02
                 342        1.110905e+00        1.381445e+00        2.005370e-02
                 343        1.111351e+00        1.380657e+00        2.001069e-02
                 344        1.111799e+00        1.379876e+00        1.996778e-02
                 345        1.112246e+00        1.379100e+00        1.992496e-02
                 346        1.112690e+00        1.378330e+00        1.988225e-02
                 347        1.113130e+00        1.377566e+00        1.983963e-02
                 348        1.113563e+00        1.376807e+00        1.979712e-02
                 349        1.113987e+00        1.376054e+00        1.975471e-02
                 350        1.114401e+00        1.375306e+00        1.971241e-02
                 351        1.114801e+00        1.374564e+00        1.967022e-02
                 352        1.115187e+00        1.373827e+00        1.962813e-02
                 353        1.115556e+00        1.373096e+00        1.958616e-02
                 354        1.115905e+00        1.372369e+00        1.954430e-02
                 355        1.116232e+00        1.371648e+00        1.950256e-02
                 356        1.116537e+00        1.370931e+00        1.946094e-02
                 357        1.116815e+00        1.370219e+00        1.941944e-02
                 358        1.117067e+00        1.369512e+00        1.937807e-02
                 359        1.117289e+00        1.368810e+00        1.933682e-02
                 360        1.117481e+00        1.368111e+00        1.929571e-02
                 361        1.117642e+00        1.367418e+00        1.925473e-02
                 362        1.117769e+00        1.366728e+00        1.921388e-02
                 363        1.117861e+00        1.366042e+00        1.917318e-02
                 364        1.117919e+00        1.365361e+00        1.913262e-02
                 365        1.117940e+00        1.364683e+00        1.909221e-02
                 366        1.117925e+00        1.364009e+00        1.905194e-02
                 367        1.117873e+00        1.363338e+00        1.901183e-02
                 368        1.117784e+00        1.362671e+00        1.897187e-02
                 369        1.117658e+00        1.362007e+00        1.893207e-02
                 370        1.117493e+00        1.361346e+00        1.889244e-02
                 371        1.117291e+00        1.360688e+00        1.885296e-02
                 372        1.117052e+00        1.360033e+00        1.881366e-02
                 373        1.116777e+00        1.359381e+00        1.877452e-02
                 374        1.116465e+00        1.358731e+00        1.873555e-02
                 375        1.116119e+00        1.358085e+00        1.869675e-02
                 376        1.115738e+00        1.357440e+00        1.865814e-02
                 377        1.115325e+00        1.356798e+00        1.861969e-02
                 378        1.114881e+00        1.356158e+00        1.858143e-02
                 379        1.114406e+00        1.355520e+00        1.854335e-02
                 380        1.113902e+00        1.354884e+00        1.850545e-02
                 381        1.113371e+00        1.354250e+00        1.846773e-02
                 382        1.112813e+00        1.353618e+00        1.843020e-02
                 383        1.112232e+00        1.352988e+00        1.839285e-02
                 384        1.111628e+00        1.352359e+00        1.835569e-02
                 385        1.111003e+00        1.351732e+00        1.831871e-02
                 386        1.110359e+00        1.351107e+00        1.828193e-02
                 387        1.109699e+00        1.350483e+00        1.824533e-02
                 388        1.109024e+00        1.349861e+00        1.820891e-02
                 389        1.108338e+00        1.349240e+00        1.817268e-02
                 390        1.107641e+00        1.348621e+00        1.813664e-02
                 391        1.106935e+00        1.348003e+00        1.810079e-02
                 392        1.106222e+00        1.347386e+00        1.806512e-02
                 393        1.105504e+00        1.346770e+00        1.802963e-02
                 394        1.104782e+00        1.346156e+00        1.799433e-02
                 395        1.104059e+00        1.345543e+00        1.795921e-02
                 396        1.103337e+00        1.344932e+00        1.792427e-02
                 397        1.102617e+00        1.344321e+00        1.788951e-02
                 398        1.101901e+00        1.343712e+00        1.785493e-02
                 399        1.101192e+00        1.343104e+00        1.782052e-02
                 400        1.100490e+00        1.342498e+00        1.778629e-02
                 401        1.099797e+00        1.341892e+00        1.775223e-02
                 402        1.099115e+00        1.341289e+00        1.771834e-02
                 403        1.098445e+00        1.340686e+00        1.768462e-02
                 404        1.097788e+00        1.340085e+00        1.765106e-02
                 405        1.097147e+00        1.339485e+00        1.761767e-02
                 406        1.096521e+00        1.338886e+00        1.758443e-02
                 407        1.095914e+00        1.338289e+00        1.755136e-02
                 408        1.095325e+00        1.337694e+00        1.751844e-02
                 409        1.094758e+00        1.337100e+00        1.748568e-02
                 410        1.094211e+00        1.336508e+00        1.745306e-02
                 411        1.093687e+00        1.335917e+00        1.742059e-02
                 412        1.093186e+00        1.335328e+00        1.738827e-02
                 413        1.092710e+00        1.334740e+00        1.735609e-02
                 414        1.092258e+00        1.334154e+00        1.732404e-02
                 415        1.091833e+00        1.333571e+00        1.729214e-02
                 416        1.091435e+00        1.332989e+00        1.726036e-02
                 417        1.091064e+00        1.332408e+00        1.722872e-02
                 418        1.090722e+00        1.331830e+00        1.719720e-02
                 419        1.090409e+00        1.331254e+00        1.716581e-02
                 420        1.090127e+00        1.330680e+00        1.713453e-02
                 421        1.089877e+00        1.330108e+00        1.710338e-02
                 422        1.089659e+00        1.329538e+00        1.707234e-02
                 423        1.089473e+00        1.328971e+00        1.704141e-02
                 424        1.089320e+00        1.328405e+00        1.701059e-02
                 425        1.089202e+00        1.327843e+00        1.697987e-02
                 426        1.089119e+00        1.327282e+00        1.694926e-02
                 427        1.089073e+00        1.326724e+00        1.691874e-02
                 428        1.089063e+00        1.326169e+00        1.688832e-02
                 429        1.089092e+00        1.325616e+00        1.685799e-02
                 430        1.089159e+00        1.325066e+00        1.682775e-02
                 431        1.089266e+00        1.324519e+00        1.679760e-02
                 432        1.089415e+00        1.323975e+00        1.676753e-02
                 433        1.089606e+00        1.323434e+00        1.673754e-02
                 434        1.089840e+00        1.322896e+00        1.670763e-02
                 435        1.090118e+00        1.322361e+00        1.667779e-02
                 436        1.090441e+00        1.321829e+00        1.664802e-02
                 437        1.090810e+00        1.321300e+00        1.661831e-02
                 438        1.091225e+00        1.320775e+00        1.658867e-02
                 439        1.091688e+00        1.320253e+00        1.655909e-02
                 440        1.092201e+00        1.319735e+00        1.652956e-02
                 441        1.092763e+00        1.319220e+00        1.650009e-02
                 442        1.093377e+00        1.318709e+00        1.647067e-02
                 443        1.094041e+00        1.318202e+00        1.644130e-02
                 444        1.094756e+00        1.317698e+00        1.641197e-02
                 445        1.095524e+00        1.317199e+00        1.638268e-02
                 446        1.096344e+00        1.316704e+00        1.635343e-02
                 447        1.097216e+00        1.316213e+00        1.632421e-02
                 448        1.098142e+00        1.315726e+00        1.629503e-02
                 449        1.099120e+00        1.315244e+00        1.626588e-02
                 450        1.100152e+00        1.314766e+00        1.623675e-02
                 451        1.101237e+00        1.314292e+00        1.620765e-02
                 452        1.102375e+00        1.313824e+00        1.617858e-02
                 453        1.103564e+00        1.313359e+00        1.614952e-02
                 454        1.104804e+00        1.312900e+00        1.612048e-02
                 455        1.106094e+00        1.312445e+00        1.609146e-02
                 456        1.107432e+00        1.311996e+00        1.606245e-02
                 457        1.108817e+00        1.311551e+00        1.603345e-02
                 458        1.110248e+00        1.311112e+00        1.600447e-02
                 459        1.111723e+00        1.310677e+00        1.597549e-02
                 460        1.113240e+00        1.310248e+00        1.594653e-02
                 461        1.114797e+00        1.309824e+00        1.591757e-02
                 462        1.116391e+00        1.309406e+00        1.588862e-02
                 463        1.118021e+00        1.308992e+00        1.585968e-02
                 464        1.119684e+00        1.308584e+00        1.583075e-02
                 465        1.121378e+00        1.308182e+00        1.580182e-02
                 466        1.123098e+00        1.307784e+00        1.577291e-02
                 467        1.124843e+00        1.307393e+00        1.574399e-02
                 468        1.126609e+00        1.307006e+00        1.571509e-02
                 469        1.128394e+00        1.306626e+00        1.568620e-02
                 470        1.130193e+00        1.306250e+00        1.565731e-02
                 471        1.132003e+00        1.305880e+00        1.562844e-02
                 472        1.133822e+00        1.305516e+00        1.559958e-02
                 473        1.135645e+00        1.305157e+00        1.557073e-02
                 474        1.137469e+00        1.304803e+00        1.554190e-02
                 475        1.139291e+00        1.304454e+00        1.551309e-02
                 476        1.141109e+00        1.304111e+00        1.548429e-02
                 477        1.142918e+00        1.303773e+00        1.545552e-02
                 478        1.144717e+00        1.303440e+00        1.542677e-02
                 479        1.146502e+00        1.303113e+00        1.539804e-02
                 480        1.148269e+00        1.302790e+00        1.536934e-02
                 481        1.150016e+00        1.302473e+00        1.534067e-02
                 482        1.151741e+00        1.302160e+00        1.531203e-02
                 483        1.153441e+00        1.301852e+00        1.528342e-02
                 484        1.155114e+00        1.301549e+00        1.525485e-02
                 485        1.156757e+00        1.301250e+00        1.522632e-02
                 486        1.158368e+00        1.300956e+00        1.519783e-02
                 487        1.159945e+00        1.300667e+00        1.516938e-02
                 488        1.161485e+00        1.300381e+00        1.514097e-02
                 489        1.162988e+00        1.300101e+00        1.511262e-02
                 490        1.164451e+00        1.299824e+00        1.508431e-02
                 491        1.165873e+00        1.299551e+00        1.505606e-02
                 492        1.167253e+00        1.299282e+00        1.502785e-02
                 493        1.168591e+00        1.299017e+00        1.499971e-02
                 494        1.169884e+00        1.298755e+00        1.497162e-02
                 495        1.171133e+00        1.298498e+00        1.494360e-02
                 496        1.172337e+00        1.298243e+00        1.491563e-02
                 497        1.173495e+00        1.297992e+00        1.488773e-02
